?id	?label	?definition
"DOID:0060612"	"abdominal obesity-metabolic syndrome 3"	"An abdominal obesity-metabolic syndrome that has_material_basis_in heterozygous mutation in the DYRK1B gene on chromosome 19q13."
"DOID:0110629"	"Wolfram syndrome 1"	"An autosomal recessive disease that is characterized by diabetes mellitus, optic atrophy, and deafness as well as various other possible disorders and has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the WFS1 gene on chromosome 4p16.1."
"DOID:0110609"	"primary ciliary dyskinesia 23"	"A primary ciliary dyskinesia that is characterized by autosomal recessive inheritance with outer dynein arm defect, respiratory distress and recurrent upper and lower airway infections, and variable occurence of situs inversus and has_material_basis_in homozygous or compound heterozygous mutation in the ARMC4 gene on chromosome 10p."
"DOID:11824"	"multicentric reticulohistiocytosis"	"A syndrome that is characterized by papulonodular skin lesions containing a proliferation of true macrophages associated with arthritis."
"DOID:0110596"	"primary ciliary dyskinesia 21"	"A primary ciliary dyskinesia that is characterized by autosomal recessive inheritance with a missing Nexin link, infantile onset of chronic sinopulmonary infections, and has_material_basis_in homozygous mutation in the DRC1 gene on chromosome 2p23."
"DOID:0080512"	"Meier-Gorlin syndrome 1"@en	"A Meier-Gorlin syndrome that has_material_basis_in homozygous or compound heterozygous mutation in the ORC1 gene on chromosome 1p32."
"DOID:0110628"	"primary ciliary dyskinesia 24"	"A primary ciliary dyskinesia that is characterized by autosomal recessive inheritance with sinopulmonary infection and subfertility and has_material_basis_in homozygous or compound heterozygous mutation in the RSPH1 gene on chromosome 21q22."
"DOID:0050834"	"CHARGE syndrome"	"A syndrome that is acterized by a pattern of congenital anomalies including choanal atresia and malformations of the heart, inner ear, and retina."
"DOID:0060581"	"Noonan syndrome 3"	"A Noonan syndrome that has_material_basis_in heterozygous mutation in the KRAS gene."
"DOID:0111244"	"palmoplantar keratoderma and congenital alopecia 1"	"An ectodermal dysplasia characterized by autosomal dominant inheritance of severe hyperkeratosis, congenital alopecia, and in some patients nail anomalies that has_material_basis_in heterozygous mutation in GJA1 on 6q22.31."
"DOID:13482"	"Proteus syndrome"	"A syndrome that is characterized by overgrowth of the bones, skin, and other tissues."
"DOID:0080533"	"Carney-Stratakis syndrome"@en	"A syndrome that is characterized by the presence of multicentric paragangliomas and multifocal gastrointestinal stromal sarcoma tumors."
"DOID:0080105"	"microcephaly and chorioretinopathy 1"	"A syndrome that is characterized by delayed psychomotor development and visual impairment, often accompanied by short stature and has_material_basis_in homozygous or compound heterozygous mutation in the TUBGCP6 gene."
"DOID:2926"	"Klippel-Trenaunay syndrome"	"A syndrome that is characterized by large cutaneous hemangiomata with hypertrophy of the related bones and soft tissues."
"DOID:0110597"	"primary ciliary dyskinesia 22"	"A primary ciliary dyskinesia that is characterized by autosomal recessive inheritance with outer and inner dynein arm defect, recurrent respiratory infections, persistent rhinosinusitis, otitis media, chronic cough, variable presence of situs abnormalities, and has_material_basis_in homozygous or compound heterozygous mutation in the ZMYND10 gene on chromosome 3p21."
"DOID:0060476"	"Perlman syndrome"	"A syndrome characterized by polyhydramnios with neonatal macrosomia, nephromegaly, distinctive facial appearance, renal dysplasia, nephroblastomatosis, and predisposition to Wilms tumor. It shows similarities to Beckwith-Wiedemann syndrome."
"DOID:0060653"	"lethal congenital contracture syndrome 3"	"A lethal congenital contracture syndrome that has_material_basis_in homozygous mutation in the PIP5K1C gene on chromosome 19p13."
"DOID:0080107"	"microcephaly and chorioretinopathy 3"	"A syndrome that is characterized by congenital microcephaly and chorioretinal dysplasia associated with poor vision and nystagmus and has_material_basis_in compound heterozygous mutation in the TUBGCP4 gene."
"DOID:0060584"	"Noonan syndrome 6"	"A Noonan syndrome that has_material_basis in  heterozygous mutation in the NRAS gene on chromosome 1p13."
"DOID:3047"	"Wissler's syndrome"	"A syndrome that is characterized by four typical symptoms: polymorphous exanthemas, recurrent high fever, leucocytosis and arthralgia."
"DOID:0060566"	"Holzgreve-Wagner-Rehder Syndrome"@en	"A syndrome characterized by Potter sequence, heart defect, cleft palate, polydactyly, and skeletal defects."
"DOID:0111353"	"arthrogryposis, renal dysfunction, and cholestasis 1"	"An arthrogryposis, renal dysfunction, and cholestasis that has_material_basis_in homozygous or compound heterozygous mutation in VPS33B on 15q26.1."
"DOID:0111510"	"Marshall syndrome"	"An ectodermal dysplasia characterized by hypoplasia of the maxilla, nasal bones, and frontal sinuses, as well as calvarial thickening, myopia, early-onset cataracts, and sensorineural hearing loss that has_material_basis_in heterozygous or homozygous mutation (most frequently affecting splice sites) in COL11A1 on chromosome 1p21.1. Mutations, typically null, in COL11A1 may also cause Stickler syndrome."
"DOID:0080516"	"Meier-Gorlin syndrome 5"@en	"A Meier-Gorlin syndrome that has_material_basis_in homozygous mutation in the CDC6 gene on chromosome 17q21."
