baseClass,baseLabel,superClass,superLabel
HP:0009442,Curved phalanges of the 3rd finger,HP:0004095,Curved fingers
DOID:10176,neuroretinitis,DOID:10175,optic papillitis
DOID:8195,hepatoid pattern testicular yolk sac tumor,DOID:5344,testicular yolk sac tumor
HP:0012197,Insulinoma,HP:0008261,Pancreatic islet cell adenoma
DOID:13732,panophthalmitis,DOID:9724,purulent endophthalmitis
HP:0001995,Hyperchloremic acidosis,HP:0001941,Acidosis
DOID:10629,microphthalmia,DOID:5614,eye disease
HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,HP:0010231,Enlarged epiphyses of the phalanges of the hand
UBERON:4300111,lateral ethmoid element,UBERON:0010363,endochondral element
DOID:14265,pulmonary valve insufficiency,DOID:5749,pulmonary valve disease
DOID:6210,bladder diffuse clear cell adenocarcinoma,DOID:5306,bladder clear cell adenocarcinoma
CL:0000098,sensory epithelial cell,CL:0000197,receptor cell
UBERON:0002819,apex of cochlea,UBERON:0004120,mesoderm-derived structure
UBERON:0005966,outflow part of left atrium,UBERON:0005946,outflow tract of atrium
UBERON:0004800,bronchus basal lamina,UBERON:0004799,trachea basal lamina
HP:0200042,Skin ulcer,HP:0011355,Localized skin lesion
HP:0002398,Degeneration of anterior horn cells,HP:0002127,Upper motor neuron abnormality
UBERON:0005323,mesonephric mesenchyme,UBERON:0004120,mesoderm-derived structure
UBERON:0009913,renal lobe,UBERON:0009912,anatomical lobe
DOID:9392,tracheitis,DOID:3225,tracheal disease
NCBITaxon:66225,Phaeoannellomyces,NCBITaxon:36051,mitosporic Chaetothyriales
HP:0012054,Choroidal melanoma,HP:0007716,Intraocular melanoma
DOID:12134,factor VIII deficiency,DOID:0050735,X-linked disease
CL:0000060,odontoblast,CL:0002159,general ecto-epithelial cell
UBERON:0004124,myocardium trabecular layer,UBERON:0004123,myocardial layer
UBERON:0006921,stomach squamous epithelium,UBERON:0000487,simple squamous epithelium
UBERON:0005135,metanephric glomerular epithelium,UBERON:0005134,metanephric nephron epithelium
HP:0012463,Elevated transferrin saturation,HP:0011031,Abnormality of iron homeostasis
UBERON:2001869,supraneural 2 cartilage,UBERON:4300036,supraneural cartilage
UBERON:0003023,pontine tegmentum,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:0005387,olfactory glomerulus,UBERON:0001047,neural glomerulus
CL:0000762,nucleated thrombocyte,CL:0000763,myeloid cell
HP:0000009,Functional abnormality of the bladder,HP:0000014,Abnormality of the bladder
HP:0000698,Conical tooth,HP:0006482,Abnormality of dental morphology
UBERON:0004766,cranial bone,UBERON:0003457,head bone
CL:1001045,kidney cortex artery cell,CL:1000891,kidney arterial blood vessel cell
HP:0008668,"Gonadal dysgenesis, male",HP:0000133,Gonadal dysgenesis
DOID:0050590,severe congenital neutropenia,DOID:1227,neutropenia
UBERON:2005103,presumptive ventral fin fold,UBERON:2005102,presumptive median fin fold
UBERON:0003685,cranial suture,UBERON:0009198,craniofacial suture
UBERON:2001579,ural vertebra 2,UBERON:2002162,ural vertebra
HP:0005170,Complete heart block with broad RS complexes,HP:0001709,Third degree atrioventricular block
UBERON:0012298,female urethral crest,UBERON:0012296,urethral crest
UBERON:0009652,bronchus basement membrane,UBERON:0015329,respiratory system basement membrane
DOID:8506,bullous pemphigoid,DOID:0060039,autoimmune disease of skin and connective tissue
UBERON:0010952,frontalis,UBERON:0010938,muscle belly
UBERON:0002895,secondary olfactory cortex,UBERON:0002619,regional part of cerebral cortex
HP:0011701,Multifocal atrial tachycardia,HP:0001692,Primary atrial arrhythmia
UBERON:0003976,saccule duct,UBERON:0010314,structure with developmental contribution from neural crest
NCBITaxon:140564,Ornithodoros parkeri,NCBITaxon:6937,Ornithodoros
UBERON:0009709,ventral pancreas,UBERON:0005177,trunk organ
UBERON:0003029,stria terminalis,UBERON:0002316,white matter
UBERON:0014870,inferior orbital fissure,UBERON:0006271,orbital fissure
DOID:260,hepatic flexure cancer,DOID:218,ascending colon cancer
UBERON:0005308,nephrostome,UBERON:0006554,urinary system structure
HP:0000575,Scotoma,HP:0001123,Visual field defect
UBERON:3010404,capillary system of liver,UBERON:0001982,capillary
UBERON:0008447,intertarsal joint,UBERON:0001487,pes joint
CL:0002511,"CD11b-low, CD103-negative, langerin-negative lymph node dendritic cell",CL:0002508,"langerin-negative, CD103-negative lymph node dendritic cell"
CL:0002386,multinucleate macroconidium,CL:0000606,macroconidium
DOID:0060090,central nervous system organ benign neoplasm,DOID:0060115,nervous system benign neoplasm
UBERON:0011316,nerve to stylohyoid from facial nerve,UBERON:0002003,peripheral nerve
UBERON:2005022,opercular artery,UBERON:0010314,structure with developmental contribution from neural crest
CL:0000983,IgM plasmablast,CL:0000980,plasmablast
HP:0006608,Midclavicular hypoplasia,HP:0000894,Short clavicles
UBERON:0004623,sacral vertebra 2,UBERON:0001094,sacral vertebra
HP:0008608,Hypertrophic auricular cartilage,HP:0000356,Abnormality of the outer ear
UBERON:4200179,manual claw,UBERON:0009564,distal limb integumentary appendage
DOID:5825,adult lymphoma,DOID:0060058,lymphoma
UBERON:0003849,mesencephalic neural crest,UBERON:0002342,neural crest
HP:0008209,Premature ovarian failure,HP:0000137,Abnormality of the ovary
UBERON:0010697,pedal digit metatarsal cartilage element,UBERON:0003860,hindlimb mesenchyme
DOID:7984,sclerosing breast papilloma,DOID:1626,breast duct papilloma
NCBITaxon:29907,Sporothrix,NCBITaxon:117573,mitosporic Ophiostomataceae
HP:0010433,Short distal phalanx of the 2nd toe,HP:0010413,Aplasia/Hypoplasia of the distal phalanx of the 2nd toe
UBERON:0009734,sublaminar layers S2 or S3 or S4,UBERON:0008921,substratum of layer of retina
UBERON:0003009,dorsal tegmental decussation,UBERON:0010314,structure with developmental contribution from neural crest
HP:0100517,Neoplasm of the urethra,HP:0010786,Urinary tract neoplasm
HP:0007773,Vitreoretinal abnormalities,HP:0004327,Abnormality of the vitreous humor
UBERON:0011601,gingiva of upper jaw,UBERON:0001828,gingiva
HP:0009345,Triangular epiphysis of the distal phalanx of the 3rd finger,HP:0010256,Triangular epiphyses of the distal phalanges of the hand
HP:0008846,Severe intrauterine growth retardation,HP:0001511,Intrauterine growth retardation
UBERON:0002922,olfactory trigone,UBERON:0002791,regional part of telencephalon
DOID:13788,equatorial staphyloma,DOID:11595,scleral staphyloma
UBERON:2001118,urogenital papilla,UBERON:0005156,reproductive structure
UBERON:0014888,iliotibialis muscle,UBERON:0003663,hindlimb muscle
HP:0009689,Enlarged epiphyses of the thumb,HP:0010231,Enlarged epiphyses of the phalanges of the hand
UBERON:0000459,uterine wall,UBERON:0005156,reproductive structure
UBERON:0011612,hypohyal cartilage,UBERON:0011004,pharyngeal arch cartilage
CL:0000601,outer hair cell,CL:0000202,auditory hair cell
UBERON:0002267,laterodorsal tegmental nucleus,UBERON:0006331,brainstem nucleus
HP:0006693,Myocardial steatosis,HP:0001713,Abnormality of cardiac ventricle
DOID:2351,iron metabolism disease,DOID:0050032,mineral metabolism disease
DOID:9590,lower urinary tract calculus,DOID:18,urinary system disease
HP:0008696,Renal hamartoma,HP:0009726,Renal neoplasm
UBERON:0007707,superior cerebellar peduncle of midbrain,UBERON:0002635,regional part of midbrain tegmentum
HP:0007462,Bitot spots of the conjunctiva,HP:0000502,Abnormality of the conjunctiva
HP:0003234,Decreased plasma carnitine,HP:0010967,Abnormality of carnitine metabolism
HP:0010723,Cystic lesions of the pinnae,HP:0000377,Abnormality of the pinna
UBERON:0004867,orbital cavity,UBERON:0002553,anatomical cavity
UBERON:4200027,supraglenoid buttress,UBERON:4100000,skeletal element projection
DOID:6925,peroneal nerve paralysis,DOID:574,peripheral nervous system disease
HP:0100328,Carpometacarpal synostosis,HP:0009701,Metacarpal synostosis
UBERON:0001937,lateral hypothalamic nucleus,UBERON:0002785,regional part of lateral hypothalamic region
HP:0002695,"Symmetrical, oval parietal bone defects",HP:0002696,Abnormality of the parietal bone
UBERON:0005912,transitional epithelium of major calyx,UBERON:0003350,epithelium of mucosa
CL:0000336,adrenal medulla chromaffin cell,CL:1000426,chromaffin cell of adrenal gland
UBERON:0006038,interdigital region between pedal digits 1 and 2,UBERON:0006014,interdigital region between pedal digits
UBERON:0001198,superior suprarenal artery,UBERON:0004573,systemic artery
HP:0004916,Generalized distal tubular acidosis,HP:0008341,Distal renal tubular acidosis
HP:0002353,EEG abnormality,HP:0001311,Abnormal nervous system electrophysiology
DOID:2814,malignant neoplasm of acoustic nerve,DOID:2815,cranial nerve malignant neoplasm
UBERON:0002443,choroidal blood vessel,UBERON:0003496,head blood vessel
HP:0003946,Abnormality of the epiphyses of the elbow,HP:0003839,Abnormality involving the epiphyses of the upper limbs
UBERON:0008716,hilum of kidney,UBERON:0006554,urinary system structure
UBERON:0009885,interlobar artery,UBERON:0001637,artery
DOID:14559,anaerobic meningitis,DOID:9470,bacterial meningitis
HP:0009499,Abnormality of the epiphysis of the distal phalanx of the 2nd finger,HP:0006263,Abnormality of the epiphyses of the 2nd finger
UBERON:0011793,flight feather,UBERON:0008297,pennaceous feather
HP:0001928,Abnormality of coagulation,HP:0001871,Abnormality of  blood and blood-forming tissues
HP:0012225,Oligodontia of primary teeth,HP:0000677,Oligodontia
CL:0000150,glandular epithelial cell,CL:0002371,somatic cell
DOID:6932,urinary bladder inverted papilloma,DOID:6933,bladder transitional cell papilloma
HP:0009443,Osteolytic defects of the phalanges of the 3rd finger,HP:0009316,Abnormality of the phalanges of the 3rd finger
HP:0009996,Partial duplication of the proximal phalanx of the 5th finger,HP:0009987,Partial duplication of the phalanges of the 5th finger
HP:0010262,Irregular epiphyses of the middle phalanges of the hand,HP:0010244,Abnormality of the epiphyses of the middle phalanges of the hand
UBERON:0003111,sphenoid region,UBERON:0004120,mesoderm-derived structure
HP:0009648,Triangular shaped distal phalanx of the thumb,HP:0009875,Triangular shaped distal phalanges of the hand
DOID:314,tenosynovial giant cell tumor,DOID:200,giant cell tumor
HP:0001964,Aplasia/Hypoplasia of metatarsal bones,HP:0006494,Aplasia/Hypoplasia involving bones of the feet
HP:0100891,Bifid xiphoid process,HP:0100892,Abnormality of the xiphoid process
DOID:5275,gallbladder leiomyosarcoma,DOID:4058,gallbladder sarcoma
UBERON:0010749,middle pharyngeal constrictor,UBERON:0001569,constrictor muscle of pharynx
HP:0010330,Abnormality of the phalanges of the 3rd toe,HP:0010161,Abnormality of the phalanges of the toes
UBERON:0005821,gracile fasciculus,UBERON:0001018,axon tract
UBERON:0004337,distal phalanx of manual digit 1,UBERON:0003865,distal phalanx of manus
CL:0002535,epithelial cell of cervix,CL:0002371,somatic cell
HP:0011520,Deuteranomoly,HP:0011519,Anomalous trichromacy
HP:0009430,Broad middle phalanx of the 3rd finger,HP:0009844,Broad middle phalanx of finger
HP:0006771,Duodenal carcinoma,HP:0100833,Neoplasm of the small intestine
UBERON:4000164,caudal fin,UBERON:4000162,median fin
HP:0008330,Reduced von Willebrand factor activity,HP:0012146,Abnormality of  von Willebrand factor
HP:0003553,Cellulitis due to immunodeficiency,HP:0100658,Cellulitis
HP:0002515,Waddling gait,HP:0001288,Gait disturbance
UBERON:2001699,dorsal-fin stay,UBERON:0002513,endochondral bone
UBERON:3010090,M. tibialis anticus brevis,UBERON:0010890,pelvic complex muscle
HP:0005563,Decreased numbers of nephrons,HP:0012575,Abnormality of the nephron
UBERON:2002021,ascending process of the parasphenoid,UBERON:0004120,mesoderm-derived structure
HP:0006765,Chondrosarcoma,HP:0010622,Neoplasm of the skeletal system
UBERON:0006008,fibrous ring of heart,UBERON:0006444,annulus fibrosus
NCBITaxon:400053,Sylvaemus group,NCBITaxon:10128,Apodemus
CL:0002123,B220-low CD38-positive IgG-negative class switched memory B cell,CL:0002122,B220-positive CD38-positive IgG-negative class switched memory B cell
UBERON:0002845,first thoracic dorsal root ganglion,UBERON:0002835,thoracic dorsal root ganglion
NCBITaxon:543769,Rhizaria,NCBITaxon:2759,Eukaryota
HP:0100821,Urethrocele,HP:0000795,Abnormality of the urethra
UBERON:0002371,bone marrow,UBERON:0012429,hemopoietic tissue
DOID:12573,neonatal thyrotoxicosis,DOID:7997,thyrotoxicosis
UBERON:0004276,fourth ventricle choroid plexus epithelium,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:0001116,quadrate lobe of liver,UBERON:0001114,right lobe of liver
UBERON:4300108,lepidotrichial segment,UBERON:0005913,zone of bone organ
HP:0003645,Prolonged partial thromboplastin time,HP:0001928,Abnormality of coagulation
UBERON:0012119,vinculum tendon of wing,UBERON:0003588,forelimb connective tissue
UBERON:0001266,splenic cord,UBERON:0000064,organ part
CL:1000309,epicardial adipocyte,CL:0000136,fat cell
HP:0005700,Increased bone density with cystic changes,HP:0011001,Increased bone mineral density
UBERON:0010892,mesethmoid element,UBERON:0004120,mesoderm-derived structure
CL:0000109,adrenergic neuron,CL:0000540,neuron
UBERON:4200127,suprascapula foramen,UBERON:0005744,bone foramen
UBERON:0014399,sinusoidal space,UBERON:0010161,lumen of blood vessel
DOID:1623,breast leiomyoma,DOID:0060082,breast benign neoplasm
HP:0009293,Broad middle phalanx of the 4th finger,HP:0009404,Broad phalanges of the 4th finger
UBERON:0006438,principal artery to hindlimb,UBERON:0007718,principal artery to limb
UBERON:0007412,midbrain raphe nuclei,UBERON:0002635,regional part of midbrain tegmentum
HP:0002700,Large foramen magnum,HP:0002699,Abnormality of the foramen magnum
UBERON:0002122,capsule of thymus,UBERON:0000077,mixed endoderm/mesoderm-derived structure
DOID:4090,agnosia,DOID:2033,communication disorder
HP:0009326,Irregular epiphysis of the middle phalanx of the 3rd finger,HP:0009415,Irregular epiphyses of the 3rd finger
UBERON:4000105,limiting layer of elasmoid scale,UBERON:0004120,mesoderm-derived structure
HP:0011249,Absent antitragus,HP:0009896,Abnormality of the antitragus
CL:0000555,neuronal brush cell,CL:0000117,CNS neuron (sensu Vertebrata)
HP:0001507,Growth abnormality,HP:0000118,Phenotypic abnormality
CL:0000961,Bm1 B cell,CL:0000843,follicular B cell
UBERON:4200112,prepectoral space,UBERON:0005055,zone of long bone
DOID:3172,papillary adenoma,DOID:2615,papilloma
UBERON:3000263,lamina precerebralis,UBERON:0010313,neural crest-derived structure
UBERON:0006116,vagal nerve fiber bundle,UBERON:0010314,structure with developmental contribution from neural crest
DOID:9649,congenital nystagmus,DOID:9650,pathologic nystagmus
HP:0010758,Abnormality of the premaxilla,HP:0000326,Abnormality of the maxilla
UBERON:0003973,nasal concha of ethmoid bone,UBERON:0010313,neural crest-derived structure
UBERON:0012449,mechanoreceptor,UBERON:0012451,sensory receptor
UBERON:0003890,Mullerian duct,UBERON:0004120,mesoderm-derived structure
UBERON:0002576,temporal pole,UBERON:0009899,pole of cerebral hemisphere
DOID:599,specific phobia,DOID:591,phobic disorder
UBERON:4300038,facet,UBERON:0006984,anatomical surface
UBERON:0011661,xiphiplastron,UBERON:0015212,lateral structure
HP:0011943,Increased urinary thiosulfate,HP:0003110,Abnormality of urine homeostasis
DOID:4929,tubular adenocarcinoma,DOID:299,adenocarcinoma
UBERON:2001352,stratum periventriculare,UBERON:0004121,ectoderm-derived structure
CL:0002558,fibroblast of villous mesenchyme,CL:0000057,fibroblast
HP:0001717,Coronary artery calcification,HP:0006704,Abnormality of the coronary arteries
UBERON:0008589,depressor septi nasi,UBERON:0008522,nasal muscle
HP:0008773,Aplasia/Hypoplasia of the middle ear,HP:0008771,Aplasia/Hypoplasia of the ear
UBERON:3000395,pars basilaris,UBERON:0000479,tissue
HP:0005354,Absent cellular immunity,HP:0011840,Abnormality of T cell physiology
UBERON:0003604,trachea cartilage,UBERON:0003571,trachea connective tissue
UBERON:2000729,epaxial region somite 3,UBERON:0003900,epaxial myotome region
UBERON:0002833,medial nucleus of trapezoid body,UBERON:0007633,nucleus of trapezoid body
CL:0002357,fetal derived definitive erythrocyte,CL:0000595,enucleate erythrocyte
HP:0010167,Irregular epiphyses of the toes,HP:0010160,Abnormality of the epiphyses of the toes
HP:0005339,Abnormality of complement system,HP:0005368,Abnormality of humoral immunity
CL:0008010,cranial somatomotor neuron,CL:0005024,somatomotor neuron
HP:0012486,Myelitis,HP:0002143,Abnormality of the spinal cord
UBERON:0011626,tympanohyoid cartilage,UBERON:0011004,pharyngeal arch cartilage
HP:0100156,Triangular epiphysis of the middle phalanx of the 3rd toe,HP:0100092,Abnormality of the epiphysis of the middle phalanx of the 3rd toe
UBERON:0003997,hyoid bone greater horn,UBERON:0010273,zone of hyoid bone
HP:0001533,Slender build,HP:0004325,Decreased body weight
CL:0000731,urothelial cell,CL:0000244,transitional epithelial cell
HP:0002375,Hypokinesia,HP:0002374,Diminished movement
UBERON:3010068,M. semimembranosus,UBERON:0010890,pelvic complex muscle
DOID:6682,spondylolisthesis,DOID:0080010,bone structure disease
UBERON:0010030,ventral part of pharyngeal pouch 5,UBERON:0005291,embryonic tissue
UBERON:0009470,postsphenoidal bone,UBERON:0002513,endochondral bone
HP:0003085,Long fibula,HP:0002991,Abnormality of the fibula
UBERON:4300087,mesopterygium bone,UBERON:4300081,mesopterygium element
UBERON:0009638,orbitosphenoid ossification center,UBERON:0010355,ossification center
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0010126,Abnormality of the epiphysis of the proximal phalanx of the hallux
HP:0009287,Curved middle phalanx of the 4th finger,HP:0009846,Curved middle phalanges of the hand
HP:0002605,Hepatic necrosis,HP:0001392,Abnormality of the liver
UBERON:0013249,paroophoron,UBERON:0012275,meso-epithelium
HP:0007768,Central retinal vessel vascular tortuosity,HP:0008046,Abnormality of the retinal vasculature
UBERON:0006868,seminal fluid secreting gland,UBERON:0005399,male reproductive gland
UBERON:0011865,corneal stroma collagen fibril,UBERON:0010313,neural crest-derived structure
UBERON:0012292,embryonic cloacal fold,UBERON:0000481,multi-tissue structure
NCBITaxon:11039,Western equine encephalomyelitis virus,NCBITaxon:177874,WEEV complex
UBERON:0003707,sinus of Valsalva,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:0010360,pharyngeal arch mesenchyme from head mesenchyme,UBERON:0003104,mesenchyme
UBERON:2001901,ceratobranchial 3 element,UBERON:2001898,ceratobranchial element
DOID:0060181,ischemic colitis,DOID:0060180,colitis
DOID:9270,alkaptonuria,DOID:0060159,organic acidemia
UBERON:2001397,post-Weberian supraneural,UBERON:2000442,supraneural bone
UBERON:0002198,neurohypophysis,UBERON:0004120,mesoderm-derived structure
UBERON:0002787,decussation of trochlear nerve,UBERON:0007418,decussation of neuraxis
HP:0000140,Abnormality of the menstrual cycle,HP:0000008,Abnormality of female internal genitalia
CL:0002433,"CD69-positive, CD4-positive single-positive thymocyte",CL:0000810,"CD4-positive, alpha-beta thymocyte"
UBERON:2000106,extension,UBERON:0002050,embryonic structure
DOID:3527,cerebral arterial disease,DOID:13089,intracranial arterial disease
HP:0100270,Abnormality of dorsoventral patterning of the limbs,HP:0001760,Abnormality of the foot
HP:0005356,Decreased serum complement factor I,HP:0004431,Complement deficiency
HP:0006495,Aplasia/Hypoplasia of the ulna,HP:0006503,Aplasia/Hypoplasia involving forearm bones
UBERON:0004554,hindlimb digital artery,UBERON:0004552,digital artery
DOID:176,cardiovascular cancer,DOID:0050686,organ system cancer
UBERON:0010311,scleral sesamoid bone,UBERON:0010290,scleral ossicle
HP:0000008,Abnormality of female internal genitalia,HP:0000812,Abnormal internal genitalia
HP:0006149,Increased laxity of fingers,HP:0006094,Finger joint hypermobility
CL:0000149,visual pigment cell,CL:0000147,pigment cell
UBERON:0002816,prepyramidal fissure of cerebellum,UBERON:0003980,cerebellum fissure
HP:0012461,Bacteriuria,HP:0003110,Abnormality of urine homeostasis
UBERON:0002107,liver,UBERON:0006925,digestive gland
HP:0007058,Generalized cerebral atrophy/hypoplasia,HP:0002059,Cerebral atrophy
HP:0001483,Eye poking,HP:0000733,Stereotypic behavior
HP:0004785,Malrotation of colon,HP:0002250,Abnormality of the large intestine
HP:0100366,Short phalanx of the 3rd toe,HP:0010331,Aplasia/Hypoplasia of the 3rd toe
CL:0007021,alarm substance cell,CL:0000473,defensive cell
UBERON:0000348,ophthalmic nerve,UBERON:0002003,peripheral nerve
UBERON:0008989,submocosal esophageal gland,UBERON:0005181,thoracic segment organ
UBERON:0002046,thyroid gland,UBERON:0002368,endocrine gland
HP:0100580,Barrett esophagus,HP:0100751,Esophageal neoplasm
UBERON:2001740,posterior cranial fontanel,UBERON:0002221,fontanelle
UBERON:0010713,paired fin skeleton,UBERON:0011582,paired limb/fin skeleton
DOID:0050617,malignant Sertoli cell tumor,DOID:192,sex cord-gonadal stromal tumor
HP:0009816,Lower limb undergrowth,HP:0009826,Limb undergrowth
CL:0002494,cardiocyte,CL:0000548,animal cell
UBERON:0014765,crus of diaphragm,UBERON:0000064,organ part
UBERON:0004745,parasphenoid,UBERON:0002514,intramembranous bone
HP:0011388,Enlarged cochlear aqueduct,HP:0000375,Abnormality of cochlea
UBERON:0004179,prostate glandular acinus,UBERON:0005156,reproductive structure
HP:0010492,Osseous finger syndactyly,HP:0006101,Finger syndactyly
UBERON:0009920,optic neural crest,UBERON:0007530,migrating mesenchyme population
HP:0004598,Supernumerary vertebral ossification centers,HP:0000926,Platyspondyly
HP:0000925,Abnormality of the vertebral column,HP:0009121,Abnormal axial skeleton morphology
UBERON:0001610,lingual artery,UBERON:0015212,lateral structure
UBERON:0000059,large intestine,UBERON:0013765,digestive system organ
HP:0009333,Abnormality of the epiphysis of the proximal phalanx of the 3rd finger,HP:0010245,Abnormality of the epiphyses of the proximal phalanges of the hand
HP:0001409,Portal hypertension,HP:0000822,Hypertension
UBERON:0005292,extraembryonic tissue,UBERON:0000479,tissue
HP:0012000,EEG with generalized spikes,HP:0011198,EEG with generalized epileptiform discharges
HP:0100554,Hemihypertrophy of upper limb,HP:0002817,Abnormality of the upper limb
CL:0000806,DN2 thymocyte,CL:0002489,double negative thymocyte
UBERON:0001844,cochlea,UBERON:0000477,anatomical cluster
HP:0009260,Triangular epiphysis of the distal phalanx of the 4th finger,HP:0010256,Triangular epiphyses of the distal phalanges of the hand
DOID:8681,paraneoplastic polyneuropathy,DOID:2537,inflammatory and toxic neuropathy
UBERON:0001826,nasal cavity mucosa,UBERON:0004121,ectoderm-derived structure
DOID:9513,plasmacytic leukemia,DOID:1037,lymphoblastic leukemia
UBERON:0001306,cumulus oophorus,UBERON:0000064,organ part
HP:0012325,Chronic myelomonocytic leukemia,HP:0012324,Myeloid leukemia
DOID:3449,penis carcinoma,DOID:11615,penile cancer
HP:0005745,Congenital foot contractures,HP:0005750,Contractures of the joints of the lower limbs
HP:0011469,Nasal regurgitation,HP:0008872,Feeding difficulties in infancy
UBERON:0001366,parietal peritoneum,UBERON:0000064,organ part
HP:0008887,Adipose tissue loss,HP:0003758,Reduced subcutaneous adipose tissue
UBERON:0011963,talocalcaneonavicular joint,UBERON:0003698,subtalar joint
UBERON:2000336,preopercle vertical limb,UBERON:0008907,dermal bone
HP:0010289,Alveolar ridge cleft,HP:0006477,Abnormality of the alveolar ridges
UBERON:0003097,dorsal fin,UBERON:0008897,fin
UBERON:0002397,maxilla,UBERON:0015212,lateral structure
UBERON:0002641,oral pulvinar nucleus,UBERON:0015233,nucleus of dorsal thalamus
UBERON:0009048,deep external pudendal vein,UBERON:0009029,pudendal vein
CL:0000821,B-1b B cell,CL:0000819,B-1 B cell
UBERON:0015006,coccygeal vertebra endochondral element,UBERON:0010363,endochondral element
DOID:768,retinoblastoma,DOID:771,retinal cell cancer
HP:0009325,Fragmentation of the epiphysis of the middle phalanx of the 3rd finger,HP:0009334,Abnormality of the epiphysis of the middle phalanx of the 3rd finger
UBERON:0010564,manual digit 1 mesenchyme,UBERON:0005257,manual digit mesenchyme
UBERON:2001349,stratum opticum,UBERON:0000479,tissue
DOID:7427,anthrax disease,DOID:0050338,primary bacterial infectious disease
UBERON:0014805,inferior nuchal line,UBERON:0014801,nuchal line
UBERON:2002132,hypural 7,UBERON:2000364,hypural
UBERON:0010299,scleral mesenchyme,UBERON:0003104,mesenchyme
DOID:12900,Mikulicz disease,DOID:417,hypersensitivity reaction type II disease
CL:0000237,keratinizing barrier epithelial cell,CL:0000311,keratin accumulating cell
HP:0011326,Anterior plagiocephaly,HP:0001357,Plagiocephaly
UBERON:0002943,lingual gyrus,UBERON:0003022,cerebral cortex lobe
CL:0002569,mesenchymal stem cell of umbilical cord,CL:0000349,extraembryonic cell
DOID:6000,congestive heart failure,DOID:114,heart disease
UBERON:3010735,ramus anterior of CN VIII,UBERON:0004529,anatomical projection
HP:0100170,Bracket epiphysis of the distal phalanx of the 4th toe,HP:0100094,Abnormality of the epiphysis of the distal phalanx of the 4th toe
UBERON:0002306,nasal mucus,UBERON:0000912,mucus
UBERON:0003997,hyoid bone greater horn,UBERON:0015212,lateral structure
DOID:4679,breast mucoepidermoid carcinoma,DOID:4680,breast metaplastic carcinoma
HP:0011080,Abnormality of premolar morphology,HP:0011076,Abnormality of premolar
UBERON:0008805,gingival groove,UBERON:0006800,anatomical line
HP:0009139,Osteolysis involving bones of the lower limbs,HP:0002814,Abnormality of the lower limb
HP:0011545,Abnormal connection of the cardiac segments,HP:0002564,Malformation of the heart and great vessels
UBERON:0006664,greater palatine artery,UBERON:0000077,mixed endoderm/mesoderm-derived structure
DOID:6868,mediastinal malignant lymphoma,DOID:5559,mediastinal cancer
UBERON:2002221,pericardial muscle,UBERON:0001774,muscle of trunk
UBERON:0000144,trochlea of humerus,UBERON:0005055,zone of long bone
HP:0100686,Enthesitis,HP:0100685,Abnormality of Sharpey fibers
UBERON:0003267,tooth of upper jaw,UBERON:0013765,digestive system organ
UBERON:0010387,Peyer's patch T cell area,UBERON:0010393,T cell domain
UBERON:0001123,scalenus posterior,UBERON:0002377,muscle of neck
UBERON:0006140,palmar digital vein,UBERON:0004563,forelimb digital vein
UBERON:3000649,anterior process of vomer,UBERON:4100000,skeletal element projection
DOID:4773,congenital mesoblastic nephroma,DOID:3675,childhood kidney neoplasm
UBERON:3000830,margo vertebralis,UBERON:0004120,mesoderm-derived structure
UBERON:0005363,inferior vagus X ganglion,UBERON:0005362,vagus X ganglion
DOID:3407,carotid artery disease,DOID:6713,cerebrovascular disease
HP:0008363,Aplasia/Hypoplasia of the tarsal bones,HP:0001850,Abnormality of the tarsal bones
UBERON:2000627,posterior ceratohyal,UBERON:0010314,structure with developmental contribution from neural crest
DOID:14702,branchiootorenal syndrome,DOID:0050736,autosomal dominant disease
UBERON:2002099,lateral line scale series,UBERON:0000477,anatomical cluster
UBERON:0013192,ovarian medulla,UBERON:0014404,female anatomical structure
UBERON:0015233,nucleus of dorsal thalamus,UBERON:0007692,nucleus of thalamus
DOID:13326,chronic follicular conjunctivitis,DOID:2475,chronic conjunctivitis
HP:0010114,Bracket epiphyses of the hallux,HP:0010056,Abnormality of the epiphyses of the hallux
HP:0004913,Intermittent lactic acidemia,HP:0003128,Lactic acidosis
CL:0000622,acinar cell,CL:0000150,glandular epithelial cell
DOID:12594,Potter's syndrome,DOID:12215,oligohydramnios
UBERON:0011162,supraoccipital cartilage element,UBERON:0015015,supraoccipital endochondral element
DOID:12733,hypercementosis,DOID:214,teeth hard tissue disease
UBERON:2002282,preopercle-opercle joint,UBERON:0000982,skeletal joint
UBERON:2001052,primordial hindbrain channel,UBERON:0003496,head blood vessel
HP:0012747,Abnormal brainstem MRI signal intensity,HP:0002363,Abnormality of the brainstem
UBERON:0003693,retroperitoneal space,UBERON:0000464,anatomical space
HP:0012098,Edema of the dorsum of feet,HP:0000969,Edema
UBERON:0005925,ethmoidal process of inferior nasal concha,UBERON:0004120,mesoderm-derived structure
DOID:0050732,methylmalonic aciduria and homocystinuria type cblE,DOID:14749,methylmalonic acidemia
UBERON:0004386,epiphysis of ulna,UBERON:0004120,mesoderm-derived structure
