baseClass,baseLabel,superClass,superLabel
OMIM:614455,"Charcot-Marie-Tooth Disease, Dominant Intermediate E",DOID:0050543,Charcot-Marie-Tooth disease intermediate type
OMIM:606394,"Maturity-Onset Diabetes Of The Young, Type 6",DOID:0050524,maturity-onset diabetes of the young
OMIM:608654,"Neuropathy, Hereditary Sensory And Autonomic, Type V",DOID:0050548,hereditary sensory neuropathy
DOID:12309,urticaria pigmentosa,OMIM:154800,Mast Cell Disease
OMIM:613060,"Epilepsy, Idiopathic Generalized, Susceptibility To, 10",DOID:1827,idiopathic generalized epilepsy
OMIM:145410,"Opitz Gbbb Syndrome, Autosomal Dominant",DOID:0050780,Opitz-GBBB syndrome
OMIM:612690,"Spherocytosis, Type 5",DOID:12971,hereditary spherocytosis
OMIM:300590,Cornelia De Lange Syndrome 2,DOID:11725,Cornelia de Lange syndrome
OMIM:606744,Seckel Syndrome 2,DOID:0050569,Seckel syndrome
OMIM:216820,"Coloboma, Ocular",DOID:12270,coloboma
OMIM:614089,Atrial Septal Defect 3,DOID:1882,atrial heart septal defect
OMIM:614424,Joubert Syndrome 14,DOID:0050777,Joubert syndrome
OMIM:614699,"Immunodeficiency, Common Variable, 7",DOID:12177,common variable immunodeficiency
OMIM:609975,"Hyperinsulinemic Hypoglycemia, Familial, 4",DOID:13317,hyperinsulinemic hypoglycemia
OMIM:607060,"Parkinson Disease 8, Autosomal Dominant",DOID:14330,Parkinson's disease
OMIM:613615,Senior-Loken Syndrome 7,DOID:0050576,Senior-Loken syndrome
OMIM:300554,"Hypophosphatemic Rickets, X-Linked Recessive",DOID:0050445,X-linked hypophosphatemia
OMIM:613453,"Deafness, Autosomal Recessive 91",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:244400,"Ciliary Dyskinesia, Primary, 1",DOID:9562,primary ciliary dyskinesia
DOID:6126,anal canal carcinoma,OMIM:105580,Anal Canal Carcinoma
OMIM:300387,"Mental Retardation, X-Linked 63",DOID:0050776,non-specific X-linked mental retardation
OMIM:605373,Paragangliomas 3,DOID:0050773,paraganglioma
OMIM:229300,Friedreich Ataxia 1,DOID:12705,Friedreich ataxia
OMIM:613762,"46,Xy Sex Reversal 6",DOID:14448,46 XY gonadal dysgenesis
OMIM:612004,Thrombocytopenia 4,DOID:1588,thrombocytopenia
OMIM:313900,Thrombocytopenia 1,DOID:1588,thrombocytopenia
OMIM:614450,"Hypothyroidism, Congenital, Nongoitrous, 6",DOID:0050328,congenital hypothyroidism
OMIM:601820,"Hyperinsulinemic Hypoglycemia, Familial, 2",DOID:13317,hyperinsulinemic hypoglycemia
DOID:768,retinoblastoma,OMIM:180200,Retinoblastoma
OMIM:107970,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 1",DOID:0050431,arrhythmogenic right ventricular cardiomyopathy
OMIM:235555,"Bile Acid Synthesis Defect, Congenital, 2",DOID:0050674,congenital bile acid synthesis defect
OMIM:613657,D-2-Hydroxyglutaric Aciduria 2,DOID:0050575,D-2-hydroxyglutaric aciduria
OMIM:148820,"Waardenburg Syndrome, Type 3",DOID:9258,Waardenburg's syndrome
OMIM:608681,"Spondylocostal Dysostosis 2, Autosomal Recessive",DOID:0050568,spondylocostal dysostosis
OMIM:201910,"Adrenal Hyperplasia, Congenital, Due To 21-Hydroxylase Deficiency",DOID:0050811,congenital adrenal hyperplasia
OMIM:613319,Miyoshi Muscular Dystrophy 3,DOID:11720,distal muscular dystrophy
OMIM:614251,Parkinson Disease 18,DOID:14330,Parkinson's disease
OMIM:118210,"Charcot-Marie-Tooth Disease, Axonal, Type 2a1",DOID:0050539,Charcot-Marie-Tooth disease type 2
OMIM:608638,"Asperger Syndrome, Susceptibility To, 1",DOID:0050432,Asperger syndrome
OMIM:614203,Parkinson Disease 17,DOID:14330,Parkinson's disease
OMIM:601369,"Deafness, Autosomal Dominant 9",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:275200,"Hypothyroidism, Congenital, Nongoitrous, 1",DOID:0050328,congenital hypothyroidism
OMIM:611493,"Atrial Fibrillation, Familial, 4",DOID:0050650,familial atrial fibrillation
OMIM:615631,"Anemia, Congenital Dyserythropoietic, Type Ib",DOID:1338,congenital dyserythropoietic anemia
OMIM:613107,"Neutropenia, Severe Congenital, 2, Autosomal Dominant",DOID:0050590,severe congenital neutropenia
OMIM:614672,"Cardiomyopathy, Dilated, 2b",DOID:12930,dilated cardiomyopathy
OMIM:613641,"Charcot-Marie-Tooth Disease, Recessive Intermediate B",DOID:0050543,Charcot-Marie-Tooth disease intermediate type
OMIM:174200,"Polydactyly, Postaxial, Type A1",DOID:1148,polydactyly
OMIM:613951,"Fanconi Anemia, Complementation Group P",DOID:13636,Fanconi's anemia
OMIM:607684,"Charcot-Marie-Tooth Disease, Axonal, Type 2e",DOID:0050539,Charcot-Marie-Tooth disease type 2
OMIM:600204,"Epiphyseal Dysplasia, Multiple, 2",DOID:12721,multiple epiphyseal dysplasia
OMIM:610921,"Surfactant Metabolism Dysfunction, Pulmonary, 3",DOID:12120,pulmonary alveolar proteinosis
OMIM:147950,Hypogonadotropic Hypogonadism 2 With Or Without Anosmia,DOID:3614,Kallmann syndrome
OMIM:137600,"Iridogoniodysgenesis, Type 2",DOID:0050786,iridogoniodysgenesis syndrome
OMIM:153700,"Macular Dystrophy, Vitelliform",DOID:0050661,vitelliform macular dystrophy
OMIM:300291,"Ectodermal Dysplasia, Hypohidrotic, With Immune Deficiency",DOID:14793,hypohidrotic ectodermal dysplasia
OMIM:613610,Cranioectodermal Dysplasia 2,DOID:0050577,Sensenbrenner syndrome
OMIM:613382,"Brachydactyly, Type E2",DOID:0050581,brachydactyly
OMIM:613690,"Cardiomyopathy, Familial Hypertrophic, 7",DOID:11984,hypertrophic cardiomyopathy
OMIM:120200,"Coloboma, Ocular",DOID:12270,coloboma
OMIM:170650,"Periodontitis, Aggressive, 1",DOID:1474,aggressive periodontitis
OMIM:186300,"Syndactyly, Type V",DOID:11193,syndactyly
OMIM:612703,"Microcephaly 7, Primary, Autosomal Recessive",DOID:10907,microcephaly
OMIM:160120,"Episodic Ataxia, Type 1",DOID:963,episodic ataxia
OMIM:254130,Miyoshi Muscular Dystrophy 1,DOID:11720,distal muscular dystrophy
OMIM:162270,"Neurofibromatosis, Type Iv, Of Riccardi",DOID:8712,neurofibromatosis
OMIM:613391,"Deafness, Autosomal Recessive 84a",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:610535,"Glaucoma 1, Open Angle, M",DOID:1067,open-angle glaucoma
OMIM:233420,"46,Xy Sex Reversal 7",DOID:14448,46 XY gonadal dysgenesis
OMIM:310400,"Myopathy, Centronuclear, X-Linked",DOID:14717,centronuclear myopathy
OMIM:606069,"Hemochromatosis, Type 4",DOID:2352,hemochromatosis
OMIM:112440,"Brachydactyly, Combined B And E Types",DOID:0050581,brachydactyly
OMIM:202550,"Aganglionosis, Total Intestinal",DOID:10487,Hirschsprung's disease
OMIM:302045,"Cardiomyopathy, Dilated, 3b",DOID:12930,dilated cardiomyopathy
OMIM:610623,"Cataract 11, Multiple Types",DOID:0050537,posterior polar cataract
OMIM:615735,"Palmoplantar Keratoderma, Nonepidermolytic, Focal Or Diffuse",DOID:0050428,nonepidermolytic palmoplantar keratoderma
OMIM:278780,"Xeroderma Pigmentosum, Complementation Group G",DOID:0050427,xeroderma pigmentosum
OMIM:613266,"Waardenburg Syndrome, Type 4c",DOID:9258,Waardenburg's syndrome
OMIM:613819,Short-Rib Thoracic Dysplasia 4 With Or Without Polydactyly,DOID:0050592,asphyxiating thoracic dystrophy
OMIM:252350,Moyamoya Disease 1,DOID:13099,Moyamoya disease
OMIM:305400,Aarskog-Scott Syndrome,DOID:6683,Aarskog-Scott syndrome
OMIM:610915,"Osteogenesis Imperfecta, Type Viii",DOID:12347,osteogenesis imperfecta
OMIM:606392,"Maturity-Onset Diabetes Of The Young, Type 4",DOID:0050524,maturity-onset diabetes of the young
OMIM:614869,"Usher Syndrome, Type Ij",DOID:0050439,Usher syndrome
OMIM:108145,"Arthrogryposis, Distal, Type 5",DOID:0050646,distal arthrogryposis
OMIM:607101,"Deafness, Autosomal Recessive 30",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:615589,Otosclerosis 10,DOID:12185,otosclerosis
OMIM:613857,Orofacial Cleft 13,DOID:0050567,orofacial cleft
OMIM:153100,"Lymphedema, Hereditary, Ia",DOID:0050580,hereditary lymphedema
OMIM:267010,"Meckel Syndrome, Type 7",DOID:0050778,Meckel syndrome
OMIM:607765,"Bile Acid Synthesis Defect, Congenital, 1",DOID:0050674,congenital bile acid synthesis defect
OMIM:604401,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 6",DOID:0050431,arrhythmogenic right ventricular cardiomyopathy
OMIM:612158,"Cardiomyopathy, Dilated, 1aa",DOID:12930,dilated cardiomyopathy
OMIM:607373,"Autism, Susceptibility To, 8",DOID:12849,autistic disorder
OMIM:300882,Cornelia De Lange Syndrome 5,DOID:11725,Cornelia de Lange syndrome
OMIM:611944,"Lymphedema, Hereditary, Ib",DOID:0050580,hereditary lymphedema
OMIM:612347,Jervell And Lange-Nielsen Syndrome 2,DOID:2842,Jervell-Lange Nielsen syndrome
OMIM:601682,"Glaucoma 1, Primary Open Angle, C",DOID:1067,open-angle glaucoma
OMIM:193500,"Waardenburg Syndrome, Type 1",DOID:9258,Waardenburg's syndrome
OMIM:603629,"Deafness, Autosomal Recessive 21",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:606996,Senior-Loken Syndrome 4,DOID:0050576,Senior-Loken syndrome
OMIM:235400,"Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 1",DOID:12554,hemolytic-uremic syndrome
OMIM:609637,Holoprosencephaly 5,DOID:4621,holoprosencephaly
OMIM:602481,"Migraine, Familial Hemiplegic, 2",DOID:0060178,familial hemiplegic migraine
OMIM:612291,Joubert Syndrome 8,DOID:0050777,Joubert syndrome
OMIM:601495,"Agammaglobulinemia 1, Autosomal Recessive",DOID:2583,agammaglobulinemia
OMIM:259730,"Osteopetrosis, Autosomal Recessive 3",DOID:13533,osteopetrosis
OMIM:615272,"Fanconi Anemia, Complementation Group Q",DOID:13636,Fanconi's anemia
OMIM:604400,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 5",DOID:0050431,arrhythmogenic right ventricular cardiomyopathy
OMIM:613708,"Neuropathy, Hereditary Sensory, Type Id",DOID:0050548,hereditary sensory neuropathy
OMIM:613616,"Hyperoxaluria, Primary, Type Iii",DOID:2977,primary hyperoxaluria
OMIM:310370,"Myoclonic Epilepsy, Progressive",DOID:891,progressive myoclonus epilepsy
OMIM:230500,"Gm1-Gangliosidosis, Type I",DOID:3322,gangliosidosis GM1
OMIM:606071,"Hereditary Motor And Sensory Neuropathy, Type Iic",DOID:0050539,Charcot-Marie-Tooth disease type 2
OMIM:604403,"Generalized Epilepsy With Febrile Seizures Plus, Type 2",DOID:0060170,generalized epilepsy with febrile seizures plus
OMIM:108200,"Arthrogryposis, Distal, Type 6",DOID:0050646,distal arthrogryposis
OMIM:606995,Senior-Loken Syndrome 3,DOID:0050576,Senior-Loken syndrome
OMIM:613313,"Hemochromatosis, Type 2b",DOID:2352,hemochromatosis
OMIM:600652,"Deafness, Autosomal Dominant 4a",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:610829,Holoprosencephaly 9,DOID:4621,holoprosencephaly
OMIM:133540,Cockayne Syndrome B,DOID:2962,Cockayne syndrome
OMIM:613676,Seckel Syndrome 4,DOID:0050569,Seckel syndrome
OMIM:118300,Charcot-Marie-Tooth Disease And Deafness,DOID:0050538,Charcot-Marie-Tooth disease type 1
OMIM:613265,"Waardenburg Syndrome, Type 4b",DOID:9258,Waardenburg's syndrome
OMIM:613694,"Cardiomyopathy, Dilated, 1u",DOID:12930,dilated cardiomyopathy
OMIM:607616,"Niemann-Pick Disease, Type B",DOID:14504,Niemann-Pick disease
OMIM:277440,"Vitamin D-Dependent Rickets, Type 2a",DOID:10609,rickets
OMIM:300633,"Hypospadias 1, X-Linked",DOID:10892,hypospadias
OMIM:236600,"Hydrocephalus, Nonsyndromic, Autosomal Recessive 1",DOID:10908,hydrocephalus
OMIM:214950,"Bile Acid Synthesis Defect, Congenital, 4",DOID:0050674,congenital bile acid synthesis defect
OMIM:614377,Nephronophthisis 13,DOID:12712,nephronophthisis
OMIM:167200,Pachyonychia Congenita 1,DOID:0050449,pachyonychia congenita
OMIM:119600,Cleidocranial Dysplasia,DOID:13994,cleidocranial dysplasia
OMIM:603278,Focal Segmental Glomerulosclerosis 1,DOID:1312,focal segmental glomerulosclerosis
OMIM:611528,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 12",DOID:0050431,arrhythmogenic right ventricular cardiomyopathy
OMIM:613659,Gastric Cancer,DOID:10534,stomach cancer
OMIM:218330,Cranioectodermal Dysplasia 1,DOID:0050577,Sensenbrenner syndrome
OMIM:605724,"Fanconi Anemia, Complementation Group D1",DOID:13636,Fanconi's anemia
OMIM:150400,"Tooth Agenesis, Selective, 4",DOID:0050591,tooth agenesis
OMIM:610828,Holoprosencephaly 7,DOID:4621,holoprosencephaly
OMIM:604377,"Cardioencephalomyopathy, Fatal Infantile, Due To Cytochrome C Oxidase Deficiency 1",DOID:0050713,fatal infantile encephalocardiomyopathy
OMIM:603622,"Deafness, Autosomal Dominant 17",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:611451,"Deafness, Autosomal Recessive 63",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:301800,"Anus, Imperforate",DOID:10488,imperforate anus
OMIM:613244,"Colorectal Cancer, Hereditary Nonpolyposis, Type 8",DOID:3883,Lynch syndrome
OMIM:602092,"Deafness, Autosomal Recessive 18a",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:614050,"Atrial Fibrillation, Familial, 12",DOID:0050650,familial atrial fibrillation
OMIM:114480,Breast Cancer,DOID:1612,breast cancer
OMIM:608600,"Lipodystrophy, Familial Partial, Type 1",DOID:0050440,familial partial lipodystrophy
OMIM:613824,Nephronophthisis 9,DOID:12712,nephronophthisis
OMIM:137920,Renal Cysts And Diabetes Syndrome,DOID:0050524,maturity-onset diabetes of the young
OMIM:608631,"Asperger Syndrome, Susceptibility To, 2",DOID:0050432,Asperger syndrome
OMIM:607039,"Deafness, Autosomal Recessive 22",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:602722,"Renal Tubular Acidosis, Distal, Autosomal Recessive",DOID:14219,renal tubular acidosis
OMIM:300422,Fg Syndrome 4,DOID:14711,FG syndrome
OMIM:613411,Oguchi Disease 2,DOID:8498,hereditary night blindness
OMIM:611407,"Cardiomyopathy, Dilated, 1w",DOID:12930,dilated cardiomyopathy
OMIM:310500,"Night Blindness, Congenital Stationary, Type 1a",DOID:0050534,congenital stationary night blindness
OMIM:261100,Megaloblastic Anemia 1,DOID:13382,megaloblastic anemia
OMIM:122860,"Craniodiaphyseal Dysplasia, Autosomal Dominant",DOID:0080033,craniometaphyseal dysplasia
OMIM:600060,"Deafness, Autosomal Recessive 2",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:311070,"Charcot-Marie-Tooth Disease, X-Linked Recessive, 5",DOID:0050542,Charcot-Marie-Tooth disease type X
OMIM:274300,"Thyroid Hormone Resistance, Generalized, Autosomal Recessive",DOID:11633,thyroid hormone resistance syndrome
OMIM:613740,"Cardiomyopathy, Dilated, 1t",DOID:12930,dilated cardiomyopathy
OMIM:610444,"Night Blindness, Congenital Stationary, Autosomal Dominant 3",DOID:0050534,congenital stationary night blindness
OMIM:602390,"Hemochromatosis, Type 2a",DOID:2352,hemochromatosis
OMIM:612563,Diamond-Blackfan Anemia 8,DOID:1339,Diamond-Blackfan anemia
OMIM:177000,"Protoporphyria, Erythropoietic",DOID:13270,erythropoietic protoporphyria
OMIM:607361,"Meckel Syndrome, Type 3",DOID:0050778,Meckel syndrome
OMIM:606762,"Hyperinsulinemic Hypoglycemia, Familial, 6",DOID:13317,hyperinsulinemic hypoglycemia
OMIM:108300,"Stickler Syndrome, Type I",DOID:0080046,Stickler syndrome
OMIM:313500,"Tooth Agenesis, Selective, X-Linked, 1",DOID:0050591,tooth agenesis
OMIM:613876,"Cardiomyopathy, Familial Hypertrophic, 20",DOID:11984,hypertrophic cardiomyopathy
OMIM:612717,"Myopia 15, Autosomal Dominant",DOID:11830,myopia
OMIM:251100,"Methylmalonic Aciduria, Cbla Type",DOID:14749,methylmalonic acidemia
OMIM:193700,"Arthrogryposis, Distal, Type 2a",DOID:0050646,distal arthrogryposis
OMIM:608484,"Congenital Corneal Opacities, Cornea Guttata, And Corectopia",DOID:12185,otosclerosis
OMIM:137215,"Gastric Cancer, Hereditary Diffuse",DOID:10534,stomach cancer
OMIM:613765,"Cardiomyopathy, Familial Hypertrophic, 9",DOID:11984,hypertrophic cardiomyopathy
OMIM:610445,"Night Blindness, Congenital Stationary, Autosomal Dominant 1",DOID:0050534,congenital stationary night blindness
OMIM:613706,Noonan Syndrome 7,DOID:3490,Noonan syndrome
OMIM:153800,"Macular Degeneration, Age-Related, 2",DOID:10871,age related macular degeneration
OMIM:163950,Noonan Syndrome 1,DOID:3490,Noonan syndrome
OMIM:275100,"Hypothyroidism, Congenital, Nongoitrous, 4",DOID:0050328,congenital hypothyroidism
OMIM:153600,"Macroglobulinemia, Waldenstrom, Susceptibility To, 1",DOID:0050747,lymphoplasmacytic lymphoma
OMIM:209850,Autism,DOID:12849,autistic disorder
OMIM:614474,Atrioventricular Septal Defect 5,DOID:0050651,atrioventricular septal defect
OMIM:154230,"46,Xy Sex Reversal 4",DOID:14448,46 XY gonadal dysgenesis
OMIM:186100,"Syndactyly, Type Iii",DOID:11193,syndactyly
OMIM:613347,"Pancreatic Cancer, Susceptibility To, 2",DOID:1793,pancreatic cancer
OMIM:614615,Joubert Syndrome 17,DOID:0050777,Joubert syndrome
OMIM:230400,Galactosemia,DOID:9870,galactosemia
OMIM:613875,"Cardiomyopathy, Familial Hypertrophic, 19",DOID:11984,hypertrophic cardiomyopathy
DOID:2998,testicular cancer,OMIM:273300,Testicular Germ Cell Tumor
OMIM:607832,"Focal Segmental Glomerulosclerosis 3, Susceptibility To",DOID:1312,focal segmental glomerulosclerosis
OMIM:611953,"Macular Degeneration, Age-Related, 11",DOID:10871,age related macular degeneration
OMIM:609254,Senior-Loken Syndrome 5,DOID:0050576,Senior-Loken syndrome
OMIM:255500,"Myopia 18, Autosomal Recessive",DOID:11830,myopia
OMIM:259700,"Osteopetrosis, Autosomal Recessive 1",DOID:13533,osteopetrosis
OMIM:233690,"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Negative",DOID:3265,chronic granulomatous disease
OMIM:614701,Cornelia De Lange Syndrome 4,DOID:11725,Cornelia de Lange syndrome
OMIM:614728,Seckel Syndrome 6,DOID:0050569,Seckel syndrome
DOID:350,mastocytosis,OMIM:154800,Mast Cell Disease
OMIM:615085,"Osteopetrosis, Autosomal Recessive 8",DOID:13533,osteopetrosis
OMIM:300018,"46,Xy Sex Reversal 2",DOID:14448,46 XY gonadal dysgenesis
OMIM:247440,"Lymphedema, Congenital Recessive",DOID:0050580,hereditary lymphedema
OMIM:612998,"Emery-Dreifuss Muscular Dystrophy 4, Autosomal Dominant",DOID:11726,Emery-Dreifuss muscular dystrophy
OMIM:613086,"Glaucoma 3, Primary Congenital, D",DOID:0050593,primary congenital glaucoma
OMIM:608594,"Lipodystrophy, Congenital Generalized, Type 1",DOID:0050585,congenital generalized lipodystrophy
OMIM:609706,"Deafness, Autosomal Recessive 53",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:614674,"Periodic Fever, Menstrual Cycle-Dependent",DOID:9620,vesicoureteral reflux
OMIM:613874,"Cardiomyopathy, Familial Hypertrophic, 18",DOID:11984,hypertrophic cardiomyopathy
OMIM:611134,"Meckel Syndrome, Type 4",DOID:0050778,Meckel syndrome
OMIM:613838,"Cardiomyopathy, Familial Hypertrophic, 16",DOID:11984,hypertrophic cardiomyopathy
OMIM:204700,"Amelogenesis Imperfecta, Hypomaturation Type, Iia1",DOID:2187,amelogenesis imperfecta
OMIM:615559,"Immunodeficiency, Common Variable, 9",DOID:12177,common variable immunodeficiency
OMIM:125490,Dentinogenesis Imperfecta 1,DOID:4154,dentinogenesis imperfecta
OMIM:601072,"Deafness, Autosomal Recessive 8",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:146200,"Hypoparathyroidism, Familial Isolated",DOID:11199,hypoparathyroidism
OMIM:225750,Aicardi-Goutieres Syndrome 1,DOID:0050629,Aicardi-Goutieres syndrome
OMIM:604928,Wolfram Syndrome 2,DOID:10632,Wolfram syndrome
OMIM:609040,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 9",DOID:0050431,arrhythmogenic right ventricular cardiomyopathy
OMIM:600974,"Deafness, Autosomal Recessive 7",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:601071,"Deafness, Autosomal Recessive 9",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:264700,"Vitamin D Hydroxylation-Deficient Rickets, Type 1a",DOID:10609,rickets
OMIM:613684,Rubinstein-Taybi Syndrome 2,DOID:1933,Rubinstein-Taybi syndrome
OMIM:613211,"Amelogenesis Imperfecta, Hypomaturation Type, Iia3",DOID:2187,amelogenesis imperfecta
OMIM:615362,"Ceroid Lipofuscinosis, Neuronal, 13",DOID:14503,neuronal ceroid lipofuscinosis
OMIM:608161,"Macular Dystrophy, Vitelliform, Adult-Onset",DOID:0050661,vitelliform macular dystrophy
OMIM:273680,"Thanatophoric Dysplasia, Glasgow Variant",DOID:13481,thanatophoric dysplasia
OMIM:615376,"Charcot-Marie-Tooth Disease, Recessive Intermediate C",DOID:0050543,Charcot-Marie-Tooth disease intermediate type
OMIM:189800,Preeclampsia/Eclampsia 1,DOID:10591,pre-eclampsia
OMIM:265400,"Pulmonary Hypertension, Primary, Autosomal Recessive",DOID:14557,primary pulmonary hypertension
OMIM:601626,"Leukemia, Acute Myeloid",DOID:9119,acute myeloid leukemia
OMIM:610380,Moved To 610168,DOID:0050466,Loeys-Dietz syndrome
OMIM:126800,Duane Retraction Syndrome 1,DOID:12557,Duane retraction syndrome
OMIM:600882,"Charcot-Marie-Tooth Disease, Axonal, Type 2b",DOID:0050539,Charcot-Marie-Tooth disease type 2
OMIM:305100,"Ectodermal Dysplasia 1, Hypohidrotic, X-Linked",DOID:14793,hypohidrotic ectodermal dysplasia
OMIM:610153,"Deafness, Autosomal Recessive 49",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:271530,"Brachyolmia Type 1, Hobaek Type",DOID:0050690,brachyolmia
OMIM:603194,"Meckel Syndrome, Type 2",DOID:0050778,Meckel syndrome
OMIM:601868,"Deafness, Autosomal Dominant 13",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:201710,Lipoid Congenital Adrenal Hyperplasia,DOID:0050811,congenital adrenal hyperplasia
OMIM:603553,"Hemophagocytic Lymphohistiocytosis, Familial, 2",DOID:0050120,hemophagocytic lymphohistiocytosis
OMIM:605637,"Inclusion Body Myopathy 3, Autosomal Dominant",DOID:3429,inclusion body myositis
OMIM:278760,"Xeroderma Pigmentosum, Complementation Group F",DOID:0050427,xeroderma pigmentosum
OMIM:600996,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 2",DOID:0050431,arrhythmogenic right ventricular cardiomyopathy
OMIM:608323,"Charcot-Marie-Tooth Disease, Dominant Intermediate C",DOID:0050543,Charcot-Marie-Tooth disease intermediate type
OMIM:609192,Loeys-Dietz Syndrome 1,DOID:0050466,Loeys-Dietz syndrome
OMIM:208500,Short-Rib Thoracic Dysplasia 1 With Or Without Polydactyly,DOID:0050592,asphyxiating thoracic dystrophy
OMIM:614613,Acrodysostosis 2 With Or Without Hormone Resistance,DOID:14669,acrodysostosis
OMIM:607271,Caspase 8 Deficiency,DOID:6688,autoimmune lymphoproliferative syndrome
OMIM:612631,"Adenylate Kinase Deficiency, Hemolytic Anemia Due To",DOID:583,hemolytic anemia
OMIM:608641,"Deafness, Autosomal Dominant 28",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:249000,"Meckel Syndrome, Type 1",DOID:0050778,Meckel syndrome
OMIM:607004,"Brachydactyly, Type A1, B",DOID:0050581,brachydactyly
OMIM:193400,"Von Willebrand Disease, Type 1",DOID:12531,von Willebrand's disease
OMIM:187601,"Thanatophoric Dysplasia, Type Ii",DOID:13481,thanatophoric dysplasia
OMIM:603552,"Hemophagocytic Lymphohistiocytosis, Familial, 4",DOID:0050120,hemophagocytic lymphohistiocytosis
OMIM:614433,Atrial Septal Defect 8,DOID:1882,atrial heart septal defect
OMIM:614321,"Myopathy, Distal, Tateyama Type",DOID:11720,distal muscular dystrophy
OMIM:613225,"Factor Xiii, A Subunit, Deficiency Of",DOID:2211,factor XIII deficiency
OMIM:601680,"Arthrogryposis, Distal, Type 2b",DOID:0050646,distal arthrogryposis
OMIM:142690,"Acne Inversa, Familial, 1",DOID:2280,hidradenitis suppurativa
OMIM:613327,"Lipodystrophy, Congenital Generalized, Type 4",DOID:0050585,congenital generalized lipodystrophy
OMIM:615244,"Nephrotic Syndrome, Type 8",DOID:1184,nephrotic syndrome
OMIM:612953,"Parkinson Disease 14, Autosomal Recessive",DOID:14330,Parkinson's disease
OMIM:612561,Diamond-Blackfan Anemia 6,DOID:1339,Diamond-Blackfan anemia
OMIM:168601,"Parkinson Disease 1, Autosomal Dominant",DOID:14330,Parkinson's disease
OMIM:606768,"Myopathy, Distal, With Anterior Tibial Onset",DOID:11720,distal muscular dystrophy
OMIM:611603,Lissencephaly 3,DOID:0050453,lissencephaly
OMIM:160700,"Myopia 2, Autosomal Dominant",DOID:11830,myopia
OMIM:300860,"Mental Retardation, X-Linked, Syndromic, Nascimento Type",DOID:0050888,syndromic intellectual disability
OMIM:615119,"Cardioencephalomyopathy, Fatal Infantile, Due To Cytochrome C Oxidase Deficiency 2",DOID:0050713,fatal infantile encephalocardiomyopathy
OMIM:615184,"Cardiomyopathy, Dilated, 1ii",DOID:12930,dilated cardiomyopathy
DOID:4440,seminoma,OMIM:273300,Testicular Germ Cell Tumor
OMIM:113650,Branchiootorenal Syndrome 1,DOID:14702,branchiootorenal syndrome
OMIM:311360,Premature Ovarian Failure 1,DOID:5426,premature ovarian failure
OMIM:600110,Stargardt Disease 3,DOID:0050817,Stargardt disease
OMIM:162000,"Hyperuricemic Nephropathy, Familial Juvenile, 1",DOID:0060062,familial juvenile hyperuricemic nephropathy
OMIM:606705,"Deafness, Autosomal Dominant 36",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:612562,Diamond-Blackfan Anemia 7,DOID:1339,Diamond-Blackfan anemia
OMIM:612926,"Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 6",DOID:12554,hemolytic-uremic syndrome
OMIM:210200,3-Methylcrotonyl-Coa Carboxylase 1 Deficiency,DOID:0050710,3-Methylcrotonyl-CoA carboxylase deficiency
OMIM:611884,"Ciliary Dyskinesia, Primary, 7",DOID:9562,primary ciliary dyskinesia
OMIM:253010,Mucopolysaccharidosis Type Ivb,DOID:12804,mucopolysaccharidosis IV
OMIM:614022,"Atrial Fibrillation, Familial, 10",DOID:0050650,familial atrial fibrillation
OMIM:600309,Atrioventricular Septal Defect 3,DOID:0050651,atrioventricular septal defect
OMIM:178600,"Pulmonary Hypertension, Primary, 1",DOID:14557,primary pulmonary hypertension
OMIM:613309,Diamond-Blackfan Anemia 10,DOID:1339,Diamond-Blackfan anemia
OMIM:206100,"Anemia, Hypochromic Microcytic, With Iron Overload 1",DOID:0050642,hypochromic microcytic anemia
