id	label	xrefs	anatomy_id	anatomy_label
DOID:6494	childhood myxoid chondrosarcoma			
DOID:5862	localized chondrosarcoma			
DOID:5866	juxtacortical chondrosarcoma			
DOID:5867	clear cell chondrosarcoma	ICDO:9242/3		
DOID:10149	long bones of lower limb cancer			
DOID:10151	malignant neoplasm of short bones of lower limb			
DOID:1862	jaw cancer		UBERON:0001708	jaw skeleton
DOID:2338	mandibular cancer		UBERON:0001684	mandible
DOID:4618	maxillary cancer			
DOID:1863	skull cancer		UBERON:0003129	skull
DOID:3842	skull base cancer			
DOID:3643	sella turcica neoplasm			
DOID:7103	diaphragma sellae meningioma			
DOID:7713	tuberculum sellae meningioma			
DOID:8058	pituitary stalk meningioma		UBERON:0002434	pituitary stalk
DOID:4435	cavernous sinus meningioma		UBERON:0003712	cavernous sinus
DOID:4437	skull base meningioma			
DOID:4708	foramen magnum meningioma		UBERON:0003687	foramen magnum
DOID:6381	anterior foramen magnum meningioma			
DOID:6553	posterior foramen magnum meningioma			
DOID:6517	clivus meningioma		UBERON:0004108	clivus of occipital bone
DOID:8221	upper clivus meningioma			
DOID:8239	lower clivus meningioma			
DOID:7054	multiple skull base meningioma			
DOID:7818	petroclival meningioma			
DOID:7819	sphenoorbital meningioma			
DOID:7820	sphenocavernous meningioma			
DOID:2762	bone carcinoma			
DOID:0050896	bone squamous cell carcinoma		UBERON:0001474	bone element
DOID:2776	adamantinoma			
DOID:2775	long bone adamantinoma		UBERON:0002495	long bone
DOID:6322	tibial adamantinoma			
DOID:3303	notochordal cancer			
DOID:3302	chordoma	ICDO:9370/3		
DOID:4151	skull base chordoma			
DOID:6312	clivus chordoma			
DOID:6313	clivus chondroid chordoma			
DOID:4152	chondroid chordoma	ICDO:9371/3		
DOID:4153	spinal chordoma		UBERON:0001130	vertebral column
DOID:0050900	sacrum chordoma			
DOID:3368	Ewing sarcoma of bone		UBERON:0001474	bone element
DOID:4388	bone peripheral neuroepithelioma			
DOID:4143	orbital cancer		UBERON:0004088	orbital region
DOID:4141	intraorbital meningioma		UBERON:0004088	orbital region
DOID:9987	orbit sarcoma			
DOID:3259	orbit rhabdomyosarcoma			
DOID:3258	orbit embryonal rhabdomyosarcoma			
DOID:4384	orbit alveolar rhabdomyosarcoma			
DOID:5090	sternum cancer		UBERON:0000975	sternum
DOID:5546	femoral cancer			
DOID:6579	chest wall bone cancer		UBERON:0016435	chest wall
DOID:2668	mesenchymoma	ICDO:8990/3		
DOID:5758	malignant mesenchymoma			
DOID:5893	childhood malignant mesenchymoma			
DOID:5894	adult malignant mesenchymoma			
DOID:2705	malignant giant cell tumor			
DOID:4719	bone giant cell sarcoma			
DOID:5638	malignant giant cell tumor of soft parts	ICDO:9251/3		
DOID:2706	synovium cancer		UBERON:0007616	layer of synovial tissue
DOID:2704	malignant giant cell tumor of the tendon sheath			
DOID:5485	synovial sarcoma	ICDO:9040/3		
DOID:5484	fibrous synovial sarcoma			
DOID:5487	spindle cell synovial sarcoma			
DOID:5488	mediastinum synovial sarcoma			
DOID:5492	biphasic synovial sarcoma			
DOID:5494	epithelioid cell synovial sarcoma			
DOID:5495	monophasic synovial sarcoma			
DOID:3098	small cell sarcoma	ICDO:8803/3		
DOID:0081249	EWSR1-negative small round cell tumor			
DOID:0081250	CIC-rearranged sarcoma	ICDO:9367/3		
DOID:3316	perivascular tumor		UBERON:0002384	connective tissue
DOID:0080896	pericytoma with t(7;12)			
DOID:2643	perivascular epithelioid cell tumor			
DOID:7437	uterus perivascular epithelioid cell tumor		UBERON:0009853	body of uterus
DOID:3850	hemangiopericytic tumor			
DOID:2431	glomus tumor	ICDO:8711/0		
DOID:2430	skin glomus tumor		UBERON:0000014	zone of skin
DOID:5233	glomangiosarcoma	ICDO:8710/3		
DOID:5236	subungual glomus tumor			
DOID:264	hemangiopericytoma	ICDO:9150/3		
DOID:4957	meninges hemangiopericytoma		UBERON:0010743	meningeal cluster
DOID:5373	retroperitoneal hemangiopericytoma			
DOID:6197	conventional malignant hemangiopericytoma			
DOID:6209	malignant mediastinum hemangiopericytoma			
DOID:6332	adult malignant hemangiopericytoma			
DOID:7731	childhood malignant hemangiopericytoma			
DOID:3355	fibrosarcoma	ICDO:8810/3		
DOID:3507	dermatofibrosarcoma protuberans	ICDO:8832/1		
DOID:3516	adult fibrosarcoma			
DOID:3517	conventional fibrosarcoma			
DOID:3520	childhood fibrosarcoma			
DOID:8418	congenital fibrosarcoma			
DOID:6451	central nervous system fibrosarcoma		UBERON:0001017	central nervous system
DOID:6880	small bowel fibrosarcoma		UBERON:0002108	small intestine
DOID:3369	Ewing sarcoma	ICDO:9364/3		
DOID:0050608	Askin's tumor			
DOID:4232	extraosseous Ewing sarcoma			
DOID:4389	soft tissue peripheral neuroepithelioma			
DOID:4985	extraosseous Ewings sarcoma-primitive neuroepithelial tumor			
DOID:3382	liposarcoma	ICDO:8850/3		
DOID:0080531	dedifferentiated liposarcoma	ICDO:8858/3		
DOID:5363	myxoid liposarcoma	ICDO:8852/3		
DOID:8023	myxoid liposarcoma of the ovary			
DOID:5690	well-differentiated liposarcoma			
DOID:5704	sclerosing liposarcoma			
DOID:5705	spindle cell liposarcoma			
DOID:8233	inflammatory liposarcoma			
DOID:5692	cellular myxoid liposarcoma			
DOID:5693	adult liposarcoma			
DOID:5694	esophagus liposarcoma		UBERON:0001043	esophagus
DOID:5695	childhood liposarcoma			
DOID:5697	liposarcoma of the ovary		UBERON:0000992	ovary
DOID:5698	fibroblastic liposarcoma	ICDO:8857/3		
DOID:5699	kidney liposarcoma		UBERON:0002113	kidney
DOID:5702	pleomorphic liposarcoma	ICDO:8854/3		
DOID:5703	mixed liposarcoma	ICDO:8855/3		
DOID:5709	mixed-type liposarcoma			
DOID:5711	vulvar liposarcoma		UBERON:0000997	mammalian vulva
DOID:5713	mediastinum liposarcoma			
DOID:5714	intracranial liposarcoma			
DOID:4136	myxosarcoma	ICDO:8840/3		
DOID:5158	pleural cancer			
DOID:0050695	malignant pleural solitary fibrous tumor			
DOID:14032	malignant parietal pleura tumor			
DOID:14033	malignant visceral pleura tumor			
DOID:6193	epithelioid sarcoma	ICDO:8804/3		
DOID:6988	peripheral epithelioid sarcoma			
DOID:7095	childhood epithelioid sarcoma			
DOID:7492	central epithelioid sarcoma			
DOID:7491	vulvar proximal-type epithelioid sarcoma			
DOID:8282	adult epithelioid sarcoma			
DOID:6333	adult intracranial malignant hemangiopericytoma			
DOID:8632	Kaposi's sarcoma			
DOID:4045	muscle cancer		UBERON:0002385	muscle tissue
DOID:0050924	striated muscle rhabdoid tumor			
DOID:4043	skeletal muscle cancer		UBERON:0002036	striated muscle tissue
DOID:3247	rhabdomyosarcoma	ICDO:8900/3		
DOID:0080900	oral rhabdomyosarcoma		UBERON:0000167	oral cavity
DOID:3246	embryonal rhabdomyosarcoma	ICDO:8910/3		
DOID:0060338	parameningeal embryonal rhabdomyosarcoma			
DOID:3255	botryoid rhabdomyosarcoma			
DOID:6786	childhood botryoid rhabdomyosarcoma			
DOID:6788	vagina botryoid rhabdomyosarcoma		UBERON:0000996	vagina
DOID:6787	childhood vagina botryoid rhabdomyosarcoma			
DOID:6848	adult vagina botryoid rhabdomyosarcoma			
DOID:6847	adult botryoid rhabdomyosarcoma			
DOID:3260	spindle cell rhabdomyosarcoma	ICDO:8912/3		
DOID:3250	pleomorphic rhabdomyosarcoma	ICDO:8901/3		
DOID:7463	childhood pleomorphic rhabdomyosarcoma			
DOID:8251	adult pleomorphic rhabdomyosarcoma	ICDO:8901/3		
DOID:3254	bile duct rhabdomyosarcoma		UBERON:0002394	bile duct
DOID:3253	embryonal extrahepatic bile duct rhabdomyosarcoma			
DOID:4048	central nervous system rhabdomyosarcoma		UBERON:0001017	central nervous system
DOID:4049	mediastinum rhabdomyosarcoma			
DOID:4051	alveolar rhabdomyosarcoma	ICDO:8920/3		
DOID:4057	gallbladder rhabdomyosarcoma		UBERON:0002110	gallbladder
DOID:4059	ovary rhabdomyosarcoma			
DOID:4065	mixed type rhabdomyosarcoma	ICDO:8902/3		
DOID:4066	anus rhabdomyosarcoma		UBERON:0001245	anus
DOID:4239	alveolar soft part sarcoma	ICDO:9581/3		
DOID:4230	smooth muscle cancer		UBERON:0001135	smooth muscle tissue
DOID:1967	leiomyosarcoma	ICDO:8890/3		
DOID:1965	fallopian tube leiomyosarcoma		UBERON:0003889	fallopian tube
DOID:3367	bone leiomyosarcoma			
DOID:5251	inflammatory leiomyosarcoma			
DOID:5253	conventional leiomyosarcoma			
DOID:5254	central nervous system leiomyosarcoma		UBERON:0001017	central nervous system
DOID:5258	granular cell leiomyosarcoma			
DOID:5259	colon leiomyosarcoma			
DOID:5263	ovary leiomyosarcoma			
DOID:5264	epithelioid leiomyosarcoma	ICDO:8891/3		
DOID:5265	lung leiomyosarcoma			
DOID:5267	anus leiomyosarcoma			
DOID:5268	myxoid leiomyosarcoma	ICDO:8896/3		
DOID:5271	small intestine leiomyosarcoma		UBERON:0002108	small intestine
DOID:5275	gallbladder leiomyosarcoma		UBERON:0002110	gallbladder
DOID:5288	larynx leiomyosarcoma			
DOID:5292	mediastinum leiomyosarcoma			
DOID:5293	extrahepatic bile duct leiomyosarcoma		UBERON:0003703	extrahepatic bile duct
DOID:7388	pulmonary vein leiomyosarcoma		UBERON:0002016	pulmonary vein
DOID:7389	pulmonary artery leiomyosarcoma		UBERON:0002012	pulmonary artery
DOID:7390	superior vena cava leiomyosarcoma		UBERON:0001585	anterior vena cava
DOID:0060122	integumentary system cancer		UBERON:0002416	integumental system
DOID:4159	skin cancer		UBERON:0000014	zone of skin
DOID:1243	labia minora cancer		UBERON:0004014	labium minora
DOID:13168	prepuce cancer		UBERON:0011374	prepuce
DOID:13389	labia majora carcinoma		UBERON:0004085	labium majora
DOID:2095	sweat gland cancer		UBERON:0001820	sweat gland
DOID:4921	eccrine sweat gland cancer		UBERON:0000423	eccrine sweat gland
DOID:4920	eccrine adenocarcinoma	ICDO:8413/3		
DOID:5591	eccrine papillary adenocarcinoma			
DOID:5569	malignant syringoma			
DOID:7566	eccrine porocarcinoma			
DOID:7960	malignant spiradenoma			
DOID:4934	apocrine sweat gland cancer		UBERON:0000382	apocrine sweat gland
DOID:4933	apocrine carcinoma	ICDO:8401/3		
DOID:6446	ceruminous adenocarcinoma	ICDO:8420/3	UBERON:0001352	external acoustic meatus
DOID:5570	malignant acrospiroma			
DOID:5667	sweat gland carcinoma		UBERON:0001820	sweat gland
DOID:5590	aggressive digital papillary adenocarcinoma			
DOID:2687	skin sarcoma			
DOID:4517	skin angiosarcoma			
DOID:5273	cutaneous leiomyosarcoma			
DOID:5712	cutaneous liposarcoma			
DOID:3451	skin carcinoma		UBERON:0000014	zone of skin
DOID:2513	basal cell carcinoma	ICDO:8090/3		
DOID:4277	penis basal cell carcinoma			
DOID:4278	scrotum basal cell carcinoma			
DOID:4279	infundibulocystic basal cell carcinoma			
DOID:4280	nodular basal cell carcinoma			
DOID:4302	cystic basal cell carcinoma			
DOID:4281	metatypical basal cell carcinoma			
DOID:4282	pigmented basal cell carcinoma			
DOID:4283	anal margin basal cell carcinoma			
DOID:4286	skin nasal cell carcinoma with sebaceous differentiation		UBERON:0001821	sebaceous gland
DOID:4287	external ear basal cell carcinoma			
DOID:4289	micronodular basal cell carcinoma			
DOID:4290	adamantinoid basal cell epithelioma			
DOID:4291	fibroepithelial basal cell carcinoma			
DOID:4292	morpheaform basal cell carcinoma			
DOID:4293	clear cell basal cell carcinoma			
DOID:4295	follicular basal cell carcinoma			
DOID:4299	infiltrative basal cell carcinoma			
DOID:4300	superficial basal cell carcinoma	ICDO:8091/3		
DOID:4301	vulva basal cell carcinoma		UBERON:0000997	mammalian vulva
DOID:4303	sarcomatoid basal cell carcinoma			
DOID:4304	signet ring basal cell carcinoma			
DOID:5063	basosquamous carcinoma	ICDO:8094/3		
DOID:5522	basaloid squamous cell carcinoma	ICDO:8083/3		
DOID:3151	skin squamous cell carcinoma			
DOID:3149	keratoacanthoma			
DOID:5585	Ferguson-Smith tumor			
DOID:3751	plantar verrucous skin carcinoma			
DOID:5536	sarcomatoid squamous cell skin carcinoma			
DOID:7643	acantholytic squamous cell skin carcinoma			
DOID:8122	pseudovascular skin squamous cell carcinoma			
DOID:8288	clear cell squamous cell skin carcinoma			
DOID:3450	cutaneous Paget's disease			
DOID:3965	Merkel cell carcinoma	ICDO:8247/3	CL:0000242	Merkel cell
DOID:4683	cutaneous mucoepidermoid carcinoma			
DOID:4871	cutaneous adenocystic carcinoma			
DOID:5376	skin pilomatrix carcinoma			
DOID:6425	eyelid carcinoma		UBERON:0001711	eyelid
DOID:7039	Borst-Jadassohn intraepidermal carcinoma			
DOID:4284	anal margin carcinoma		UBERON:0012336	perianal skin
DOID:12239	anal margin squamous cell carcinoma			
DOID:7708	perianal skin Paget's disease			
DOID:4840	sebaceous carcinoma	ICDO:8410/3	UBERON:0001821	sebaceous gland
DOID:4839	sebaceous adenocarcinoma			
DOID:5042	malignant granular cell myoblastoma			
DOID:5274	malignant dermis tumor		UBERON:0002067	dermis
DOID:1906	malignant skin fibrous histiocytoma			
DOID:7639	malignant granular cell skin tumor			
DOID:7049	basaloid squamous cell skin carcinoma		UBERON:0000014	zone of skin
DOID:8006	skin meningioma		UBERON:0000014	zone of skin
DOID:8923	skin melanoma		UBERON:0000014	zone of skin
DOID:0070326	spitzoid melanoma			
DOID:0070327	melanoma in congenital melanocytic nevus	ICDO:8761/3		
DOID:10040	malignant eyelid melanoma			
DOID:10044	balloon cell malignant melanoma			
DOID:10047	nodular malignant melanoma			
DOID:10054	skin amelanotic melanoma			
DOID:6367	acral lentiginous melanoma			
DOID:11934	head and neck cancer		UBERON:0000033	head
DOID:11934	head and neck cancer		UBERON:0000974	neck
DOID:1542	head and neck carcinoma			
DOID:5520	head and neck squamous cell carcinoma			
DOID:0050865	tongue squamous cell carcinoma		UBERON:0001723	tongue
DOID:170	endocrine gland cancer		UBERON:0002368	endocrine gland
DOID:1540	parathyroid carcinoma		UBERON:0001132	parathyroid gland
DOID:169	neuroendocrine tumor	ICDO:8240/3		
DOID:2992	prostate neuroendocrine neoplasm		UBERON:0002367	prostate gland
DOID:3002	ovary neuroendocrine neoplasm		UBERON:0000992	ovary
DOID:4430	somatostatinoma	ICDO:8156/3		
DOID:5574	VIPoma	ICDO:8155/3		
DOID:5577	gastrinoma	ICDO:8153/3		
DOID:7959	duodenal gastrinoma		UBERON:0002114	duodenum
DOID:5777	rectum neuroendocrine neoplasm		UBERON:0001052	rectum
DOID:1781	thyroid gland cancer		UBERON:0002046	thyroid gland
DOID:3963	thyroid gland carcinoma		UBERON:0002046	thyroid gland
DOID:0050923	spindle epithelial tumor with thymus-like differentiation tumor			
DOID:0080522	thyroid gland anaplastic carcinoma			
DOID:0080524	thyroid gland adenocarcinoma			
DOID:0080525	differentiated thyroid gland carcinoma			
DOID:3962	thyroid gland follicular carcinoma			
DOID:3964	trabecular follicular adenocarcinoma			
DOID:8161	thyroid gland Hurthle cell carcinoma			
DOID:3969	thyroid gland papillary carcinoma			
DOID:3968	papillary follicular thyroid adenocarcinoma			
DOID:5914	nonencapsulated sclerosing carcinoma	ICDO:8350/3		
DOID:7086	multicentric papillary thyroid carcinoma			
DOID:7088	columnar cell variant papillary carcinoma			
DOID:7089	tall cell variant papillary carcinoma			
DOID:3973	thyroid gland medullary carcinoma			
DOID:0050547	familial medullary thyroid carcinoma			
DOID:4687	thyroid gland mucoepidermoid carcinoma			
DOID:4515	thyroid sarcoma		UBERON:0002046	thyroid gland
DOID:4514	thyroid angiosarcoma			
DOID:1785	pituitary cancer		UBERON:0000007	pituitary gland
DOID:0081244	pituitary blastoma	ICDO:8273/3		
DOID:4916	pituitary carcinoma	ICDO:8272/3		
DOID:4915	basophilic adenocarcinoma			
DOID:5396	prolactin producing pituitary tumor			
DOID:5716	hormone producing pituitary cancer			
DOID:6256	malignant growth hormone secreting neoplasm of pituitary			
DOID:6274	malignant thyroid stimulating hormone producing neoplasm of pituitary gland			
DOID:6276	malignant ACTH producing neoplasm of pituitary gland			
DOID:1793	pancreatic cancer		UBERON:0001264	pancreas
DOID:0080323	pancreatic squamous cell carcinoma		UBERON:0001264	pancreas
DOID:1795	malignant exocrine pancreas neoplasm		UBERON:0000017	exocrine pancreas
DOID:3919	pancreatic serous cystic neoplasm			
DOID:4905	pancreatic carcinoma		UBERON:0000017	exocrine pancreas
DOID:3587	pancreatic ductal carcinoma		UBERON:0007329	pancreatic duct
DOID:4074	pancreatic adenocarcinoma			
DOID:0080782	mucinous pancreas adenocarcinoma			
DOID:3498	pancreatic ductal adenocarcinoma		UBERON:0007329	pancreatic duct
DOID:3497	pancreatic signet ring cell adenocarcinoma			
DOID:7716	mixed ductal-endocrine carcinoma			
DOID:7718	osteoclast-like giant cell neoplasm of the pancreas			
DOID:4073	pancreatic cystadenocarcinoma			
DOID:5751	pancreatic serous cystadenocarcinoma			
DOID:7234	mucinous cystadenocarcinoma of pancreas			
DOID:7236	pancreatic invasive mucinous cystadenocarcinoma			
DOID:7237	pancreatic non-invasive mucinous cystadenocarcinoma			
DOID:5742	pancreatic acinar cell adenocarcinoma		CL:0002064	pancreatic acinar cell
DOID:7574	pancreatic intraductal papillary-colloid carcinoma			
DOID:7685	pancreatic non-invasive intraductal papillary-mucinous carcinoma			
DOID:8150	pancreatic invasive intraductal papillary-mucinous carcinoma			
DOID:7577	pancreatic foamy gland adenocarcinoma			
DOID:6823	pancreatoblastoma	ICDO:8971/3		
DOID:6827	pancreatic solid pseudopapillary carcinoma			
DOID:7717	colloid carcinoma of the pancreas			
DOID:7575	pancreatic intraductal papillary-mucinous neoplasm			
DOID:1796	pancreas sarcoma			
DOID:1799	islet cell tumor		UBERON:0000006	islet of Langerhans
DOID:1798	pancreatic endocrine carcinoma			
DOID:4432	pancreatic somatostatinoma			
DOID:4433	pancreatic delta cell neoplasm			
DOID:7840	pancreatic non-functioning delta cell tumor			
DOID:5580	pancreatic gastrinoma			
DOID:5741	pancreatic vasoactive intestinal peptide producing tumor			
DOID:7697	pancreatic ACTH hormone producing tumor			
DOID:7698	non-functioning pancreatic endocrine tumor			
DOID:5637	pancreatic adenosquamous carcinoma		UBERON:0001264	pancreas
DOID:3571	liver cancer		UBERON:0002107	liver
DOID:268	liver angiosarcoma		UBERON:0002107	liver
DOID:270	liver sarcoma			
DOID:4047	liver rhabdomyosarcoma			
DOID:5296	liver leiomyosarcoma			
DOID:8022	liver fibrosarcoma			
DOID:686	liver carcinoma			
DOID:684	hepatocellular carcinoma	ICDO:8170/3		
DOID:0070322	childhood hepatocellular carcinoma			
DOID:0070328	adult hepatocellular carcinoma			
DOID:5015	fibrolamellar carcinoma			
DOID:0080182	mixed fibrolamellar hepatocellular carcinoma			
DOID:5016	hepatocellular clear cell carcinoma	ICDO:8174/3		
DOID:5022	aflatoxins-related hepatocellular carcinoma			
DOID:5026	sclerosing hepatic carcinoma			
DOID:687	hepatoblastoma	ICDO:8970/3		
DOID:5789	mixed hepatoblastoma			
DOID:5798	macrotrabecular hepatoblastoma			
DOID:3953	adrenal gland cancer		UBERON:0002369	adrenal gland
DOID:3950	adrenal carcinoma			
DOID:5718	adrenal neuroblastoma			
DOID:5719	adrenal medulla cancer		UBERON:0001236	adrenal medulla
DOID:0080347	malignant pheochromocytoma	ICDO:8700/3		
DOID:0050892	adrenal gland pheochromocytoma			
DOID:0070325	malignant childhood adrenal gland pheochromocytoma			
DOID:0050936	extra-adrenal pheochromocytoma			
DOID:7379	adrenal medulla carcinoma		UBERON:0001236	adrenal medulla
DOID:660	adrenal cortex cancer		UBERON:0001235	adrenal cortex
DOID:3948	adrenocortical carcinoma			
DOID:3959	adrenal cortical adenocarcinoma		UBERON:0001235	adrenal cortex
DOID:8140	adrenal gland ganglioneuroblastoma			
DOID:5032	pineal gland cancer		UBERON:0001905	pineal body
DOID:0081251	papillary tumor of the pineal region	ICDO:9395/3		
DOID:1660	malignant pineal area germ cell neoplasm			
DOID:5341	pineal region yolk sac tumor			
DOID:5510	pineal dysgerminoma			
DOID:5553	pineal region choriocarcinoma			
DOID:6856	pineal region teratoma			
DOID:6857	pineal region mature teratoma		UBERON:0001905	pineal body
DOID:6858	pineal region immature teratoma			
DOID:7428	pineal region germinoma			
DOID:1664	pineoblastoma	ICDO:9362/3		
DOID:5030	pineal parenchymal tumor of intermediate differentiation	ICDO:9362/3		
DOID:4858	pineal gland astrocytoma		UBERON:0001905	pineal body
DOID:5031	adult pineal parenchymal tumor			
DOID:6648	adult pineoblastoma			
DOID:8031	pineal region meningioma		UBERON:0001905	pineal body
DOID:1725	peritoneum cancer		UBERON:0002358	peritoneum
DOID:1788	peritoneal mesothelioma			
DOID:1791	peritoneal carcinoma		UBERON:0002358	peritoneum
DOID:4901	peritoneal serous adenocarcinoma			
DOID:6228	peritoneal serous papillary adenocarcinoma			
DOID:4490	malignant peritoneal solitary fibrous tumor			
DOID:176	cardiovascular cancer		UBERON:0004535	cardiovascular system
DOID:117	heart cancer		UBERON:0000948	heart
DOID:116	pericardium cancer		UBERON:0002407	pericardium
DOID:4699	epicardium cancer		UBERON:0002348	epicardium
DOID:6201	pericardial mesothelioma			
DOID:14535	malignant cardiac germ cell tumor			
DOID:5262	heart sarcoma			
DOID:5261	heart leiomyosarcoma			
DOID:6033	heart fibrosarcoma			
DOID:6034	heart malignant hemangiopericytoma			
DOID:5877	endocardium cancer		UBERON:0002165	endocardium
DOID:9299	myocardium cancer		UBERON:0002349	myocardium
DOID:175	vascular cancer		UBERON:0007798	vascular system
DOID:0001816	angiosarcoma	ICDO:9120/3		
DOID:4505	childhood angiosarcoma			
DOID:4510	aorta angiosarcoma		UBERON:0000947	aorta
DOID:4512	conventional angiosarcoma			
DOID:4513	gallbladder angiosarcoma		UBERON:0002110	gallbladder
DOID:4522	superior vena cava angiosarcoma		UBERON:0001585	anterior vena cava
DOID:4525	mediastinum angiosarcoma			
DOID:4527	ovarian angiosarcoma		UBERON:0000992	ovary
DOID:0080189	malignant hemangioma		UBERON:0007798	vascular system
DOID:0080190	malignant epithelioid hemangioendothelioma			
DOID:8352	aortic malignant tumor		UBERON:0000947	aorta
DOID:8731	carotid body cancer		UBERON:0001629	carotid body
DOID:193	reproductive organ cancer		UBERON:0000990	reproductive system
DOID:120	female reproductive organ cancer		UBERON:0000474	female reproductive system
DOID:119	vaginal cancer		UBERON:0000996	vagina
DOID:0050918	vaginal carcinoma			
DOID:136	vaginal carcinosarcoma			
DOID:4117	vaginal adenosarcoma			
DOID:134	vaginal glandular tumor			
DOID:138	vaginal squamous tumor			
DOID:1901	vagina sarcoma		UBERON:0000996	vagina
DOID:5170	vaginal endometrial stromal sarcoma			
DOID:5283	vagina leiomyosarcoma			
DOID:1910	vaginal yolk sac tumor			
DOID:5171	vaginal endometrial stromal tumor			
DOID:1245	vulva cancer		UBERON:0000997	mammalian vulva
DOID:11905	labium majus cancer			
DOID:1294	vulva carcinoma			
DOID:1293	labia minora carcinoma			
DOID:2098	vulva adenocarcinoma			
DOID:2097	vulval Paget's disease			
DOID:6339	vulvar eccrine adenocarcinoma			
DOID:6448	vulvar apocrine adenocarcinoma			
DOID:2101	vulva squamous cell carcinoma		UBERON:0000997	mammalian vulva
DOID:3740	vulva verrucous carcinoma			
DOID:7048	vulvar basaloid squamous cell carcinoma			
DOID:7363	vulvar keratinizing squamous cell carcinoma			
DOID:7408	vulvar keratoacanthoma			
DOID:7409	vulvar non-keratinizing squamous cell carcinoma			
DOID:3999	Bartholin's gland carcinoma		UBERON:0000460	major vestibular gland
DOID:3998	Bartholin's gland transitional cell carcinoma			
DOID:4879	Bartholin's gland adenoid cystic carcinoma			
DOID:5630	Bartholin's gland adenosquamous carcinoma			
DOID:6316	Bartholin's gland adenocarcinoma			
DOID:6961	Bartholin's gland squamous cell carcinoma			
DOID:7140	Bartholin's gland small cell carcinoma			
DOID:5761	vulvar sebaceous carcinoma			
DOID:7565	vulvar eccrine porocarcinoma			
DOID:7567	vulvar clear cell hidradenocarcinoma			
DOID:2072	vulvar squamous tumor			
DOID:2071	vulvar squamous papilloma			
DOID:6569	micropapillomatosis labialis			
DOID:2076	vulvar glandular tumor			
DOID:2093	vulvar melanoma			
DOID:2096	vulvar sarcoma			
DOID:5286	vulvar leiomyosarcoma			
DOID:5313	vulvar alveolar soft part sarcoma			
DOID:6789	vulvar childhood botryoid-type embryonal rhabdomyosarcoma			
DOID:2401	clitoris cancer		UBERON:0002411	clitoris
DOID:60003	Bartholin's gland cancer		UBERON:0000460	major vestibular gland
DOID:14059	paraurethral gland cancer		UBERON:0010145	paraurethral gland
DOID:7284	Skene gland carcinoma		UBERON:0010145	paraurethral gland
DOID:1964	fallopian tube cancer		UBERON:0003889	fallopian tube
DOID:1963	fallopian tube carcinoma			
DOID:3706	fallopian tube adenocarcinoma			
DOID:3704	fallopian tube mucinous adenocarcinoma			
DOID:5301	fallopian tube clear cell adenocarcinoma			
DOID:5597	fallopian tube papillary adenocarcinoma			
DOID:5598	fallopian tube serous adenocarcinoma			
DOID:5831	fallopian tube endometrioid adenocarcinoma			
DOID:4008	fallopian tube transitional cell carcinoma		UBERON:0003889	fallopian tube
DOID:5540	fallopian tube squamous cell carcinoma			
DOID:7266	familiar fallopian tube carcinoma			
DOID:8186	fallopian tube gestational choriocarcinoma			
DOID:1970	fallopian tube carcinosarcoma		UBERON:0003889	fallopian tube
DOID:1973	fallopian tube adenosarcoma			
DOID:5324	fallopian tube germ cell cancer			
DOID:5564	fallopian tube teratoma		UBERON:0003889	fallopian tube
DOID:2394	ovarian cancer		UBERON:0000992	ovary
DOID:0050928	ovarian melanoma			
DOID:2143	ovarian malignant mesothelioma			
DOID:2145	malignant ovarian cyst			
DOID:2146	ovary sarcoma			
DOID:5169	ovarian endometrioid stromal sarcoma			
DOID:2152	ovary epithelial cancer			
DOID:2151	malignant ovarian surface epithelial-stromal neoplasm			
DOID:4001	ovarian carcinoma			
DOID:0050933	ovarian serous carcinoma			
DOID:0050934	ovarian clear cell carcinoma			
DOID:3713	ovary adenocarcinoma			
DOID:3605	ovarian cystadenocarcinoma			
DOID:3604	ovarian mucinous cystadenocarcinoma			
DOID:5746	ovarian serous cystadenocarcinoma			
DOID:7438	ovarian clear cell cystadenocarcinoma			
DOID:3606	ovarian mucinous adenocarcinoma			
DOID:4894	rete ovarii adenocarcinoma		UBERON:0010185	rete ovarii
DOID:5304	ovarian clear cell adenocarcinoma			
DOID:5744	ovary serous adenocarcinoma			
DOID:5828	endometrioid ovary carcinoma			
DOID:4555	ovarian large-cell neuroendocrine carcinoma		UBERON:0000992	ovary
DOID:6179	ovarian small cell carcinoma			
DOID:7650	pulmonary type ovarian small cell carcinoma			
DOID:7651	small-cell carcinoma of the ovary of hypercalcemic type			
DOID:6408	ovary papillary carcinoma		UBERON:0000992	ovary
DOID:6898	ovarian seromucinous carcinoma			
DOID:4217	malignant ovarian Brenner tumor			
DOID:6170	ovarian carcinosarcoma			
DOID:4115	ovarian mesodermal adenosarcoma			
DOID:6445	ovarian endometrioid malignant adenofibroma			
DOID:4000	ovary transitional cell carcinoma		UBERON:0000992	ovary
DOID:6067	ovarian mucinous neoplasm			
DOID:6278	ovarian mucinous malignant adenofibroma			
DOID:6212	ovarian endometrial cancer		UBERON:0000992	ovary
DOID:6214	ovarian papillary neoplasm			
DOID:6405	ovarian papillary cystadenoma			
DOID:6407	ovarian surface papilloma			
DOID:6901	familiar ovarian carcinoma			
DOID:9597	Krukenberg carcinoma			
DOID:2153	ovarian Wilms' cancer			
DOID:2156	ovarian germ cell cancer			
DOID:2155	malignant ovarian germ cell neoplasm			
DOID:5351	ovarian primitive germ cell tumor			
