cls,def,xrefs
HP:0002605,,
DOID:11612,,MSH:D011085 SNOMEDCT_2010_1_31:190549002 SNOMEDCT_2010_1_31:237055002 SNOMEDCT_2010_1_31:154714009 ICD9CM:256.4 EFO:0000660 UMLS_CUI:C0032460 SNOMEDCT_2010_1_31:271199009 SNOMEDCT_2010_1_31:237792009 OMIM:184700 NCI:C26862 SNOMEDCT_2010_1_31:69878008
UBERON:2002279,,
HP:0010529,,
NCBITaxon:5810,,
UBERON:0001917,,
DOID:5381,An adenoma and biliary tract cancer that results_in a small firm white nodule with multiple bile ducts that are located_in a fibrous stroma.,SNOMEDCT_2010_1_31:39471001 UMLS_CUI:C0008309 SNOMEDCT_2010_1_31:189591008 SNOMEDCT_2010_1_31:424091006 MSH:D002759 NCI:C2942
HP:0003791,,
UBERON:0014835,,
DOID:2698,,UMLS_CUI:C1266141 SNOMEDCT_2010_1_31:128760004 NCI:C39812
UBERON:0010279,,
DOID:4610,A gastrointestinal system benign neoplasm that is located_in the intestine.,UMLS_CUI:C0021841 MSH:D007414 NCI:C3141 SNOMEDCT_2010_1_31:126769007
HP:0007697,,
HP:0005336,,
DOID:4749,,UMLS_CUI:C1334757 NCI:C5586
UBERON:0003339,,
UBERON:0001916,,
UBERON:0005089,,
DOID:10784,"A spotted fever that has_material_basis_in Rickettsia australis, which is transmitted_by ticks (Ixodes holocyclus). The infection has_symptom fever, has_symptom headache, has_symptom myalgia, has_symptom maculopapular rash, and has_symptom lymphadenopathy.",UMLS_CUI:C0152064
DOID:624,,NCI:C27071 SNOMEDCT_2010_1_31:88714009 UMLS_CUI:C0272238
DOID:2697,,UMLS_CUI:C0334684 SNOMEDCT_2010_1_31:41627005 NCI:C8383
HP:0005335,,
HP:0002607,,
UBERON:2002277,,
DOID:6128,,NCI:C4318 UMLS_CUI:C0334576 MSH:D018302 SNOMEDCT_2010_1_31:26138003
DOID:12857,,SNOMEDCT_2010_1_31:74859007 SNOMEDCT_2010_1_31:203394008 UMLS_CUI:C0149846 SNOMEDCT_2010_1_31:202879008 SNOMEDCT_2010_1_31:221695002 ICD9CM:726.71 SNOMEDCT_2010_1_31:87494005
DOID:9300,,UMLS_CUI:C1096349 NCI:C5359
HP:0000819,,
HP:0010527,,
UBERON:0001915,,
DOID:0080020,A metaphyseal dysplasia that has_material_basis_in mutation in PTH receptor which results_in short-limbed dwarfism.,
DOID:2059,,UMLS_CUI:C0042994 SNOMEDCT_2010_1_31:5089007 NCI:C27631 MSH:D014845
UBERON:0009206,,
DOID:1540,An endocrine gland cancer located_in the parathyroid glands located in the neck.,UMLS_CUI:C0153653 SNOMEDCT_2010_1_31:127020005 SNOMEDCT_2010_1_31:255037004 NCI:C3313 OMIM:608266 MSH:D010282 SNOMEDCT_2010_1_31:363481002 UMLS_CUI:C0030521 UMLS_CUI:C0687150 SNOMEDCT_2010_1_31:93943008
UBERON:0005088,,
_:b74,,
CL:0000690,,
DOID:625,,UMLS_CUI:C0859960 NCI:C27319
DOID:2696,,SNOMEDCT_2010_1_31:45002009 MSH:D007984 SNOMEDCT_2010_1_31:189739005 NCI:C3188 UMLS_CUI:C0023601
DOID:4525,An angiosarcoma and sarcoma of the mediastinum that is located_in the mediastinum.,NCI:C6613 UMLS_CUI:C1334649
DOID:11613,,UMLS_CUI:C0206081 SNOMEDCT_2010_1_31:237793004 MSH:D017588
UBERON:0010277,,
HP:0002608,,
UBERON:0001914,,
UBERON:0009207,,
NCBITaxon:5811,,
HP:0010528,,
HP:0002601,,
DOID:4746,,UMLS_CUI:C0553757 SNOMEDCT_2010_1_31:275462005 MSH:D000857
CL:0000691,,
DOID:5090,A bone cancer and neoplasm of chest wall and sternal disorder that is located_in the sternum.,UMLS_CUI:C1382025 UMLS_CUI:C1290244 NCI:C6730 SNOMEDCT_2010_1_31:126559003
DOID:4471,"A renal cell carcinoma that has_material_basis_in chromophobe cell that appear pale when viewed under microscope, but that are larger and display different features than clear cells.",UMLS_CUI:C1266042 SNOMEDCT_2010_1_31:1443001 MSH:D002292 SNOMEDCT_2010_1_31:128667008 NCI:C4146
UBERON:3000486,,
UBERON:0006870,,
UBERON:0001913,,
UBERON:0003336,,
HP:0010525,,
HP:0000817,,
UBERON:0009204,,
HP:0006702,,
DOID:11615,,SNOMEDCT_2010_1_31:93954003 SNOMEDCT_2010_1_31:188231002 UMLS_CUI:C0153601 UMLS_CUI:C0153600 SNOMEDCT_2010_1_31:269605006 SNOMEDCT_2010_1_31:154536009 SNOMEDCT_2010_1_31:93716006 SNOMEDCT_2010_1_31:363516004 ICD9CM:187.3 SNOMEDCT_2010_1_31:188230001
CL:0000692,,
DOID:1085,,UMLS_CUI:C0152096 ICD9CM:758.2 SNOMEDCT_2010_1_31:254265001 NCI:C36626 SNOMEDCT_2010_1_31:205626006 SNOMEDCT_2010_1_31:51500006 SNOMEDCT_2010_1_31:157022000
UBERON:0006871,,
UBERON:0001912,,
UBERON:0013110,,
UBERON:0003335,,
HP:0010526,,
HP:0000818,,
HP:0006703,,
UBERON:0009205,,
DOID:0060085,A benign neoplasm that is classified by the organ system from which it is arising from.,
DOID:4748,,UMLS_CUI:C1333004 NCI:C5960
HP:0010523,,
CL:0000693,,
DOID:10646,"A personality disorder that involves a need for social isolation, anxiety in social situations, odd behavior and thinking, and often unconventional beliefs.",SNOMEDCT_2010_1_31:31027006 MSH:D012569 ICD9CM:301.22 UMLS_CUI:C0036363 SNOMEDCT_2010_1_31:231486008
UBERON:0001911,,
UBERON:0003338,,
DOID:2364,"A venous insufficiency that is characterized by aching pain, heaviness, swelling, cramps, itching, or tingling in the affected limb and is a chronic complication of deep venous thrombosis.",UMLS_CUI:C1135220 UMLS_CUI:C1135219 UMLS_CUI:C1135221 SNOMEDCT_2010_1_31:20427003 SNOMEDCT_2010_1_31:155460004 UMLS_CUI:C0032807 MSH:D011186 ICD9CM:459.1 SNOMEDCT_2010_1_31:410013001
DOID:628,,ICD9CM:279.2 NCI:C27871 UMLS_CUI:C0494261 SNOMEDCT_2010_1_31:191003005
UBERON:0009202,,
HP:0006704,,
HP:0005339,,
HP:0000815,,
DOID:8390,,UMLS_CUI:C1336713 NCI:C9173
CL:0000694,,
_:b75,,
HP:0010524,,
UBERON:0001910,,
UBERON:0003337,,
UBERON:0009203,,
DOID:1036,A leukemia that develops slowly.,UMLS_CUI:C0085670
HP:0005338,,
HP:0002604,,
DOID:629,,UMLS_CUI:C1333144 NCI:C27873
HP:0006705,,
HP:0000816,,
DOID:12179,"A dermatophytosis that results_in fungal infection located_in skin, limited to the stratum corneum of the epidermis, has_material_basis_in Ascomycota fungi that belong to a group called dermatophytes and has_symptom itching, and has_symptom red colored skin rash. The border of the rash lesions look scaly.",UMLS_CUI:C0546826 SNOMEDCT_2010_1_31:84849002 ICD9CM:110.5 SNOMEDCT_2010_1_31:266151007 SNOMEDCT_2010_1_31:186994008
UBERON:0005092,,
UBERON:2002280,,
HP:0011026,,
CL:0002600,,
HP:0005318,,
HP:0006575,,
DOID:609,,UMLS_CUI:C0037268 ICD9CM:757.9 ICD9CM:757 MSH:D012868 SNOMEDCT_2010_1_31:38164009 SNOMEDCT_2010_1_31:268354001 SNOMEDCT_2010_1_31:268292002 SNOMEDCT_2010_1_31:268355000 SNOMEDCT_2010_1_31:205610005 SNOMEDCT_2010_1_31:157017000 SNOMEDCT_2010_1_31:205589009 SNOMEDCT_2010_1_31:5613003 SNOMEDCT_2010_1_31:199879009 SNOMEDCT_2010_1_31:268291009 SNOMEDCT_2010_1_31:205611009 SNOMEDCT_2010_1_31:205541000
UBERON:0016402,,
HP:0000836,,
DOID:4767,,UMLS_CUI:C1332556 NCI:C36054
HP:0002612,,
HP:0003777,,
UBERON:0013693,,
UBERON:0007802,,
_:b76,,
HP:0011027,,
UBERON:0005093,,
DOID:1709,,UMLS_CUI:C0035585 MSH:D012282 UMLS_CUI:C0153117 SNOMEDCT_2010_1_31:186785007 SNOMEDCT_2010_1_31:186770001 SNOMEDCT_2010_1_31:62012004 SNOMEDCT_2010_1_31:154375001 SNOMEDCT_2010_1_31:37246009 SNOMEDCT_2010_1_31:187387005 SNOMEDCT_2010_1_31:187382004 SNOMEDCT_2010_1_31:186790005 ICD9CM:083.9 NCI:C34991 SNOMEDCT_2010_1_31:266205000 SNOMEDCT_2010_1_31:409904000 SNOMEDCT_2010_1_31:416829003
UBERON:2002281,,
HP:0006574,,
DOID:2265,,SNOMEDCT_2010_1_31:186904000 UMLS_CUI:C0040843 NCI:C85197 MSH:D014211 SNOMEDCT_2010_1_31:76272004
UBERON:0009210,,
HP:0000835,,
DOID:3218,,MSH:D007580 SNOMEDCT_2010_1_31:126834003 NCI:C8401 UMLS_CUI:C0022374 SNOMEDCT_2010_1_31:254575004
CL:0002069,,
UBERON:0016401,,
NCBITaxon:34105,,
HP:0002611,,
DOID:4768,,UMLS_CUI:C1333420 NCI:C36053
NCBITaxon:693762,,
UBERON:0014626,,
DOID:2467,,ICD9CM:298.2 MSH:D003221 UMLS_CUI:C0152124 SNOMEDCT_2010_1_31:191678001 SNOMEDCT_2010_1_31:280943007
DOID:1098,,SNOMEDCT_2010_1_31:206430005 SNOMEDCT_2010_1_31:206431009 SNOMEDCT_2010_1_31:157130001 ICD9CM:773.2 SNOMEDCT_2010_1_31:268878003 ICD9CM:773 NCI:C87115 UMLS_CUI:C0014761 SNOMEDCT_2010_1_31:123307003 SNOMEDCT_2010_1_31:206429000 MSH:D004899 SNOMEDCT_2010_1_31:276577009 SNOMEDCT_2010_1_31:33130007 SNOMEDCT_2010_1_31:111468003 SNOMEDCT_2010_1_31:387705004 SNOMEDCT_2010_1_31:206436004
UBERON:0007803,,
UBERON:0013694,,
DOID:9173,,UMLS_CUI:C0153360 SNOMEDCT_2010_1_31:363380002 NCI:C3526 SNOMEDCT_2010_1_31:94077005 ICD9CM:142.1
DOID:486,,UMLS_CUI:C1304511 SNOMEDCT_2010_1_31:403976007 NCI:C27505
UBERON:0001930,,
CL:0002602,,
UBERON:2002282,,
HP:0011028,,
NCBITaxon:12475,,
UBERON:0001932,,
UBERON:0005094,,
UBERON:0010283,,
DOID:3217,,UMLS_CUI:C1335992 NCI:C27453
UBERON:0016400,,
UBERON:2005346,,
HP:0006573,,
DOID:607,,ICD9CM:344.1 SNOMEDCT_2010_1_31:155031004 UMLS_CUI:C0030486 NCI:C50687 SNOMEDCT_2010_1_31:60389000 MSH:D010264
UBERON:0009213,,
DOID:0070001,A disease of cellular proliferation that results in an abnormal mass of tissue.,
DOID:9599,,UMLS_CUI:C0432528 SNOMEDCT_2010_1_31:35548007 SNOMEDCT_2010_1_31:254737002 NCI:C4728
UBERON:0014629,,
UBERON:0001931,,
UBERON:0006851,,
UBERON:0007800,,
UBERON:0013695,,
CL:0002601,,
DOID:11907,,SNOMEDCT_2010_1_31:85791004 MSH:D004473 UMLS_CUI:C0013568
UBERON:2002283,,
UBERON:0001933,,
HP:0011029,,
HP:0006572,,
UBERON:0010284,,
DOID:606,,MSH:D018437 NCI:C84601 SNOMEDCT_2010_1_31:27982003 UMLS_CUI:C0242644
DOID:3216,,UMLS_CUI:C1334297 NCI:C5787
UBERON:0001730,,
HP:0000837,,
HP:0001660,,
UBERON:0014628,,
DOID:2469,,SNOMEDCT_2010_1_31:37122007 MSH:D013554 UMLS_CUI:C0039007
DOID:484,,UMLS_CUI:C0600502 SNOMEDCT_2010_1_31:21112004 MSH:D020141
HP:0003774,,
UBERON:0007801,,
UBERON:0005095,,
UBERON:0013696,,
UBERON:0014622,,
DOID:6119,,UMLS_CUI:C1514844 NCI:C4528
NCBITaxon:134362,,
UBERON:0010285,,
UBERON:2005344,,
HP:0010508,,
HP:0006150,,
DOID:14330,"A synucleinopathy that has_material_basis_in degeneration of the central nervous system that often impairs motor skills, speech, and other functions.",EFO:0002508 OMIM:168600 SNOMEDCT_2010_1_31:155000006 OMIM:556500 OMIM:614203 UMLS_CUI:C0030567 ORDO:2828 SNOMEDCT_2010_1_31:49049000 OMIM:615528 OMIM:606852 OMIM:607060 OMIM:602404 OMIM:600116 MSH:D010300 ICD9CM:332.0 OMIM:260300 OMIM:605543 OMIM:612953 OMIM:300557 OMIM:607688 OMIM:605909 ICD9CM:332 KEGG:05012 OMIM:168601 SNOMEDCT_2010_1_31:154999006 OMIM:613643 OMIM:610297 OMIM:606324 OMIM:606693 OMIM:613164 OMIM:614251 SNOMEDCT_2010_1_31:192825001 SNOMEDCT_2010_1_31:192831003 SNOMEDCT_2010_1_31:155002003 OMIM:615530 NCI:C26845 ICD10CM:G20
UBERON:2002284,,
HP:0006579,,
UBERON:0007807,,
DOID:2462,,UMLS_CUI:C0154833 SNOMEDCT_2010_1_31:57534004 NCI:C35170
UBERON:0013697,,
UBERON:1600010,,
UBERON:0005096,,
UBERON:0006853,,
DOID:2676,,SNOMEDCT_2010_1_31:36721002 SNOMEDCT_2010_1_31:189693001 NCI:C4184 UMLS_CUI:C0334363
HP:0000832,,
UBERON:2002285,,
UBERON:2005343,,
UBERON:0010286,,
UBERON:0014621,,
DOID:700,An inherited metabolic disorder that involves mitochondrial metabolism dysfunction.,UMLS_CUI:C0751651 MSH:D028361
HP:0010507,,
UBERON:0007808,,
UBERON:0005097,,
UBERON:0013698,,
NCBITaxon:337963,,
HP:0000831,,
UBERON:0006852,,
HP:0000834,,
UBERON:0010287,,
HP:0006577,,
DOID:3213,,UMLS_CUI:C0011303 NCI:C34527 MSH:D003711
UBERON:0014624,,
CL:1001610,,
CL:1000245,,
UBERON:3010081,,
DOID:9174,,ICD9CM:230.4 SNOMEDCT_2010_1_31:92696009 UMLS_CUI:C0154062 NCI:C4853 SNOMEDCT_2010_1_31:308879003
UBERON:0013699,,
HP:0003771,,
UBERON:0007804,,
UBERON:0006855,,
HP:0000833,,
DOID:3212,,UMLS_CUI:C0751877 MSH:D020279
HP:0006576,,
UBERON:0014623,,
UBERON:0007806,,
CL:1001611,,
HP:0010509,,
UBERON:2005341,,
DOID:488,,UMLS_CUI:C1336946 NCI:C6478
UBERON:4200056,,
UBERON:3010080,,
DOID:4762,,UMLS_CUI:C0243000 MSH:D018783
UBERON:0005099,,
UBERON:0007805,,
DOID:2679,,NCI:C9505 UMLS_CUI:C1266177 SNOMEDCT_2010_1_31:128788005
UBERON:0006854,,
UBERON:0001736,,
UBERON:0006857,,
HP:0000298,,
UBERON:4200055,,
UBERON:0000445,,
UBERON:2005106,,
HP:0006155,,
UBERON:2005340,,
UBERON:0015455,,
DOID:1702,,SNOMEDCT_2010_1_31:254157005 MSH:D016112 NCI:C84778 UMLS_CUI:C0079584 SNOMEDCT_2010_1_31:20512000 MSH:C531715 OMIM:146700 SNOMEDCT_2010_1_31:205551004
CL:0002062,,
CL:0000157,,
HP:0010964,,
UBERON:0001737,,
UBERON:0006856,,
HP:0010963,,
UBERON:4200054,,
UBERON:0000444,,
HP:0000297,,
UBERON:3010082,,
CL:0002061,,
DOID:3210,,MSH:D020371 UMLS_CUI:C0205711 OMIM:312080 SNOMEDCT_2010_1_31:64855000
DOID:210,An exostosis that results_in an abnormal growth located_in calcaneus.,SNOMEDCT_2010_1_31:156663001 SNOMEDCT_2010_1_31:268090002 UMLS_CUI:C0158322 SNOMEDCT_2010_1_31:55260003 ICD9CM:726.73 MSH:D036982
UBERON:0001738,,
UBERON:0016409,,
UBERON:0006859,,
UBERON:3010085,,
UBERON:0006431,,
HP:0000830,,
UBERON:2005104,,
HP:0001667,,
DOID:2460,,UMLS_CUI:C0155372 SNOMEDCT_2010_1_31:37283009 SNOMEDCT_2010_1_31:194160006 ICD9CM:379.33
HP:0006153,,
DOID:4925,"A papillomavirus infectious disease that results_in infection, has_material_basis_in human papillomavirus (types 16, 18, 31, 32 or 33), which cause intraepithelial lesions that may progress to carcinomas.",UMLS_CUI:C1334050 NCI:C27674
UBERON:4200053,,
_:b77,,
CL:0002064,,
CL:0000155,,
HP:0010966,,
UBERON:3000972,,
HP:0011020,,
DOID:5609,,UMLS_CUI:C1333142 NCI:C35599
UBERON:0006858,,
UBERON:0001739,,
UBERON:0016408,,
UBERON:3010084,,
UBERON:0006430,,
UBERON:2005103,,
UBERON:4200052,,
UBERON:0000446,,
HP:0006152,,
UBERON:0015458,,
DOID:1703,,UMLS_CUI:C0349631 SNOMEDCT_2010_1_31:277550009 NCI:C35424
DOID:13767,"A parasitic helminthiasis infectious disease that involves parasitic infection of the bile ducts of the liver by Clonorchis sinensis. The symptoms include abdominal pain, nausea, diarrhea, and eosinophilia. In long-standing infections, cholangitis, cholelithiasis, pancreatitis, and cholangiocarcinoma can develop.",UMLS_CUI:C0009021 SNOMEDCT_2010_1_31:11938002 MSH:D003003 ICD9CM:121.1
CL:0002063,,
DOID:3838,,UMLS_CUI:C1333177 NCI:C7614
CL:0000154,,
HP:0011021,,
HP:0010965,,
DOID:5608,,UMLS_CUI:C0011401 MSH:D003784 SNOMEDCT_2010_1_31:57602001
UBERON:2001594,,
HP:0006159,,
UBERON:2005102,,
DOID:483,,UMLS_CUI:C0018920 SNOMEDCT_2010_1_31:157014007 NCI:C3086 MSH:D006392 SNOMEDCT_2010_1_31:56975005 SNOMEDCT_2010_1_31:67668002 SNOMEDCT_2010_1_31:189192007 SNOMEDCT_2010_1_31:254781005 SNOMEDCT_2010_1_31:33377007 SNOMEDCT_2010_1_31:416824008
UBERON:4200051,,
UBERON:3010087,,
HP:0010960,,
DOID:3837,,UMLS_CUI:C0746351 NCI:C4939
DOID:0060193,The most common type of familial ALS caused_by mutation located_in SOD1 gene located in chromosome 21.,OMIM:105400
UBERON:0001731,,
CL:0002066,,
HP:0011022,,
HP:0001662,,
UBERON:2001593,,
UBERON:2005101,,
HP:0006158,,
UBERON:0000440,,
DOID:482,,UMLS_CUI:C1333956 NCI:C27507
NCBITaxon:693766,,
UBERON:4200050,,
UBERON:0016405,,
UBERON:0001732,,
DOID:3836,,UMLS_CUI:C0432487 ICD9CM:238.77 NCI:C4727 SNOMEDCT_2010_1_31:127219007 SNOMEDCT_2010_1_31:254290004
DOID:11905,,SNOMEDCT_2010_1_31:188212008 SNOMEDCT_2010_1_31:363446004 ICD9CM:184.1 SNOMEDCT_2010_1_31:93850006 NCI:C7638 UMLS_CUI:C0496814
HP:0011023,,
UBERON:0006435,,
HP:0006157,,
HP:0001663,,
UBERON:0000443,,
UBERON:2001592,,
UBERON:3010089,,
HP:0010962,,
DOID:481,,UMLS_CUI:C0014887 SNOMEDCT_2010_1_31:192842007 SNOMEDCT_2010_1_31:192838009
HP:0003779,,
UBERON:0013691,,
DOID:5605,,UMLS_CUI:C0860580 NCI:C9119
UBERON:2005100,,
NCBITaxon:34104,,
UBERON:0001734,,
CL:0002068,,
UBERON:0001733,,
UBERON:0015453,,
CL:0000159,,
UBERON:0016404,,
UBERON:0005090,,
HP:0011024,,
DOID:0050297,,
DOID:12860,,NCI:C3937 SNOMEDCT_2010_1_31:268462008 SNOMEDCT_2010_1_31:195384002 UMLS_CUI:C0265027 SNOMEDCT_2010_1_31:195381005 SNOMEDCT_2010_1_31:11790000 ICD9CM:448.1
UBERON:0000442,,
HP:0006156,,
HP:0001664,,
HP:0003778,,
UBERON:0013692,,
HP:0010961,,
DOID:480,,UMLS_CUI:C0026650 SNOMEDCT_2010_1_31:60342002 MSH:D009069
DOID:5604,,UMLS_CUI:C0751606 NCI:C4967
UBERON:0001735,,
UBERON:0016403,,
CL:0002067,,
HP:0010739,,
CL:0000158,,
HP:0011025,,
UBERON:0015454,,
UBERON:0005091,,
UBERON:0003322,,
HP:0100080,,
DOID:14418,"A parasitic helminthiasis infectious disease that involves parasitic infection by the larvae of the nematode Dracunculus medinensis, which are transmitted to humans by drinking water containing copepods infected with the larvae. The female, which contains larvae, burrows into the deeper connective tissues or adjacent to long bones or joints of the extremities. The worm emerges as a whitish filament in the center of a painful ulcer, accompanied by inflammation and frequently by secondary bacterial infection.",UMLS_CUI:C0013100 NCI:C84677 MSH:D004320 ICD9CM:125.7 SNOMEDCT_2010_1_31:48874008 SNOMEDCT_2010_1_31:396334002
DOID:4057,A gallbladder sarcoma that is located_in the gallbladder.,NCI:C5839 UMLS_CUI:C1333756
HP:0010959,,
HP:0010745,,
UBERON:3000977,,
DOID:8598,,UMLS_CUI:C0154397 ICD9CM:296.11
DOID:5614,,SNOMEDCT_2010_1_31:155198005 ICD9CM:360.9 ICD9CM:379.90 ICD9CM:360 SNOMEDCT_2010_1_31:193316008 SNOMEDCT_2010_1_31:79517001 SNOMEDCT_2010_1_31:111509007 SNOMEDCT_2010_1_31:194183009 SNOMEDCT_2010_1_31:366261005 SNOMEDCT_2010_1_31:264555006 SNOMEDCT_2010_1_31:193265001 NCI:C26767 SNOMEDCT_2010_1_31:371405004 SNOMEDCT_2010_1_31:155101007 MSH:D005128 SNOMEDCT_2010_1_31:371409005 UMLS_CUI:C0015397 SNOMEDCT_2010_1_31:193266000
UBERON:3010078,,
UBERON:0001519,,
HP:0100081,,
UBERON:0003321,,
DOID:13891,"An extrinsic allergic alveolitis which is caused by inhalation of antigens from avian excreta. The disease has_symptom abrupt onset of dyspnea, has_symptom cough, has_symptom malaise, and has_symptom fever, after exposure to antigen.",UMLS_CUI:C0005592 MSH:D001716 ICD9CM:495.2 SNOMEDCT_2010_1_31:195987000 NCI:C34425 SNOMEDCT_2010_1_31:69339004
HP:0010746,,
DOID:0060135,An agnosia that is a loss of the ability to map out physical actions in order to repeat them in functional activities.,
DOID:10459,"An upper respiratory tract disease which involves inflammation of the mucous membranes of the nose, throat, eyes, and eustachian tubes with watery then purulent discharge. This is an acute contagious disease caused by rhinoviruses, human parainfluenza viruses, human respiratory syncytial virus, influenza viruses, adenoviruses, enteroviruses, or metapneumovirus.",SNOMEDCT_2010_1_31:232342002 SNOMEDCT_2010_1_31:82272006 UMLS_CUI:C0009443 SNOMEDCT_2010_1_31:232341009 NCI:C78599 NCI:C34500 SNOMEDCT_2010_1_31:155497009 SNOMEDCT_2010_1_31:195648002 MSH:D003139 SNOMEDCT_2010_1_31:266377009 ICD9CM:460 SNOMEDCT_2010_1_31:54150009
UBERON:3010079,,
DOID:8382,,UMLS_CUI:C0278802 NCI:C9072
DOID:5615,,UMLS_CUI:C1334255 NCI:C5135
UBERON:0001518,,
HP:0100082,,
DOID:6110,,UMLS_CUI:C1334298 NCI:C5293
UBERON:0003320,,
DOID:12863,,SNOMEDCT_2010_1_31:155447005 NCI:C4393 SNOMEDCT_2010_1_31:195383008 UMLS_CUI:C0343113
HP:0010747,,
DOID:8381,,NCI:C8443 SNOMEDCT_2010_1_31:95836003 UMLS_CUI:C0521799
HP:0100083,,
DOID:4326,"A Mononegavirales infectious disease that results_in infection in animals and humans, has_material_basis_in Filoviridae viruses.",UMLS_CUI:C0242917 SNOMEDCT_2010_1_31:198007 MSH:D018702
HP:0010748,,
DOID:14443,An urticaria induced by sweating.,UMLS_CUI:C0152230 ICD10CM:L50.5 ICD9CM:708.5 SNOMEDCT_2010_1_31:73098005
NCBITaxon:1206794,,
DOID:12864,,UMLS_CUI:C0473578 NCI:C4739 SNOMEDCT_2010_1_31:239117002
DOID:5613,,SNOMEDCT_2010_1_31:78303004 NCI:C4051 MSH:D008579 SNOMEDCT_2010_1_31:134174002 UMLS_CUI:C0259785
HP:0010510,,
HP:0100084,,
HP:0010955,,
DOID:8388,,UMLS_CUI:C1336715 NCI:C6350
CL:0000152,,
UBERON:0006428,,
HP:0100085,,
UBERON:0001515,,
UBERON:0001729,,
HP:0003998,,
HP:0010741,,
DOID:2810,"A lung disease that is defined as a recurrent or chronic collapse of the right middle lobe, right upper lobe or lingula of the lung. It is caused by endobronchial tumour, granulomatous infections, lymphadenopathy, foreign bodies, endobronchial silicotic nodules, inspissated mucus associated with cystic fibrosis or inflammation as a result of an infection.",UMLS_CUI:C0026069 SNOMEDCT_2010_1_31:28295001 MSH:D008878
UBERON:0014848,,
CL:0000153,,
DOID:6688,"A hypersensitivity reaction type IV disease that is an inherited disorder in which the body cannot properly regulate the number of immune system cells (lymphocytes). It is characterized by the production of an abnormally large number of lymphocytes. Accumulation of excess lymphocytes results in enlargement of the lymph nodes, the liver, and the spleen.",NCI:C37864 OMIM:607271 OMIM:603909 UMLS_CUI:C1328840 ICD9CM:279.41 MSH:D056735 CSP:1560-5548 ICD10CM:D89.82 OMIM:601859
UBERON:0001513,,
DOID:8387,,UMLS_CUI:C1334735 NCI:C7092
HP:0010956,,
DOID:8956,"A viral infectious disease that results_in infection in rodents, cows, and humans, located_in skin, has_material_basis_in Cowpox virus, which is transmitted_by contact with an infected animal. The infection results_in_formation_of vesicopustular lesions on the hands or face.",SNOMEDCT_2010_1_31:154344005 MSH:D015605 SNOMEDCT_2010_1_31:70090004 ICD9CM:051.01 SNOMEDCT_2010_1_31:266193008 UMLS_CUI:C0010232
CL:0002070,,
HP:0001669,,
HP:0100086,,
UBERON:0001728,,
UBERON:0001514,,
HP:0010742,,
UBERON:0014849,,
HP:0003999,,
DOID:5611,,UMLS_CUI:C1332286 NCI:C8605
DOID:8386,,UMLS_CUI:C0863185 NCI:C8444
DOID:0050256,"A parasitic helminthiasis infectious disease that involves parasitic infection of the intestine, central nervous system and eyes by Angiostrongylus cantonensis or Angiostrongylus costaricensis.",
HP:0010957,,
CL:0000150,,
DOID:0050382,A tularemia that results_in swelling of regional lymph glands.,
HP:0005321,,
CL:0002071,,
HP:0100087,,
HP:0010743,,
UBERON:0001517,,
HP:0003996,,
UBERON:0013106,,
DOID:8599,,ICD9CM:202.25 SNOMEDCT_2010_1_31:95261008 SNOMEDCT_2010_1_31:188634000 UMLS_CUI:C0153814
HP:0010958,,
DOID:2870,An endometrial carcinoma that derives_from epithelial cells of glandular origin.,SNOMEDCT_2010_1_31:309245001 SNOMEDCT_2010_1_31:123845008 UMLS_CUI:C1153706 SNOMEDCT_2010_1_31:189652009 SNOMEDCT_2010_1_31:189649001 NCI:C6290 UMLS_CUI:C1336905 UMLS_CUI:C0279763
HP:0010744,,
CL:0000151,,
HP:0005320,,
CL:0002072,,
DOID:1700,,UMLS_CUI:C0079588 OMIM:308100 SNOMEDCT_2010_1_31:254160003 SNOMEDCT_2010_1_31:72523005 MSH:D016114 SNOMEDCT_2010_1_31:402771003 NCI:C84779 SNOMEDCT_2010_1_31:205552006
HP:0100088,,
_:b78,,
HP:0003997,,
UBERON:0001516,,
HP:0100089,,
HP:0003994,,
DOID:2685,,NCI:C6582 UMLS_CUI:C1266128 SNOMEDCT_2010_1_31:404076001 SNOMEDCT_2010_1_31:128745002
UBERON:3000477,,
UBERON:0001927,,
HP:0010515,,
HP:0005323,,
UBERON:0014843,,
HP:0002619,,
UBERON:0001510,,
NCBITaxon:203397,,
HP:0003995,,
NCBITaxon:91493,,
DOID:613,,NCI:C27145 UMLS_CUI:C1274233 SNOMEDCT_2010_1_31:402792003
HP:0003781,,
UBERON:3000475,,
CL:1000239,,
UBERON:0001926,,
HP:0010516,,
DOID:6115,,UMLS_CUI:C1334380 NCI:C5302
HP:0005322,,
UBERON:0014844,,
UBERON:0010289,,
DOID:0050050,"A spotted fever that has_material_basis_in Rickettsia japonica, which is transmitted_by ticks (Dermacentor taiwanensis and Haemaphysalis flava). The infection has_symptom fever, has_symptom eschars, has_symptom regional adenopathy, and has_symptom rash on extremities.",
DOID:2687,,UMLS_CUI:C0856900 NCI:C5585
DOID:14305,"A pleural empyema which involves presence of pus in the pleural cavity and calcified visceral pleura. It results from a large number of mycobacteria spilling into the pleural space, usually from rupture of a cavity or an adjacent paranchymal focus via a bronchopleural fistula.",NCI:C34575 SNOMEDCT_2010_1_31:186184002 MSH:D004654 UMLS_CUI:C0014014 SNOMEDCT_2010_1_31:14527007
HP:0003992,,
UBERON:0003329,,
