title	pmid	doi	scopus_eid	pub_date
PhenoModifier: a genetic modifier database for elucidating the genetic basis of human phenotypic variation.	31642469	10.1093/nar/gkz930		2020-01-08
SEAweb: the small RNA Expression Atlas web application.	31598718	10.1093/nar/gkz869		2020-01-08
The DisGeNET knowledge platform for disease genomics: 2019 update.	31680165	10.1093/nar/gkz1021		2020-01-08
The IUPHAR/BPS Guide to PHARMACOLOGY in 2020: extending immunopharmacology content and introducing the IUPHAR/MMV Guide to MALARIA PHARMACOLOGY.	31691834	10.1093/nar/gkz951		2020-01-08
The reactome pathway knowledgebase.	31691815	10.1093/nar/gkz1031		2020-01-08
The Year of the Rat: The Rat Genome Database at 20: a multi-species knowledgebase and analysis platform.	31713623	10.1093/nar/gkz1041		2020-01-08
A Probabilistic Matrix Decomposition Method for Identifying miRNA-Disease Associations		10.1007/978-3-030-60802-6_35	2-s2.0-85094137124	2020-01-01
A structured model for immune exposures.	32283555	10.1093/database/baaa016		2020-01-01
An intelligent healthcare monitoring framework using wearable sensors and social networking data		10.1016/j.future.2020.07.047	2-s2.0-85088916811	2020-01-01
Automated generation of gene summaries at the Alliance of Genome Resources.	32559296	10.1093/database/baaa037		2020-01-01
BiOnt: Deep learning using multiple biomedical ontologies for relation extraction		10.1007/978-3-030-45442-5_46	2-s2.0-85084182686	2020-01-01
CircR2Cancer: a manually curated database of associations between circRNAs and cancers.	33181824	10.1093/database/baaa085		2020-01-01
Clinical Trials Data Management in the Big Data Era		10.1007/978-3-030-59612-5_14	2-s2.0-85092095284	2020-01-01
CoCoScore: context-aware co-occurrence scoring for text mining applications using distant supervision.	31199464	10.1093/bioinformatics/btz490		2020-01-01
Computational Methods for Predicting Autism Spectrum Disorder from Gene Expression Data		10.1007/978-3-030-65390-3_31	2-s2.0-85101876845	2020-01-01
Discovery of significant mirna-biomarkers for breast cancer using decision tree classifier			2-s2.0-85085011212	2020-01-01
Evaluation of cross-ontology association rules weighted by term specificity		10.1504/IJDMB.2020.112856	2-s2.0-85100627443	2020-01-01
GenCLiP 3: Mining human genes’ functions and regulatory networks from pubmed based on co-occurrences and natural language processing		10.1093/bioinformatics/btz807	2-s2.0-85091844760	2020-01-01
GESgnExt: Gene Expression Signature Extraction and Meta-Analysis on Gene Expression Omnibus	30714937	10.1109/JBHI.2019.2896144	2-s2.0-85077521353	2020-01-01
Hybrid semantic recommender system for chemical compounds		10.1007/978-3-030-45442-5_12	2-s2.0-85084193067	2020-01-01
Jupyter notebook-based tools for building structured datasets from the Sequence Read Archive	32864105	10.12688/f1000research.23180.2	2-s2.0-85090101326	2020-01-01
Mass spectrometry searches using MASST.	31894142	10.1038/s41587-019-0375-9		2020-01-01
Matching biodiversity and ecology ontologies: Challenges and evaluation results		10.1017/S0269888920000132	2-s2.0-85082559769	2020-01-01
Omics-based Identification of Glycan Structures as Biomarkers for a Variety of Diseases	31622036	10.1002/minf.201900112	2-s2.0-85074403599	2020-01-01
Ontology Design for Pharmaceutical Research Outcomes		10.1007/978-3-030-54956-5_9	2-s2.0-85090094811	2020-01-01
Plasma protein biomarkers and their association with mutually exclusive cardiovascular phenotypes: the FIBRO-TARGETS case-control analyses.	31062082	10.1007/s00392-019-01480-4		2020-01-01
Predicting Associations Between Proteins and Multiple Diseases		10.1007/978-3-030-59491-6_36	2-s2.0-85092099420	2020-01-01
Predicting Metabolite-Disease Associations Based on Linear Neighborhood Similarity with Improved Bipartite Network Projection Algorithm		10.1155/2020/9342640	2-s2.0-85085939630	2020-01-01
Structured reviews for data and knowledge-driven research.	32283553	10.1093/database/baaa015		2020-01-01
The ICARUS Ontology: A general aviation ontology developed using a multi-layer approach		10.1145/3405962.3405983	2-s2.0-85091502415	2020-01-01
FibroAtlas: A Database for the Exploration of Fibrotic Diseases and Their Genes.	32082621	10.1155/2019/4237285		2019-12-30
Reconstruction of Cell-type-Specific Interactomes at Single-Cell Resolution.	31786210	10.1016/j.cels.2019.10.007		2019-12-18
Persistent Exposure to Fusobacterium nucleatum Triggers Chemokine/Cytokine Release and Inhibits the Proliferation and Osteogenic Differentiation Capabilities of Human Gingiva-Derived Mesenchymal Stem Cells.	31921705	10.3389/fcimb.2019.00429		2019-12-17
MeinteR: A framework to prioritize DNA methylation aberrations based on conformational and cis-regulatory element enrichment.	31844073	10.1038/s41598-019-55453-8		2019-12-16
LncDisAP: a computation model for LncRNA-disease association prediction based on multiple biological datasets.	31787106	10.1186/s12859-019-3081-1		2019-12-02
DAISY: A Data Information System for accountability under the General Data Protection Regulation.	31800037	10.1093/gigascience/giz140		2019-12-01
From DIKW pyramid to graph database: A tool for machine processing of nutritional epidemiologic research data		10.1109/BigData47090.2019.9006469	2-s2.0-85081317232	2019-12-01
Identifying gene function and module connections by the integration of multispecies expression compendia.	31754022	10.1101/gr.251983.119		2019-12-01
Interconnection of Biological Knowledge Using NikkajiRDF and Interlinking Ontology for Biological Concepts		10.1007/s00354-019-00074-y	2-s2.0-85074036742	2019-12-01
Ontology: Footstone for Strong Artificial Intelligence		10.24920/003701	2-s2.0-85077497713	2019-12-01
The JAX Synteny Browser for mouse-human comparative genomics.	31776723	10.1007/s00335-019-09821-4		2019-12-01
Towards better drug repositioning using joint learning		10.1109/INDICON47234.2019.9029004	2-s2.0-85083040077	2019-12-01
Standard operating procedure for curation and clinical interpretation of variants in cancer.	31779674	10.1186/s13073-019-0687-x		2019-11-29
Computational resources associating diseases with genotypes, phenotypes and exposures.	30102366	10.1093/bib/bby071		2019-11-27
Identifying Cancer genes by combining two-rounds RWR based on multiple biological data.	31760937	10.1186/s12859-019-3123-8		2019-11-25
Prioritizing candidate diseases-related metabolites based on literature and functional similarity.	31760947	10.1186/s12859-019-3127-4		2019-11-25
The Hearing Impairment Ontology: A Tool for Unifying Hearing Impairment Knowledge to Enhance Collaborative Research.	31766582	10.3390/genes10120960		2019-11-21
Prediction of disease-related metabolites using bi-random walks.	31730648	10.1371/journal.pone.0225380		2019-11-15
GBDTCDA: Predicting circRNA-disease Associations Based on Gradient Boosting Decision Tree with Multiple Biological Data Fusion.	31853227	10.7150/ijbs.33806		2019-11-08
MIENTURNET: an interactive web tool for microRNA-target enrichment and network-based analysis.	31684860	10.1186/s12859-019-3105-x		2019-11-04
Design and evaluation of conceptual ontologies for electrochemistry as a domain		10.1109/WIECON-ECE48653.2019.9019987	2-s2.0-85082121865	2019-11-01
Formatting biological big data for modern machine learning in drug discovery		10.1002/wcms.1408	2-s2.0-85059122170	2019-11-01
Identifying diseases that cause psychological trauma and social avoidance by Xgboost		10.1109/BIBM47256.2019.8983295	2-s2.0-85084330778	2019-11-01
Ontology Integration Programs Study Administration (PSA) System and Lecturer Performance Report (LPR) System		10.1109/CITSM47753.2019.8965328	2-s2.0-85082386425	2019-11-01
Pan-cancer whole-genome analyses of metastatic solid tumours.	31645765	10.1038/s41586-019-1689-y		2019-11-01
Drug repositioning through integration of prior knowledge and projections of drugs and diseases	30865257	10.1093/bioinformatics/btz182	2-s2.0-85070075176	2019-10-15
Benchmark of computational methods for predicting microRNA-disease associations.	31594544	10.1186/s13059-019-1811-3		2019-10-08
Bayesian approach to incorporating different types of biomedical knowledge bases into information retrieval systems for clinical decision support in precision medicine	31301513	10.1016/j.jbi.2019.103238	2-s2.0-85071518844	2019-10-01
Improving the classification of neuropsychiatric conditions using gene ontology terms as features	31025483	10.1002/ajmg.b.32727	2-s2.0-85065065399	2019-10-01
Predicting circRNA-Disease Associations Based on Improved Collaboration Filtering Recommendation System With Multiple Data.	31608124	10.3389/fgene.2019.00897		2019-09-25
Ontology based mining of pathogen-disease associations from literature.	31533864	10.1186/s13326-019-0208-2		2019-09-18
Determination of chemical-disease risk values to prioritize connections between environmental factors, genetic variants, and human diseases.	31323264	10.1016/j.taap.2019.114674		2019-09-15
Predicting circRNA-Disease Associations Based on circRNA Expression Similarity and Functional Similarity.	31572444	10.3389/fgene.2019.00832		2019-09-12
Using Twitter to Understand the Human Bowel Disease Community: Exploratory Analysis of Key Topics.	31411142	10.2196/12610		2019-08-15
BNO—An ontology for understanding the transittability of complex biomolecular networks		10.1016/j.websem.2019.01.002	2-s2.0-85060343336	2019-08-01
Building a biomedical ontology for chronic liver disease		10.1109/CITS.2019.8862104	2-s2.0-85074151662	2019-08-01
Exploring the dark genome: implications for precision medicine.	31270560	10.1007/s00335-019-09809-0		2019-08-01
Public data sources to support systems toxicology applications.	33604492	10.1016/j.cotox.2019.03.002		2019-08-01
ROBOT: A Tool for Automating Ontology Workflows.	31357927	10.1186/s12859-019-3002-3		2019-07-29
Building a biomedical ontology for respiratory tract infection		10.1145/3348445.3348461	2-s2.0-85073202725	2019-07-27
Predicting drug-induced transcriptome responses of a wide range of human cell lines by a novel tensor-train decomposition algorithm.	31510663	10.1093/bioinformatics/btz313		2019-07-15
iCircDA-MF: Identification of circRNA-disease associations based on matrix factorization	31197324	10.1093/bib/bbz057	2-s2.0-85088276475	2019-07-10
A genetics-led approach defines the drug target landscape of 30 immune-related traits.	31253980	10.1038/s41588-019-0456-1		2019-07-01
Prioritizing complex disease risk genes by integrating multiple data	29627504	10.1016/j.ygeno.2018.03.014	2-s2.0-85045306618	2019-07-01
Towards the automated economic assessment of newborn screening for rare diseases	31128259	10.1016/j.jbi.2019.103216	2-s2.0-85066424347	2019-07-01
GUILDify v2.0: A Tool to Identify Molecular Networks Underlying Human Diseases, Their Comorbidities and Their Druggable Targets	30851278	10.1016/j.jmb.2019.02.027	2-s2.0-85062913663	2019-06-14
PathoPhenoDB, linking human pathogens to their phenotypes in support of infectious disease research.	31160594	10.1038/s41597-019-0090-x		2019-06-03
CancerMine: a literature-mined resource for drivers, oncogenes and tumor suppressors in cancer	31110280	10.1038/s41592-019-0422-y	2-s2.0-85066110359	2019-06-01
PSPS: A pharmacological substances prediction system based on biomedical literature data		10.1109/ICHI.2019.8904486	2-s2.0-85075941274	2019-06-01
ALS blood expression profiling identifies new biomarkers, patient subgroups, and evidence for neutrophilia and hypoxia.	31118040	10.1186/s12967-019-1909-0		2019-05-22
Literature-Based Enrichment Insights into Redox Control of Vascular Biology.	31223421	10.1155/2019/1769437		2019-05-16
Pathway-specific protein domains are predictive for human diseases.	31075101	10.1371/journal.pcbi.1007052		2019-05-10
Tissue-specific genes as an underutilized resource in drug discovery.	31076736	10.1038/s41598-019-43829-9		2019-05-10
Integrating molecular networks with genetic variant interpretation for precision medicine.	30548534	10.1002/wsbm.1443		2019-05-01
OMDP: An ontology-based model for diagnosis and treatment of diabetes patients in remote healthcare systems		10.1177/1550147719847112	2-s2.0-85065232229	2019-05-01
PathEmb: Random Walk Based Document Embedding for Global Pathway Similarity Search	29993756	10.1109/JBHI.2018.2830806	2-s2.0-85046375383	2019-05-01
Annotating and detecting phenotypic information for chronic obstructive pulmonary disease.	31984360	10.1093/jamiaopen/ooz009		2019-04-26
An ontology for representing hematologic malignancies: the cancer cell ontology.	31272372	10.1186/s12859-019-2722-8		2019-04-25
HumCFS: a database of fragile sites in human chromosomes.	30999860	10.1186/s12864-018-5330-5		2019-04-18
exRNA Atlas Analysis Reveals Distinct Extracellular RNA Cargo Types and Their Carriers Present across Human Biofluids.	30951672	10.1016/j.cell.2019.02.018		2019-04-04
Investigation of somatic single nucleotide variations in human endogenous retrovirus elements and their potential association with cancer.	30934003	10.1371/journal.pone.0213770		2019-04-01
Repurposing drugs to treat L-DOPA-induced dyskinesia in Parkinson's disease	29907424	10.1016/j.neuropharm.2018.05.035	2-s2.0-85062118709	2019-03-15
Quantitative evaluation of ontology design patterns for combining pathology and anatomy ontologies.	30858527	10.1038/s41598-019-40368-1		2019-03-11
Design, implementation, and operation of a rapid, robust named entity recognition web service.	30850898	10.1186/s13321-019-0344-9		2019-03-08
Xenbase: Facilitating the Use of Xenopus to Model Human Disease.	30863320	10.3389/fphys.2019.00154		2019-02-26
Convergent perturbation of the human domain-resolved interactome by viruses and mutations inducing similar disease phenotypes.	30759076	10.1371/journal.pcbi.1006762		2019-02-13
Phenotero: Annotate as you write	30417324	10.1111/cge.13471	2-s2.0-85058019909	2019-02-01
Identifying Candidate Diseases-related Metabolites Based on Disease Similarity		10.1109/BIBM.2018.8621318	2-s2.0-85062574159	2019-01-21
Predicting candidate disease-related lncRNAs based on network random walk		10.1109/BIBM.2018.8621229	2-s2.0-85062528280	2019-01-21
Use case driven evaluation of open databases for pediatric cancer research.	30675185	10.1186/s13040-018-0190-8		2019-01-15
ECO, the Evidence & Conclusion Ontology: community standard for evidence information.	30407590	10.1093/nar/gky1036		2019-01-08
HMDD v3.0: a database for experimentally supported human microRNA-disease associations.	30364956	10.1093/nar/gky1010		2019-01-08
IID 2018 update: context-specific physical protein-protein interactions in human, model organisms and domesticated species.	30407591	10.1093/nar/gky1037		2019-01-08
iProX: an integrated proteome resource.	30252093	10.1093/nar/gky869		2019-01-08
LncRNADisease 2.0: an updated database of long non-coding RNA-associated diseases.	30285109	10.1093/nar/gky905		2019-01-08
OMIM.org: leveraging knowledge across phenotype-gene relationships.	30445645	10.1093/nar/gky1151		2019-01-08
The Comparative Toxicogenomics Database: update 2019.	30247620	10.1093/nar/gky868		2019-01-08
The jPOST environment: an integrated proteomics data repository and database.	30295851	10.1093/nar/gky899		2019-01-08
BO-LSTM: classifying relations via long short-term memory networks along biomedical ontologies.	30616557	10.1186/s12859-018-2584-5		2019-01-07
BRWSP: Predicting circRNA-Disease Associations Based on Biased Random Walk to Search Paths on a Multiple Heterogeneous Network		10.1155/2019/5938035	2-s2.0-85076810301	2019-01-01
Building a comprehensive Romanian knowledge base for drug administration			2-s2.0-85076258958	2019-01-01
Clinical applications of machine learning algorithms: Beyond the black box	30862612	10.1136/bmj.l886	2-s2.0-85062890886	2019-01-01
Data and text processing for health and life sciences	31183816	10.1007/978-3-030-13845-5_1	2-s2.0-85067178666	2019-01-01
Deep learning for noise-tolerant RDFS reasoning		10.3233/SW-180363	2-s2.0-85072370517	2019-01-01
dictyBase and the Dicty Stock Center (version 2.0) - a progress report.	31840793	10.1387/ijdb.190226pf		2019-01-01
Integrated curation and data mining for disease and phenotype models at the Rat Genome Database.	30753478	10.1093/database/baz014		2019-01-01
Integrating and maintaining OMIM cross-references in the disease ontology			2-s2.0-85113708239	2019-01-01
Mobile Cloud Support for Semantic-Enriched Speech Recognition in Social Care		10.1109/TCC.2016.2570757	2-s2.0-84992545326	2019-01-01
Re-curation and rational enrichment of knowledge graphs in Biological Expression Language.	31225582	10.1093/database/baz068		2019-01-01
ResMarkerDB: a database of biomarkers of response to antibody therapy in breast and colorectal cancer.	31169290	10.1093/database/baz060		2019-01-01
Semantic middleware architectures for IoT healthcare applications		10.1007/978-3-030-10752-9_11	2-s2.0-85061048155	2019-01-01
The Sickle Cell Disease Ontology: enabling universal sickle cell-based knowledge representation.	31769834	10.1093/database/baz118		2019-01-01
The utility of phenomics in diagnosis of inherited metabolic disorders.	30651242	10.7861/clinmedicine.19-1-30		2019-01-01
Using Context-Sensitive Text Mining to Identify miRNAs in Different Stages of Atherosclerosis	31378854	10.1055/s-0039-1693165	2-s2.0-85070305073	2019-01-01
Using metadata for locating genomic datasets on a global scale			2-s2.0-85075634737	2019-01-01
Experimental evaluation of query reformulation techniques in the context of medical information retrieval			2-s2.0-85059480756	2018-12-31
Large-scale mining disease comorbidity relationships from post-market drug adverse events surveillance data.	30591027	10.1186/s12859-018-2468-8		2018-12-28
Network embedding in biomedical data science		10.1093/bib/bby117	2-s2.0-85065239814	2018-12-10
Identifying High-Priority Proteins Across the Human Diseasome Using Semantic Similarity.	30256117	10.1021/acs.jproteome.8b00393		2018-12-07
MER: a shell script and annotation server for minimal named entity recognition and linking.	30519990	10.1186/s13321-018-0312-9		2018-12-05
GM604 regulates developmental neurogenesis pathways and the expression of genes associated with amyotrophic lateral sclerosis.	30524706	10.1186/s40035-018-0135-7		2018-12-03
CardioVAI: An automatic implementation of ACMG-AMP variant interpretation guidelines in the diagnosis of cardiovascular diseases	30298955	10.1002/humu.23665	2-s2.0-85055259528	2018-12-01
Epigenome analysis links gene regulatory elements in group 2 innate lymphocytes to asthma susceptibility	29486229	10.1016/j.jaci.2017.12.1006	2-s2.0-85044315534	2018-12-01
Improving the Gene Ontology Resource to Facilitate More Informative Analysis and Interpretation of Alzheimer's Disease Data.	30501127	10.3390/genes9120593		2018-11-29
BioJupies: Automated Generation of Interactive Notebooks for RNA-Seq Data Analysis in the Cloud.	30447998	10.1016/j.cels.2018.10.007		2018-11-28
Non-coding Class Switch Recombination-Related Transcription in Human Normal and Pathological Immune Responses.	30519242	10.3389/fimmu.2018.02679		2018-11-21
A reference set of curated biomedical data and metadata from clinical case reports.	30457569	10.1038/sdata.2018.258		2018-11-20
Bioinformatics methodologies for coeliac disease and its comorbidities		10.1093/bib/bby109	2-s2.0-85081534546	2018-11-16
Harmonising phenomics information for a better interoperability in the rare disease field	29425702	10.1016/j.ejmg.2018.01.013	2-s2.0-85042374300	2018-11-01
Heterogeneous network embedding for identifying symptom candidate genes.	30357378	10.1093/jamia/ocy117		2018-11-01
Hybrid natural language processing for high-performance patent and literature mining in IBM Watson for Drug Discovery		10.1147/JRD.2018.2888975	2-s2.0-85062594821	2018-11-01
Predicting MicroRNA-Disease Associations Based on Improved MicroRNA and Disease Similarities	27392365	10.1109/TCBB.2016.2586190	2-s2.0-85041238374	2018-11-01
Investigating plausible reasoning over knowledge graphs for semantics-based health data analytics		10.1109/WETICE.2018.00035	2-s2.0-85057324530	2018-10-17
Gene multifunctionality scoring using gene ontology	30419786	10.1142/S0219720018400188	2-s2.0-85056362952	2018-10-01
Modeling ontological knowledge network for aerospace equipment development		10.3785/j.issn.1008-973X.2018.10.023	2-s2.0-85057284816	2018-10-01
Viruses.STRING: A Virus-Host Protein-Protein Interaction Database.	30249048	10.3390/v10100519		2018-09-23
DES-Mutation: System for Exploring Links of Mutations and Diseases.	30190574	10.1038/s41598-018-31439-w		2018-09-06
Towards a complete map of the human long non-coding RNA transcriptome.	29795125	10.1038/s41576-018-0017-y		2018-09-01
HPO2GO: prediction of human phenotype ontology term associations for proteins using cross ontology annotation co-occurrences.	30083448	10.7717/peerj.5298		2018-08-02
An automated identification and analysis of ontological terms in gastrointestinal diseases and nutrition-related literature provides useful insights.	30065857	10.7717/peerj.5047		2018-07-26
Annotating Diseases Using Human Phenotype Ontology Improves Prediction of Disease-Associated Long Non-coding RNAs	29758261	10.1016/j.jmb.2018.05.006	2-s2.0-85047373306	2018-07-20
Phenotype-driven gene prioritization for rare diseases using graph convolution on heterogeneous networks.	29980210	10.1186/s12920-018-0372-8		2018-07-06
Exploring the molecular pathogenesis associated with T-cell prolymphocytic leukemia based on a comprehensive bioinformatics analysis.	29928415	10.3892/ol.2018.8615		2018-07-01
Genome sequencing uncovers phenocopies in primary progressive multiple sclerosis.	29908077	10.1002/ana.25263		2018-07-01
NewGOA: Predicting New GO Annotations of Proteins by Bi-Random Walks on a Hybrid Graph	28641268	10.1109/TCBB.2017.2715842	2-s2.0-85021830271	2018-07-01
Ontology driven cross-linked domain data integration and spatial semantic multi criteria query system for geospatial public health		10.4018/IJSWIS.2018070101	2-s2.0-85047736932	2018-07-01
Proximal Pathway Enrichment Analysis for Targeting Comorbid Diseases via Network Endopharmacology.	29932108	10.3390/ph11030061		2018-06-22
Sustainable data and metadata management at the BD2K-LINCS Data Coordination and Integration Center.	29917015	10.1038/sdata.2018.117		2018-06-19
PhenoRank: reducing study bias in gene prioritization through simulation.	29360927	10.1093/bioinformatics/bty028		2018-06-15
DincRNA: A comprehensive web-based bioinformatics toolkit for exploring disease associations and ncRNA function	29365045	10.1093/bioinformatics/bty002	2-s2.0-85048039780	2018-06-01
Neutral Theory, Disease Mutations, and Personal Exomes.	29688514	10.1093/molbev/msy085		2018-06-01
CoNVaQ: a web tool for copy number variation-based association studies.	29776329	10.1186/s12864-018-4732-8		2018-05-18
Patient similarity by joint matrix trifactorization to identify subgroups in acute myeloid leukemia.	31984320	10.1093/jamiaopen/ooy008		2018-05-14
Prediction of deleterious mutations in coding regions of mammals with transfer learning.	30622632	10.1111/eva.12607		2018-05-09
A Systems Approach to Refine Disease Taxonomy by Integrating Phenotypic and Molecular Networks.	29669699	10.1016/j.ebiom.2018.04.002		2018-05-01
Drug repositioning by integrating known disease-gene and drug-target associations in a semi-supervised learning model	29700660	10.1007/s10441-018-9325-z	2-s2.0-85046012843	2018-04-26
Human disease-protein network		10.2174/1570164614666171031154904	2-s2.0-85045992591	2018-04-01
Heterogeneous network propagation for herb target identification.	29589568	10.1186/s12911-018-0592-z		2018-03-22
Ontological reasoning for understanding the behaviour of complex biomolecular networks		10.1109/AICCSA.2017.182	2-s2.0-85046083717	2018-03-07
A Genome-Wide Search for Gene-Environment Effects in Isolated Cleft Lip with or without Cleft Palate Triads Points to an Interaction between Maternal Periconceptional Vitamin Use and Variants in ESRRG.	29535761	10.3389/fgene.2018.00060		2018-02-26
DMTO: a realistic ontology for standard diabetes mellitus treatment.	29409535	10.1186/s13326-018-0176-y		2018-02-06
Bio-SimVerb and Bio-SimLex: wide-coverage evaluation sets of word similarity in biomedicine.	29402212	10.1186/s12859-018-2039-z		2018-02-05
Computational drug repositioning for rare diseases in the era of precision medicine	29055182	10.1016/j.drudis.2017.10.009	2-s2.0-85033493727	2018-02-01
RNA-Seq Analysis of IL-1B and IL-36 Responses in Epidermal Keratinocytes Identifies a Shared MyD88-Dependent Gene Signature.	29434599	10.3389/fimmu.2018.00080		2018-01-29
DISNOR: a disease network open resource.	29036667	10.1093/nar/gkx876		2018-01-04
eRAM: encyclopedia of rare disease annotations for precision medicine.	29106618	10.1093/nar/gkx1062		2018-01-04
Lnc2Meth: a manually curated database of regulatory relationships between long non-coding RNAs and DNA methylation associated with human disease.	29069510	10.1093/nar/gkx985		2018-01-04
MNDR v2.0: an updated resource of ncRNA-disease associations in mammals.	29106639	10.1093/nar/gkx1025		2018-01-04
Mouse Genome Database (MGD)-2018: knowledgebase for the laboratory mouse.	29092072	10.1093/nar/gkx1006		2018-01-04
PedAM: a database for Pediatric Disease Annotation and Medicine.	29126123	10.1093/nar/gkx1049		2018-01-04
The IUPHAR/BPS Guide to PHARMACOLOGY in 2018: updates and expansion to encompass the new guide to IMMUNOPHARMACOLOGY.	29149325	10.1093/nar/gkx1121		2018-01-04
The Reactome Pathway Knowledgebase.	29145629	10.1093/nar/gkx1132		2018-01-04
WormBase 2017: molting into a new stage.	29069413	10.1093/nar/gkx998		2018-01-04
An architecture for translational cancer research as exemplified by the German Cancer Consortium	30652543	10.1200/CCI.17.00062	2-s2.0-85053320147	2018-01-01
ATD: a comprehensive bioinformatics resource for deciphering the association of autophagy and diseases.	30239683	10.1093/database/bay093		2018-01-01
BioDataome: a collection of uniformly preprocessed and automatically annotated datasets for data-driven biology.	29688366	10.1093/database/bay011		2018-01-01
Cancer care treatment outcome ontology: A novel computable ontology for profiling treatment outcomes in patients with solid tumors	30652600	10.1200/CCI.18.00026	2-s2.0-85062457264	2018-01-01
Development of knowledge-based ontology framework for diabetes patients in medical applications			2-s2.0-85099479429	2018-01-01
FAIR principles and the IEDB: short-term improvements and a long-term vision of OBO-foundry mediated machine-actionable interoperability.	29688354	10.1093/database/bax105		2018-01-01
Fast and scalable learning of neuro-symbolic representations of biomedical knowledge			2-s2.0-85048327358	2018-01-01
Formalizing the representation of immune exposures for human immunology studies			2-s2.0-85059862820	2018-01-01
Integrative Analysis of Proteomics Data to Obtain Clinically Relevant Markers	29147916	10.1007/7651_2017_94	2-s2.0-85051863374	2018-01-01
KTAO: A kidney tissue atlas ontology to support community-based kidney knowledge base development and data integration			2-s2.0-85059869285	2018-01-01
Large-scale analysis of disease pathways in the human interactome.	29218874			2018-01-01
Mouse genome informatics (MGI) is the international resource for information on the laboratory mouse	29761459	10.1007/978-1-4939-7737-6_7	2-s2.0-85047154488	2018-01-01
Semantic-enabled hybrid genetic disease diagnostics in next-generation sequenced data		10.7494/csci.2018.19.2.2319	2-s2.0-85047338098	2018-01-01
Transforming and unifying research with biomedical ontologies the Penn TURBO project			2-s2.0-85059855386	2018-01-01
Visualization of biomedical networks		10.1016/B978-0-12-809633-8.20430-5	2-s2.0-85065258010	2018-01-01
Wikidata as an intuitive resource towards semantic data modeling in data FAIRification			2-s2.0-85058938109	2018-01-01
Measuring disease similarity and predicting disease-related ncRNAs by a novel method.	29297338	10.1186/s12920-017-0315-9		2017-12-28
eGARD: Extracting associations between genomic anomalies and drug responses from text.	29261751	10.1371/journal.pone.0189663		2017-12-20
The Porphyromonas gingivalis/Host Interactome Shows Enrichment in GWASdb Genes Related to Alzheimer's Disease, Diabetes and Cardiovascular Diseases.	29311898	10.3389/fnagi.2017.00408		2017-12-12
Identifying microRNA targets in epithelial-mesenchymal transition using joint-intervention causal inference		10.1145/3156346.3156353	2-s2.0-85040797877	2017-12-07
Matching disease and phenotype ontologies in the ontology alignment evaluation initiative.	29197409	10.1186/s13326-017-0162-9		2017-12-02
Tumor molecular profiling of NSCLC patients using next generation sequencing.	29130105	10.3892/or.2017.6051		2017-12-01
Drug target ontology to classify and integrate drug discovery data.	29122012	10.1186/s13326-017-0161-x		2017-11-09
Computer-aided biomarker discovery for precision medicine: Data resources, models and applications	29194464	10.1093/bib/bbx158	2-s2.0-85068495468	2017-11-02
Ontologies for the representation of electronic medical records: The obstetric and neonatal ontology		10.1002/asi.23900	2-s2.0-85021238718	2017-11-01
PDX-MI: Minimal Information for Patient-Derived Tumor Xenograft Models.	29092942	10.1158/0008-5472.CAN-17-0582		2017-11-01
Global hotspots and correlates of emerging zoonotic diseases.	29066781	10.1038/s41467-017-00923-8		2017-10-24
Evaluating phenotype-driven approaches for genetic diagnoses from exomes in a clinical setting.	29044180	10.1038/s41598-017-13841-y		2017-10-18
Prioritizing chronic obstructive pulmonary disease (COPD) candidate genes in COPD-related networks.	29262568	10.18632/oncotarget.21874		2017-10-17
A framework for exploring associations between biomedical terms in PubMed.	29262548	10.18632/oncotarget.21532		2017-10-05
Identification of susceptible genes for complex chronic diseases based on disease risk functional SNPs and interaction networks	28927989	10.1016/j.jbi.2017.09.006	2-s2.0-85029678941	2017-10-01
MetaSRA: normalized human sample-specific metadata for the Sequence Read Archive.	28535296	10.1093/bioinformatics/btx334		2017-09-15
Chronic obstructive pulmonary disease candidate gene prioritization based on metabolic networks and functional information.	28873096	10.1371/journal.pone.0184299		2017-09-05
TIN-X: target importance and novelty explorer.	28398460	10.1093/bioinformatics/btx200		2017-08-15
A novel method of predicting microRNA-disease associations based on microRNA, disease, gene and environment factor networks	28576328	10.1016/j.ymeth.2017.05.024	2-s2.0-85020173914	2017-07-15
GWAB: a web server for the network-based boosting of human genome-wide association data.	28449091	10.1093/nar/gkx284		2017-07-03
mTCTScan: a comprehensive platform for annotation and prioritization of mutations affecting drug sensitivity in cancers.	28482068	10.1093/nar/gkx400		2017-07-03
Towards efficiency in rare disease research: what is distinctive and important?	28639105	10.1007/s11427-017-9099-3	2-s2.0-85021177741	2017-07-01
Zebrafish Models of Human Disease: Gaining Insight into Human Disease at ZFIN.	28838067	10.1093/ilar/ilw040		2017-07-01
Assessing the miRNA sponge potential of RUNX1T1 in t(8;21) acute myeloid leukemia	28322996	10.1016/j.gene.2017.03.015	2-s2.0-85016394389	2017-06-05
QueryOR: a comprehensive web platform for genetic variant analysis and prioritization.	28454514	10.1186/s12859-017-1654-4		2017-04-28
Oncodomains: A protein domain-centric framework for analyzing rare variants in tumor samples.	28426665	10.1371/journal.pcbi.1005428		2017-04-20
DS-ontology: A disease-symptom ontology for general diagnosis enhancement		10.1145/3077584.3077586	2-s2.0-85023603765	2017-04-01
Klinefelter syndrome comorbidities linked to increased X chromosome gene dosage and altered protein interactome activity.	28369266	10.1093/hmg/ddx014		2017-04-01
