id	label	subClassOf
"DOID:12176"	"goiter"	"thyroid gland disease"
"DOID:2277"	"gonadal disease"	"endocrine system disease"
"DOID:14447"	"gonadal dysgenesis"	"disorder of sexual development"
"DOID:3301"	"gonadoblastoma"	"cell type benign neoplasm"
"DOID:13453"	"gonococcal bursitis"	"bursitis"
"DOID:9698"	"gonococcal endophthalmia"	"endophthalmitis"
"DOID:9384"	"gonococcal iridocyclitis"	"iridocyclitis"
"DOID:9697"	"gonococcal keratitis"	"keratitis"
"DOID:10400"	"gonococcal seminal vesiculitis"	"vesiculitis"
"DOID:13127"	"gonococcal spondylitis"	"spondylitis"
"DOID:13454"	"gonococcal synovitis"	"synovitis"
"DOID:7551"	"gonorrhea"	"primary bacterial infectious disease"
"DOID:13189"	"gout"	"arthritis"
"DOID:0081308"	"grade I lymphomatoid granulomatosis"	"lymphomatoid granulomatosis"
"DOID:0081309"	"grade II lymphomatoid granulomatosis"	"lymphomatoid granulomatosis"
"DOID:0081310"	"grade III lymphomatoid granulomatosis"	"lymphomatoid granulomatosis"
"DOID:0081267"	"graft-versus-host disease"	"immune system disease"
"DOID:4903"	"granular cell carcinoma"	"carcinoma"
"DOID:5258"	"granular cell leiomyosarcoma"	"leiomyosarcoma"
"DOID:2411"	"granular cell tumor"	"skin benign neoplasm"
"DOID:5047"	"granular cell tumor of the sellar region"	"posterior pituitary gland neoplasm"
"DOID:12318"	"granular corneal dystrophy"	"epithelial-stromal TGFBI dystrophy"
"DOID:0080530"	"granular corneal dystrophy 1"	"granular corneal dystrophy"
"DOID:0060444"	"granular corneal dystrophy 2"	"granular corneal dystrophy"
"DOID:3777"	"granuloma annulare"	"dermatitis"
"DOID:9113"	"granuloma inguinale"	"primary bacterial infectious disease"
"DOID:12132"	"granulomatosis with polyangiitis"	"autoimmune disease"
"DOID:0050246"	"granulomatous amebic encephalitis"	"parasitic protozoa infectious disease"
"DOID:2555"	"granulomatous angiitis"	"vasculitis"
"DOID:4397"	"granulomatous dermatitis"	"dermatitis"
"DOID:4561"	"granulomatous endometritis"	"endometritis"
"DOID:4038"	"granulomatous gastritis"	"gastritis"
"DOID:2239"	"granulomatous hepatitis"	"hepatitis"
"DOID:3428"	"granulomatous myositis"	"myositis"
"DOID:3089"	"granulomatous orchitis"	"testicular disease"
"DOID:2999"	"granulosa cell tumor"	"sex cord-gonadal stromal tumor"
"DOID:0111044"	"gray platelet syndrome"	"blood platelet disease"
"DOID:5822"	"gray zone lymphoma"	"lymphoma"
"DOID:0080836"	"growth hormone insensitivity syndrome with immune dysregulation 1"	"syndrome"
"DOID:0080837"	"growth hormone insensitivity syndrome with immune dysregulation 2"	"syndrome"
"DOID:6255"	"growth hormone secreting pituitary adenoma"	"functioning pituitary adenoma"
"DOID:0112007"	"growth hormone secreting pituitary adenoma 2"	"growth hormone secreting pituitary adenoma"
"DOID:0050799"	"guanidinoacetate methyltransferase deficiency"	"cerebral creatine deficiency syndrome"
"DOID:8602"	"gum cancer"	"oral cavity cancer"
"DOID:0050584"	"gummatous syphilis"	"tertiary syphilis"
"DOID:429"	"gynatresia"	"female reproductive system disease"
"DOID:12698"	"gynecomastia"	"disorder of sexual development"
"DOID:1415"	"gyrate atrophy"	"choroid disease"
"DOID:3332"	"haemonchiasis"	"trichostrongyloidiasis"
"DOID:0080179"	"haemophilus meningitis"	"bacterial meningitis"
"DOID:421"	"hair disease"	"integumentary system disease"
"DOID:5375"	"hair follicle neoplasm"	"skin benign neoplasm"
"DOID:285"	"hairy cell leukemia"	"chronic lymphocytic leukemia"
"DOID:13500"	"hairy tongue"	"tongue disease"
"DOID:12797"	"hallucinogen abuse"	"substance abuse"
"DOID:9977"	"hallucinogen dependence"	"drug dependence"
"DOID:3158"	"hand dermatosis"	"skin disease"
"DOID:10881"	"hand, foot and mouth disease"	"viral infectious disease"
"DOID:0060739"	"hand-foot-genital syndrome"	"syndrome"
"DOID:14472"	"hantavirus pulmonary syndrome"	"viral infectious disease"
"DOID:9149"	"hard palate cancer"	"oral cavity cancer"
"DOID:0111362"	"hawkinsinuria"	"amino acid metabolic disorder"
"DOID:11934"	"head and neck cancer"	"organ system cancer"
"DOID:1542"	"head and neck carcinoma"	"head and neck cancer"
"DOID:5520"	"head and neck squamous cell carcinoma"	"head and neck carcinoma"
"DOID:9768"	"heart aneurysm"	"heart disease"
"DOID:117"	"heart cancer"	"cardiovascular cancer"
"DOID:10273"	"heart conduction disease"	"heart disease"
"DOID:114"	"heart disease"	"cardiovascular system disease"
"DOID:6033"	"heart fibrosarcoma"	"heart sarcoma"
"DOID:5261"	"heart leiomyosarcoma"	"heart sarcoma"
"DOID:6285"	"heart lipoma"	"cardiovascular organ benign neoplasm"
"DOID:6547"	"heart lymphoma"	"heart cancer"
"DOID:6034"	"heart malignant hemangiopericytoma"	"heart sarcoma"
"DOID:5262"	"heart sarcoma"	"heart cancer"
"DOID:1681"	"heart septal defect"	"congenital heart disease"
"DOID:4079"	"heart valve disease"	"heart disease"
"DOID:0060125"	"heavy chain disease"	"hypersensitivity reaction type IV disease"
"DOID:210"	"heel spur"	"exostosis"
"DOID:5241"	"hemangioblastoma"	"hemangioma"
"DOID:255"	"hemangioma"	"cardiovascular organ benign neoplasm"
"DOID:254"	"hemangioma of intra-abdominal structure"	"hemangioma"
"DOID:271"	"hemangioma of liver"	"liver benign neoplasm"
"DOID:490"	"hemangioma of lung"	"lung benign neoplasm"
"DOID:14459"	"hemangioma of orbit"	"orbital disease"
"DOID:482"	"hemangioma of peripheral nerve"	"peripheral nervous system benign neoplasm"
"DOID:256"	"hemangioma of spleen"	"splenic disease"
"DOID:13081"	"hemangioma of subcutaneous tissue"	"skin benign neoplasm"
"DOID:3850"	"hemangiopericytic tumor"	"perivascular tumor"
"DOID:264"	"hemangiopericytoma"	"hemangiopericytic tumor"
"DOID:801"	"hemarthrosis"	"arthropathy"
"DOID:12332"	"hematocele of tunica vaginalis testis"	"male reproductive system disease"
"DOID:2531"	"hematologic cancer"	"organ system cancer"
"DOID:74"	"hematopoietic system disease"	"disease of anatomical entity"
"DOID:0050846"	"hemidystonia"	"multifocal dystonia"
"DOID:10969"	"hemiplegia"	"central nervous system disease"
"DOID:2352"	"hemochromatosis"	"metal metabolism disorder"
"DOID:0111029"	"hemochromatosis type 1"	"hemochromatosis"
"DOID:0111034"	"hemochromatosis type 2"	"hemochromatosis"
"DOID:0111027"	"hemochromatosis type 2A"	"hemochromatosis type 2"
"DOID:0111032"	"hemochromatosis type 2B"	"hemochromatosis type 2"
"DOID:0111030"	"hemochromatosis type 3"	"hemochromatosis"
"DOID:0111028"	"hemochromatosis type 4"	"hemochromatosis"
"DOID:0111031"	"hemochromatosis type 5"	"hemochromatosis"
"DOID:2859"	"hemoglobin C disease"	"hemoglobinopathy"
"DOID:5378"	"hemoglobin D disease"	"hemoglobinopathy"
"DOID:5379"	"hemoglobin E disease"	"hemoglobinopathy"
"DOID:0110031"	"hemoglobin H disease"	"alpha thalassemia"
"DOID:2860"	"hemoglobinopathy"	"congenital hemolytic anemia"
"DOID:582"	"hemoglobinuria"	"proteinuria"
"DOID:583"	"hemolytic anemia"	"normocytic anemia"
"DOID:1098"	"hemolytic disease of the fetus"	"microcytic anemia"
"DOID:12554"	"hemolytic-uremic syndrome"	"kidney disease"
"DOID:9958"	"hemometra"	"uterine disease"
"DOID:11482"	"hemopericardium"	"pericardial effusion"
"DOID:0050120"	"hemophagocytic lymphohistiocytosis"	"lymphatic system disease"
"DOID:0061030"	"hemophilia"	"blood coagulation disease"
"DOID:12259"	"hemophilia B"	"hemophilia"
"DOID:2718"	"hemopneumothorax"	"pneumothorax"
"DOID:0050859"	"hemorrhagic cystitis"	"cystitis"
"DOID:2213"	"hemorrhagic disease"	"blood coagulation disease"
"DOID:9746"	"hemorrhoid"	"pelvic varices"
"DOID:12119"	"hemosiderosis"	"iron metabolism disease"
"DOID:0111901"	"heparin cofactor II deficiency"	"thrombophilia"
"DOID:3317"	"hepatic angiomyolipoma"	"liver benign neoplasm"
"DOID:12550"	"hepatic coma"	"hepatic encephalopathy"
"DOID:13413"	"hepatic encephalopathy"	"brain disease"
"DOID:260"	"hepatic flexure cancer"	"ascending colon cancer"
"DOID:13738"	"hepatic infarction"	"hepatic vascular disease"
"DOID:6370"	"hepatic osteogenic sarcoma"	"liver cancer"
"DOID:407"	"hepatic tuberculosis"	"gastrointestinal tuberculosis"
"DOID:272"	"hepatic vascular disease"	"vascular disease"
"DOID:0080177"	"hepatic veno-occlusive disease"	"hepatic vascular disease"
"DOID:0112254"	"hepatic venoocclusive disease with immunodeficiency"	"syndrome"
"DOID:2237"	"hepatitis"	"liver disease"
"DOID:12549"	"hepatitis A"	"viral infectious disease"
"DOID:2043"	"hepatitis B"	"viral infectious disease"
"DOID:1883"	"hepatitis C"	"viral infectious disease"
"DOID:2047"	"hepatitis D"	"viral infectious disease"
"DOID:4411"	"hepatitis E"	"viral infectious disease"
"DOID:3117"	"hepatobiliary benign neoplasm"	"gastrointestinal system benign neoplasm"
"DOID:3118"	"hepatobiliary disease"	"gastrointestinal system disease"
"DOID:0080355"	"hepatobiliary system cancer"	"gastrointestinal system cancer"
"DOID:687"	"hepatoblastoma"	"liver cancer"
"DOID:0050868"	"hepatocellular adenoma"	"liver benign neoplasm"
"DOID:684"	"hepatocellular carcinoma"	"liver carcinoma"
"DOID:5016"	"hepatocellular clear cell carcinoma"	"hepatocellular carcinoma"
"DOID:5230"	"hepatoerythropoietic porphyria"	"acute porphyria"
"DOID:0060534"	"hepatoid adenocarcinoma"	"adenocarcinoma"
"DOID:6512"	"hepatoid pattern ovarian yolk sac tumor"	"ovarian endodermal sinus tumor"
"DOID:8195"	"hepatoid pattern testicular yolk sac tumor"	"testicular yolk sac tumor"
"DOID:900"	"hepatopulmonary syndrome"	"liver disease"
"DOID:11823"	"hepatorenal syndrome"	"acute kidney failure"
"DOID:0081049"	"hepatosplenic T-cell lymphoma"	"mature T-cell and NK-cell lymphoma"
"DOID:5183"	"hereditary Wilms' tumor"	"nephroblastoma"
"DOID:0080714"	"hereditary alpha tryptasemia syndrome"	"syndrome"
"DOID:14735"	"hereditary angioedema"	"angioedema"
"DOID:0080939"	"hereditary angioedema type I"	"hereditary angioedema"
"DOID:0080940"	"hereditary angioedema type III"	"hereditary angioedema"
"DOID:0111582"	"hereditary arterial and articular multiple calcification syndrome"	"syndrome"
"DOID:0050951"	"hereditary ataxia"	"neurodegenerative disease"
"DOID:5683"	"hereditary breast ovarian cancer syndrome"	"syndrome"
"DOID:9794"	"hereditary choroidal atrophy"	"choroidal sclerosis"
"DOID:0112172"	"hereditary combined deficiency of vitamin K-dependent clotting factors"	"blood coagulation disease"
"DOID:7192"	"hereditary conventional renal cell carcinoma"	"hereditary renal cell carcinoma"
"DOID:13269"	"hereditary coproporphyria"	"acute porphyria"
"DOID:0111349"	"hereditary desmoid disease"	"syndrome"
"DOID:0080764"	"hereditary diffuse gastric cancer"	"diffuse gastric cancer"
"DOID:2373"	"hereditary elliptocytosis"	"hematopoietic system disease"
"DOID:0111678"	"hereditary folate malabsorption"	"vitamin metabolic disorder"
"DOID:9869"	"hereditary fructose intolerance syndrome"	"carbohydrate metabolic disorder"
"DOID:1270"	"hereditary hemorrhagic telangiectasia"	"vascular disease"
"DOID:0050947"	"hereditary hypophosphatemic rickets with hypercalciuria"	"rickets"
"DOID:0050580"	"hereditary lymphedema"	"lymphedema"
"DOID:0070212"	"hereditary lymphedema I"	"hereditary lymphedema"
"DOID:0070210"	"hereditary lymphedema IA"	"hereditary lymphedema"
"DOID:0070211"	"hereditary lymphedema IB"	"hereditary lymphedema"
"DOID:0070208"	"hereditary lymphedema IC"	"hereditary lymphedema"
"DOID:0070209"	"hereditary lymphedema ID"	"hereditary lymphedema"
"DOID:0070213"	"hereditary lymphedema II"	"hereditary lymphedema"
"DOID:0111684"	"hereditary mixed polyposis syndrome"	"intestinal disease"
"DOID:0111685"	"hereditary mixed polyposis syndrome 1"	"hereditary mixed polyposis syndrome"
"DOID:0111686"	"hereditary mixed polyposis syndrome 2"	"hereditary mixed polyposis syndrome"
"DOID:206"	"hereditary multiple exostoses"	"exostosis"
"DOID:0060843"	"hereditary neuropathy with liability to pressure palsies"	"neuropathy"
"DOID:0090120"	"hereditary neutrophilia"	"leukocyte disease"
"DOID:8498"	"hereditary night blindness"	"night blindness"
"DOID:0070274"	"hereditary nonpolyposis colorectal cancer type 2"	"Lynch syndrome"
"DOID:0070275"	"hereditary nonpolyposis colorectal cancer type 4"	"Lynch syndrome"
"DOID:0070272"	"hereditary nonpolyposis colorectal cancer type 5"	"Lynch syndrome"
"DOID:0070273"	"hereditary nonpolyposis colorectal cancer type 6"	"Lynch syndrome"
"DOID:0070276"	"hereditary nonpolyposis colorectal cancer type 7"	"Lynch syndrome"
"DOID:0070270"	"hereditary nonpolyposis colorectal cancer type 8"	"Lynch syndrome"
"DOID:0060360"	"hereditary papulotranslucent acrokeratoderma"	"cholesteatoma"
"DOID:0061026"	"hereditary pyropoikilocytosis"	"hemolytic anemia"
"DOID:4455"	"hereditary renal cell carcinoma"	"renal cell carcinoma"
"DOID:8500"	"hereditary retinal dystrophy"	"fundus dystrophy"
"DOID:0070162"	"hereditary sensory and autonomic neuropathy type 1"	"hereditary sensory neuropathy"
"DOID:0070152"	"hereditary sensory and autonomic neuropathy type 1A"	"hereditary sensory and autonomic neuropathy type 1"
"DOID:0070157"	"hereditary sensory and autonomic neuropathy type 1C"	"hereditary sensory and autonomic neuropathy type 1"
"DOID:0070161"	"hereditary sensory and autonomic neuropathy type 2"	"hereditary sensory neuropathy"
"DOID:0070155"	"hereditary sensory and autonomic neuropathy type 2A"	"hereditary sensory and autonomic neuropathy type 2"
"DOID:0070150"	"hereditary sensory and autonomic neuropathy type 2B"	"hereditary sensory and autonomic neuropathy type 2"
"DOID:0070145"	"hereditary sensory and autonomic neuropathy type 5"	"hereditary sensory neuropathy"
"DOID:0070151"	"hereditary sensory and autonomic neuropathy type 6"	"hereditary sensory neuropathy"
"DOID:0070149"	"hereditary sensory and autonomic neuropathy type 7"	"hereditary sensory neuropathy"
"DOID:0070153"	"hereditary sensory and autonomic neuropathy type 8"	"hereditary sensory neuropathy"
"DOID:0050548"	"hereditary sensory neuropathy"	"neuropathy"
"DOID:0070159"	"hereditary sensory neuropathy X-linked"	"hereditary sensory neuropathy"
"DOID:0070148"	"hereditary sensory neuropathy type 1B"	"hereditary sensory neuropathy"
"DOID:0070156"	"hereditary sensory neuropathy type 1D"	"hereditary sensory and autonomic neuropathy type 1"
"DOID:0070158"	"hereditary sensory neuropathy type 1E"	"hereditary sensory neuropathy"
"DOID:0070154"	"hereditary sensory neuropathy type 1F"	"hereditary sensory and autonomic neuropathy type 1"
"DOID:0070147"	"hereditary sensory neuropathy type 2C"	"hereditary sensory and autonomic neuropathy type 2"
"DOID:0070146"	"hereditary sensory neuropathy type 4"	"hereditary sensory neuropathy"
"DOID:2476"	"hereditary spastic paraplegia"	"paraplegia"
"DOID:0110763"	"hereditary spastic paraplegia 10"	"hereditary spastic paraplegia"
"DOID:0110764"	"hereditary spastic paraplegia 11"	"hereditary spastic paraplegia"
"DOID:0110765"	"hereditary spastic paraplegia 12"	"hereditary spastic paraplegia"
"DOID:0110766"	"hereditary spastic paraplegia 13"	"hereditary spastic paraplegia"
"DOID:0110767"	"hereditary spastic paraplegia 14"	"hereditary spastic paraplegia"
"DOID:0110768"	"hereditary spastic paraplegia 15"	"hereditary spastic paraplegia"
"DOID:0110769"	"hereditary spastic paraplegia 16"	"hereditary spastic paraplegia"
"DOID:0110770"	"hereditary spastic paraplegia 17"	"hereditary spastic paraplegia"
"DOID:0110771"	"hereditary spastic paraplegia 18"	"hereditary spastic paraplegia"
"DOID:0110772"	"hereditary spastic paraplegia 19"	"hereditary spastic paraplegia"
"DOID:0110773"	"hereditary spastic paraplegia 2"	"hereditary spastic paraplegia"
"DOID:0110774"	"hereditary spastic paraplegia 23"	"hereditary spastic paraplegia"
"DOID:0110775"	"hereditary spastic paraplegia 24"	"hereditary spastic paraplegia"
"DOID:0110776"	"hereditary spastic paraplegia 25"	"hereditary spastic paraplegia"
"DOID:0110777"	"hereditary spastic paraplegia 26"	"hereditary spastic paraplegia"
"DOID:0110778"	"hereditary spastic paraplegia 27"	"hereditary spastic paraplegia"
"DOID:0110779"	"hereditary spastic paraplegia 28"	"hereditary spastic paraplegia"
"DOID:0110780"	"hereditary spastic paraplegia 29"	"hereditary spastic paraplegia"
"DOID:0110781"	"hereditary spastic paraplegia 30"	"hereditary spastic paraplegia"
"DOID:0110782"	"hereditary spastic paraplegia 31"	"hereditary spastic paraplegia"
"DOID:0110783"	"hereditary spastic paraplegia 32"	"hereditary spastic paraplegia"
"DOID:0110784"	"hereditary spastic paraplegia 33"	"hereditary spastic paraplegia"
"DOID:0110785"	"hereditary spastic paraplegia 34"	"hereditary spastic paraplegia"
"DOID:0110786"	"hereditary spastic paraplegia 35"	"hereditary spastic paraplegia"
"DOID:0110787"	"hereditary spastic paraplegia 36"	"hereditary spastic paraplegia"
"DOID:0110788"	"hereditary spastic paraplegia 37"	"hereditary spastic paraplegia"
"DOID:0110789"	"hereditary spastic paraplegia 38"	"hereditary spastic paraplegia"
"DOID:0110790"	"hereditary spastic paraplegia 39"	"hereditary spastic paraplegia"
"DOID:0110791"	"hereditary spastic paraplegia 3A"	"hereditary spastic paraplegia"
"DOID:0110792"	"hereditary spastic paraplegia 4"	"hereditary spastic paraplegia"
"DOID:0110793"	"hereditary spastic paraplegia 41"	"hereditary spastic paraplegia"
"DOID:0110794"	"hereditary spastic paraplegia 42"	"hereditary spastic paraplegia"
"DOID:0110795"	"hereditary spastic paraplegia 43"	"hereditary spastic paraplegia"
"DOID:0110796"	"hereditary spastic paraplegia 44"	"hereditary spastic paraplegia"
"DOID:0110797"	"hereditary spastic paraplegia 45"	"hereditary spastic paraplegia"
"DOID:0110798"	"hereditary spastic paraplegia 46"	"hereditary spastic paraplegia"
"DOID:0110799"	"hereditary spastic paraplegia 47"	"hereditary spastic paraplegia"
"DOID:0110800"	"hereditary spastic paraplegia 48"	"hereditary spastic paraplegia"
"DOID:0110801"	"hereditary spastic paraplegia 49"	"hereditary spastic paraplegia"
"DOID:0110802"	"hereditary spastic paraplegia 50"	"hereditary spastic paraplegia"
"DOID:0110803"	"hereditary spastic paraplegia 51"	"hereditary spastic paraplegia"
"DOID:0110804"	"hereditary spastic paraplegia 52"	"hereditary spastic paraplegia"
"DOID:0110805"	"hereditary spastic paraplegia 53"	"hereditary spastic paraplegia"
"DOID:0110806"	"hereditary spastic paraplegia 54"	"hereditary spastic paraplegia"
"DOID:0110807"	"hereditary spastic paraplegia 55"	"hereditary spastic paraplegia"
"DOID:0110808"	"hereditary spastic paraplegia 56"	"hereditary spastic paraplegia"
"DOID:0110809"	"hereditary spastic paraplegia 57"	"hereditary spastic paraplegia"
"DOID:0110810"	"hereditary spastic paraplegia 5A"	"hereditary spastic paraplegia"
"DOID:0110811"	"hereditary spastic paraplegia 6"	"hereditary spastic paraplegia"
"DOID:0110812"	"hereditary spastic paraplegia 61"	"hereditary spastic paraplegia"
"DOID:0110813"	"hereditary spastic paraplegia 62"	"hereditary spastic paraplegia"
"DOID:0110814"	"hereditary spastic paraplegia 63"	"hereditary spastic paraplegia"
"DOID:0110815"	"hereditary spastic paraplegia 64"	"hereditary spastic paraplegia"
"DOID:0110816"	"hereditary spastic paraplegia 7"	"hereditary spastic paraplegia"
"DOID:0070454"	"hereditary spastic paraplegia 70"	"hereditary spastic paraplegia"
"DOID:0110817"	"hereditary spastic paraplegia 72A"	"hereditary spastic paraplegia"
"DOID:0110818"	"hereditary spastic paraplegia 73"	"hereditary spastic paraplegia"
"DOID:0110819"	"hereditary spastic paraplegia 74"	"hereditary spastic paraplegia"
"DOID:0110820"	"hereditary spastic paraplegia 75"	"hereditary spastic paraplegia"
"DOID:0110821"	"hereditary spastic paraplegia 76"	"hereditary spastic paraplegia"
"DOID:0110822"	"hereditary spastic paraplegia 77"	"hereditary spastic paraplegia"
"DOID:0112348"	"hereditary spastic paraplegia 78"	"hereditary spastic paraplegia"
"DOID:0070455"	"hereditary spastic paraplegia 79A"	"hereditary spastic paraplegia"
"DOID:0112344"	"hereditary spastic paraplegia 79B"	"hereditary spastic paraplegia"
"DOID:0110823"	"hereditary spastic paraplegia 8"	"hereditary spastic paraplegia"
"DOID:0112341"	"hereditary spastic paraplegia 80"	"hereditary spastic paraplegia"
"DOID:0112349"	"hereditary spastic paraplegia 81"	"hereditary spastic paraplegia"
"DOID:0112343"	"hereditary spastic paraplegia 82"	"hereditary spastic paraplegia"
"DOID:0112346"	"hereditary spastic paraplegia 83"	"hereditary spastic paraplegia"
"DOID:0112347"	"hereditary spastic paraplegia 84"	"hereditary spastic paraplegia"
"DOID:0112345"	"hereditary spastic paraplegia 85"	"hereditary spastic paraplegia"
"DOID:0112342"	"hereditary spastic paraplegia 86"	"hereditary spastic paraplegia"
"DOID:0070456"	"hereditary spastic paraplegia 87"	"hereditary spastic paraplegia"
"DOID:0070457"	"hereditary spastic paraplegia 88"	"hereditary spastic paraplegia"
"DOID:0070458"	"hereditary spastic paraplegia 89"	"hereditary spastic paraplegia"
"DOID:0070459"	"hereditary spastic paraplegia 90A"	"hereditary spastic paraplegia"
"DOID:0070460"	"hereditary spastic paraplegia 90B"	"hereditary spastic paraplegia"
"DOID:0110824"	"hereditary spastic paraplegia 9A"	"hereditary spastic paraplegia"
"DOID:0110825"	"hereditary spastic paraplegia 9B"	"hereditary spastic paraplegia"
"DOID:12971"	"hereditary spherocytosis"	"congenital hemolytic anemia"
"DOID:0110916"	"hereditary spherocytosis type 1"	"hereditary spherocytosis"
"DOID:0110917"	"hereditary spherocytosis type 2"	"hereditary spherocytosis"
"DOID:0110918"	"hereditary spherocytosis type 3"	"hereditary spherocytosis"
"DOID:0110919"	"hereditary spherocytosis type 4"	"hereditary spherocytosis"
"DOID:0110920"	"hereditary spherocytosis type 5"	"hereditary spherocytosis"
"DOID:3763"	"hermaphroditism"	"disorder of sexual development"
"DOID:12735"	"hernia of ovary and fallopian tube"	"female reproductive system disease"
"DOID:9976"	"heroin dependence"	"opiate dependence"
"DOID:10883"	"herpangina"	"viral infectious disease"
"DOID:8566"	"herpes simplex"	"viral infectious disease"
"DOID:0080158"	"herpes simplex virus keratitis"	"keratitis"
"DOID:8536"	"herpes zoster"	"viral infectious disease"
"DOID:9210"	"herpes zoster oticus"	"viral infectious disease"
"DOID:6102"	"herpetic gastritis"	"viral gastritis"
"DOID:8607"	"herpetic whitlow"	"herpes simplex"
"DOID:882"	"heterophyiasis"	"parasitic helminthiasis infectious disease"
"DOID:0040051"	"hexahydrophthalic anhydride allergic asthma"	"allergic asthma"
"DOID:0040040"	"hexamethylene diisocyanate allergic asthma"	"isocyanates allergic asthma"
"DOID:12642"	"hiatus hernia"	"stomach disease"
"DOID:2282"	"hidradenitis"	"sweat gland disease"
"DOID:2280"	"hidradenitis suppurativa"	"hidradenitis"
"DOID:3896"	"hidradenoma"	"sweat gland benign neoplasm"
"DOID:3893"	"hidrocystoma"	"apocrine sweat gland neoplasm"
"DOID:5074"	"high grade ependymoma"	"high grade glioma"
"DOID:3070"	"high grade glioma"	"cell type cancer"
"DOID:0111676"	"high molecular weight kininogen deficiency"	"blood coagulation disease"
"DOID:0111628"	"high myopia-sensorineural deafness syndrome"	"syndrome"
"DOID:3230"	"high pressure neurological syndrome"	"central nervous system disease"
"DOID:0081004"	"high-grade B-cell lymphoma double-hit/triple-hit"	"large B-cell lymphoma"
"DOID:0081304"	"high-grade astrocytoma with piloid features"	"anaplastic astrocytoma"
"DOID:8207"	"hilar lung carcinoma"	"lung carcinoma"
"DOID:5767"	"hilar lung neoplasm"	"lung benign neoplasm"
"DOID:9265"	"histidine metabolism disease"	"amino acid metabolic disorder"
"DOID:0060168"	"histidinemia"	"histidine metabolism disease"
"DOID:5621"	"histiocytic and dendritic cell cancer"	"hematologic cancer"
"DOID:0080915"	"histiocytic sarcoma"	"histiocytic and dendritic cell cancer"
"DOID:474"	"histiocytoid hemangioma"	"hemangioma"
"DOID:4231"	"histiocytoma"	"connective tissue benign neoplasm"
"DOID:3405"	"histiocytosis"	"lymphatic system disease"
"DOID:0111278"	"histiocytosis-lymphadenopathy plus syndrome"	"syndrome"
"DOID:0080879"	"histone mutated tumor"	"high grade glioma"
"DOID:1731"	"histoplasmosis"	"primary systemic mycosis"
"DOID:12246"	"histoplasmosis meningitis"	"fungal meningitis"
"DOID:10234"	"histoplasmosis pericarditis"	"pericarditis"
"DOID:11316"	"histoplasmosis retinitis"	"retinitis"
"DOID:334"	"histrionic personality disorder"	"personality disorder"
"DOID:505"	"hobnail hemangioma"	"hemangioma"
"DOID:13214"	"hole retinal cyst"	"degeneration of macula and posterior pole"
"DOID:859"	"holocarboxylase synthetase deficiency"	"multiple carboxylase deficiency"
"DOID:4621"	"holoprosencephaly"	"congenital nervous system abnormality"
"DOID:0110881"	"holoprosencephaly 1"	"holoprosencephaly"
"DOID:0110877"	"holoprosencephaly 11"	"holoprosencephaly"
"DOID:0081398"	"holoprosencephaly 12"	"holoprosencephaly"
"DOID:0110872"	"holoprosencephaly 2"	"holoprosencephaly"
"DOID:0110875"	"holoprosencephaly 3"	"holoprosencephaly"
"DOID:0110880"	"holoprosencephaly 4"	"holoprosencephaly"
"DOID:0110878"	"holoprosencephaly 5"	"holoprosencephaly"
"DOID:0110874"	"holoprosencephaly 6"	"holoprosencephaly"
"DOID:0110876"	"holoprosencephaly 7"	"holoprosencephaly"
"DOID:0110879"	"holoprosencephaly 8"	"holoprosencephaly"
"DOID:0110873"	"holoprosencephaly 9"	"holoprosencephaly"
"DOID:0060177"	"homocarnosinosis"	"gamma-amino butyric acid metabolism disorder"
"DOID:9263"	"homocystinuria"	"amino acid metabolic disorder"
"DOID:0112255"	"homocystinuria-megaloblastic anemia cblE type"	"amino acid metabolic disorder"
"DOID:0112256"	"homocystinuria-megaloblastic anemia cblG type"	"amino acid metabolic disorder"
"DOID:9909"	"hordeolum"	"eyelid disease"
"DOID:13134"	"hordeolum externum"	"blepharitis"
"DOID:5716"	"hormone producing pituitary cancer"	"pituitary cancer"
"DOID:0060531"	"horned turban snail allergy"	"snail allergy"
"DOID:0081104"	"hot water epilepsy"	"reflex epilepsy"
"DOID:0081106"	"hot water epilepsy 1"	"hot water epilepsy"
"DOID:0081107"	"hot water epilepsy 2"	"hot water epilepsy"
"DOID:0080827"	"human cytomegalovirus infection"	"viral infectious disease"
"DOID:0050025"	"human granulocytic anaplasmosis"	"ehrlichiosis"
"DOID:526"	"human immunodeficiency virus infectious disease"	"viral infectious disease"
"DOID:0050026"	"human monocytic ehrlichiosis"	"ehrlichiosis"
"DOID:0060467"	"humeroradial synostosis"	"synostosis"
"DOID:0111267"	"hyaline body myopathy"	"congenital myopathy"
"DOID:0111669"	"hyaline fibromatosis syndrome"	"connective tissue disease"
"DOID:4626"	"hydranencephaly"	"anencephaly"
"DOID:528"	"hydrarthrosis"	"arthropathy"
"DOID:9912"	"hydrocele"	"male reproductive system disease"
"DOID:10908"	"hydrocephalus"	"cerebral degeneration"
"DOID:0050779"	"hydrolethalus syndrome"	"syndrome"
"DOID:0111355"	"hydrolethalus syndrome 1"	"hydrolethalus syndrome"
"DOID:0111356"	"hydrolethalus syndrome 2"	"hydrolethalus syndrome"
"DOID:11111"	"hydronephrosis"	"urinary system disease"
"DOID:11212"	"hydrophthalmos"	"primary congenital glaucoma"
"DOID:9717"	"hydrops of gallbladder"	"gallbladder disease"
"DOID:0112257"	"hydroxykynureninuria"	"amino acid metabolic disorder"
