disease_id	disease_label	symptom_id	symptom_label
DOID:10556	supine hypotensive syndrome	SYMP:0000769	vascular alteration
DOID:106	pleural tuberculosis	SYMP:0000107	pleural effusion
DOID:106	pleural tuberculosis	SYMP:0000900	allergic reaction
DOID:10607	tropical sprue	SYMP:0000147	steatorrhea
DOID:10608	celiac disease	SYMP:0000457	abdominal pain
DOID:10608	celiac disease	SYMP:0000458	nausea
DOID:10608	celiac disease	SYMP:0000570	diarrhea
DOID:10608	celiac disease	SYMP:0019145	vomiting
DOID:10608	celiac disease	SYMP:0019180	constipation
DOID:10610	pancreatic steatorrhea	SYMP:0000147	steatorrhea
DOID:10612	allergic urticaria	SYMP:0000900	allergic reaction
DOID:10699	paragonimiasis	SYMP:0000047	hepatosplenomegaly
DOID:10699	paragonimiasis	SYMP:0000457	abdominal pain
DOID:10699	paragonimiasis	SYMP:0000517	hemoptysis
DOID:10699	paragonimiasis	SYMP:0000570	diarrhea
DOID:10699	paragonimiasis	SYMP:0000613	fever
DOID:10699	paragonimiasis	SYMP:0000614	cough
DOID:10718	giardiasis	SYMP:0000147	steatorrhea
DOID:10718	giardiasis	SYMP:0000420	bloating
DOID:10718	giardiasis	SYMP:0000457	abdominal pain
DOID:10718	giardiasis	SYMP:0000458	nausea
DOID:10718	giardiasis	SYMP:0000570	diarrhea
DOID:10718	giardiasis	SYMP:0019145	vomiting
DOID:10763	hypertension	SYMP:0020064	high blood pressure
DOID:10773	bubonic plague	SYMP:0000116	prostration
DOID:10773	bubonic plague	SYMP:0000613	fever
DOID:10773	bubonic plague	SYMP:0019174	chills
DOID:10784	Queensland tick typhus	SYMP:0000504	headache
DOID:10784	Queensland tick typhus	SYMP:0000521	enlargement of lymph nodes
DOID:10784	Queensland tick typhus	SYMP:0000613	fever
DOID:10784	Queensland tick typhus	SYMP:0000636	maculopapular rash
DOID:10784	Queensland tick typhus	SYMP:0019142	lymphadenopathy
DOID:10824	malignant hypertension	SYMP:0020064	high blood pressure
DOID:10841	Eastern equine encephalitis	SYMP:0000023	disorientation
DOID:10841	Eastern equine encephalitis	SYMP:0000124	seizure
DOID:10841	Eastern equine encephalitis	SYMP:0000504	headache
DOID:10841	Eastern equine encephalitis	SYMP:0000605	coma
DOID:10841	Eastern equine encephalitis	SYMP:0000882	high fever
DOID:10841	Eastern equine encephalitis	SYMP:0019145	vomiting
DOID:10841	Eastern equine encephalitis	SYMP:0019174	chills
DOID:10842	Murray Valley encephalitis	SYMP:0000016	confusion
DOID:10842	Murray Valley encephalitis	SYMP:0000024	drowsiness
DOID:10842	Murray Valley encephalitis	SYMP:0000177	weakness
DOID:10842	Murray Valley encephalitis	SYMP:0000458	nausea
DOID:10842	Murray Valley encephalitis	SYMP:0000504	headache
DOID:10842	Murray Valley encephalitis	SYMP:0000613	fever
DOID:10842	Murray Valley encephalitis	SYMP:0019145	vomiting
DOID:10843	Western equine encephalitis	SYMP:0000177	weakness
DOID:10843	Western equine encephalitis	SYMP:0000458	nausea
DOID:10843	Western equine encephalitis	SYMP:0000504	headache
DOID:10843	Western equine encephalitis	SYMP:0000523	anorexia
DOID:10843	Western equine encephalitis	SYMP:0000613	fever
DOID:10843	Western equine encephalitis	SYMP:0000682	altered mental status
DOID:10843	Western equine encephalitis	SYMP:0019145	vomiting
DOID:10843	Western equine encephalitis	SYMP:0019176	malaise
DOID:10844	Japanese encephalitis	SYMP:0000016	confusion
DOID:10844	Japanese encephalitis	SYMP:0000023	disorientation
DOID:10844	Japanese encephalitis	SYMP:0000162	tremor
DOID:10844	Japanese encephalitis	SYMP:0000383	stiff neck
DOID:10844	Japanese encephalitis	SYMP:0000389	stupor
DOID:10844	Japanese encephalitis	SYMP:0000504	headache
DOID:10844	Japanese encephalitis	SYMP:0000596	convulsion
DOID:10844	Japanese encephalitis	SYMP:0000605	coma
DOID:10844	Japanese encephalitis	SYMP:0000847	spastic paralysis
DOID:10844	Japanese encephalitis	SYMP:0000882	high fever
DOID:10845	St. Louis encephalitis	SYMP:0000016	confusion
DOID:10845	St. Louis encephalitis	SYMP:0000023	disorientation
DOID:10845	St. Louis encephalitis	SYMP:0000162	tremor
DOID:10845	St. Louis encephalitis	SYMP:0000383	stiff neck
DOID:10845	St. Louis encephalitis	SYMP:0000389	stupor
DOID:10845	St. Louis encephalitis	SYMP:0000504	headache
DOID:10845	St. Louis encephalitis	SYMP:0000596	convulsion
DOID:10845	St. Louis encephalitis	SYMP:0000605	coma
DOID:10845	St. Louis encephalitis	SYMP:0000847	spastic paralysis
DOID:10845	St. Louis encephalitis	SYMP:0000882	high fever
DOID:10881	hand, foot and mouth disease	SYMP:0000487	rash
DOID:10881	hand, foot and mouth disease	SYMP:0000613	fever
DOID:10881	hand, foot and mouth disease	SYMP:0019176	malaise
DOID:10881	hand, foot and mouth disease	SYMP:0020055	pharynx inflammation
DOID:10882	epidemic pleurodynia	SYMP:0000132	necrosis
DOID:10882	epidemic pleurodynia	SYMP:0000504	headache
DOID:10882	epidemic pleurodynia	SYMP:0000613	fever
DOID:10882	epidemic pleurodynia	SYMP:0000754	severe chest pain
DOID:10882	epidemic pleurodynia	SYMP:0019176	malaise
DOID:10883	herpangina	SYMP:0000613	fever
DOID:10883	herpangina	SYMP:0000865	lesions in mouth
DOID:10883	herpangina	SYMP:0020055	pharynx inflammation
DOID:10921	Siberian tick typhus	SYMP:0000613	fever
DOID:10921	Siberian tick typhus	SYMP:0000636	maculopapular rash
DOID:10921	Siberian tick typhus	SYMP:0019158	eschar
DOID:1094	attention deficit hyperactivity disorder	SYMP:0019183	hyperactivity
DOID:10952	nephritis	SYMP:0000061	inflammation
DOID:10992	acute hemorrhagic leukoencephalitis	SYMP:0000041	hemorrhage
DOID:1100	ovarian disease	SYMP:0000061	inflammation
DOID:11055	pasteurellosis	SYMP:0000064	joint pain
DOID:11055	pasteurellosis	SYMP:0000529	tachycardia
DOID:11055	pasteurellosis	SYMP:0000613	fever
DOID:11076	Brucella suis brucellosis	SYMP:0000064	joint pain
DOID:11076	Brucella suis brucellosis	SYMP:0000504	headache
DOID:11076	Brucella suis brucellosis	SYMP:0000523	anorexia
DOID:11076	Brucella suis brucellosis	SYMP:0000613	fever
DOID:11076	Brucella suis brucellosis	SYMP:0019152	diaphoresis
DOID:11076	Brucella suis brucellosis	SYMP:0019174	chills
DOID:11076	Brucella suis brucellosis	SYMP:0019176	malaise
DOID:11076	Brucella suis brucellosis	SYMP:0019177	fatigue
DOID:11077	brucellosis	SYMP:0000006	backache
DOID:11077	brucellosis	SYMP:0000064	joint pain
DOID:11077	brucellosis	SYMP:0000177	weakness
DOID:11077	brucellosis	SYMP:0000504	headache
DOID:11077	brucellosis	SYMP:0000613	fever
DOID:11077	brucellosis	SYMP:0019177	fatigue
DOID:11100	Q fever	SYMP:0000064	joint pain
DOID:11100	Q fever	SYMP:0000430	pleuritic chest pain
DOID:11100	Q fever	SYMP:0000504	headache
DOID:11100	Q fever	SYMP:0000613	fever
DOID:11100	Q fever	SYMP:0000614	cough
DOID:11103	rickettsialpox	SYMP:0000504	headache
DOID:11103	rickettsialpox	SYMP:0000613	fever
DOID:11103	rickettsialpox	SYMP:0019174	chills
DOID:11104	spotted fever	SYMP:0000504	headache
DOID:11104	spotted fever	SYMP:0000613	fever
DOID:11104	spotted fever	SYMP:0000636	maculopapular rash
DOID:11104	spotted fever	SYMP:0019177	fatigue
DOID:11148	hypersecretion glaucoma	SYMP:0000099	pain
DOID:11148	hypersecretion glaucoma	SYMP:0000321	loss of vision
DOID:11148	hypersecretion glaucoma	SYMP:0000446	bloodshot eye
DOID:11148	hypersecretion glaucoma	SYMP:0000504	headache
DOID:11149	aqueous misdirection	SYMP:0000099	pain
DOID:11149	aqueous misdirection	SYMP:0000321	loss of vision
DOID:11149	aqueous misdirection	SYMP:0000446	bloodshot eye
DOID:11149	aqueous misdirection	SYMP:0000504	headache
DOID:11155	hypohidrosis	SYMP:0000409	hyperthermia
DOID:11156	anhidrosis	SYMP:0000409	hyperthermia
DOID:11186	allescheriosis	SYMP:0000672	abscess
DOID:11197	serous conjunctivitis except viral	SYMP:0000061	inflammation
DOID:11204	allergic conjunctivitis	SYMP:0000900	allergic reaction
DOID:11211	buphthalmos	SYMP:0000210	photophobia
DOID:11227	acute hemorrhagic conjunctivitis	SYMP:0000210	photophobia
DOID:11227	acute hemorrhagic conjunctivitis	SYMP:0000446	bloodshot eye
DOID:11227	acute hemorrhagic conjunctivitis	SYMP:0020035	conjunctival congestion
DOID:11230	acute orbital inflammation	SYMP:0000061	inflammation
DOID:11231	orbital periostitis	SYMP:0000061	inflammation
DOID:11233	orbital tenonitis	SYMP:0000061	inflammation
DOID:11234	orbital cellulitis	SYMP:0000061	inflammation
DOID:11234	orbital cellulitis	SYMP:0000258	double vision
DOID:11234	orbital cellulitis	SYMP:0000369	ptosis
DOID:11234	orbital cellulitis	SYMP:0000504	headache
DOID:11234	orbital cellulitis	SYMP:0000613	fever
DOID:11249	vitamin K deficiency bleeding	SYMP:0000007	bleeding
DOID:11249	vitamin K deficiency bleeding	SYMP:0000570	diarrhea
DOID:11258	cat-scratch disease	SYMP:0000006	backache
DOID:11258	cat-scratch disease	SYMP:0000457	abdominal pain
DOID:11258	cat-scratch disease	SYMP:0000504	headache
DOID:11258	cat-scratch disease	SYMP:0019174	chills
DOID:11260	rabies	SYMP:0000016	confusion
DOID:11260	rabies	SYMP:0000021	delirium
DOID:11260	rabies	SYMP:0000030	paralysis
DOID:11260	rabies	SYMP:0000412	anxiety
DOID:11260	rabies	SYMP:0000432	itching
DOID:11260	rabies	SYMP:0000493	dysphagia
DOID:11260	rabies	SYMP:0000504	headache
DOID:11260	rabies	SYMP:0000613	fever
DOID:11260	rabies	SYMP:0020006	agitation
DOID:11262	ornithosis	SYMP:0000487	rash
DOID:11262	ornithosis	SYMP:0000504	headache
DOID:11262	ornithosis	SYMP:0000613	fever
DOID:11262	ornithosis	SYMP:0019174	chills
DOID:11266	Hantavirus hemorrhagic fever with renal syndrome	SYMP:0000367	proteinuria
DOID:11266	Hantavirus hemorrhagic fever with renal syndrome	SYMP:0000504	headache
DOID:11266	Hantavirus hemorrhagic fever with renal syndrome	SYMP:0000613	fever
DOID:11266	Hantavirus hemorrhagic fever with renal syndrome	SYMP:0000731	renal failure
DOID:11266	Hantavirus hemorrhagic fever with renal syndrome	SYMP:0000760	petechiae
DOID:11266	Hantavirus hemorrhagic fever with renal syndrome	SYMP:0019161	muscle pain
DOID:11285	tick paralysis	SYMP:0000032	flaccidity
DOID:11285	tick paralysis	SYMP:0000041	hemorrhage
DOID:11285	tick paralysis	SYMP:0000285	flaccid paralysis
DOID:11285	tick paralysis	SYMP:0000538	edema
DOID:11320	Kyasanur forest disease	SYMP:0000007	bleeding
DOID:11320	Kyasanur forest disease	SYMP:0000020	dehydration
DOID:11320	Kyasanur forest disease	SYMP:0000383	stiff neck
DOID:11320	Kyasanur forest disease	SYMP:0000504	headache
DOID:11320	Kyasanur forest disease	SYMP:0000613	fever
DOID:11320	Kyasanur forest disease	SYMP:0000614	cough
DOID:11337	Lemierre's syndrome	SYMP:0000634	leukocytosis
DOID:11337	Lemierre's syndrome	SYMP:0000672	abscess
DOID:11337	Lemierre's syndrome	SYMP:0019174	chills
DOID:11339	pneumocystosis	SYMP:0000613	fever
DOID:11339	pneumocystosis	SYMP:0000614	cough
DOID:11339	pneumocystosis	SYMP:0019153	dyspnea
DOID:11360	Phlebotomus fever	SYMP:0000064	joint pain
DOID:11360	Phlebotomus fever	SYMP:0000511	flushing
DOID:11360	Phlebotomus fever	SYMP:0000529	tachycardia
DOID:11360	Phlebotomus fever	SYMP:0000613	fever
DOID:11371	functional diarrhea	SYMP:0000570	diarrhea
DOID:11379	gnathomiasis	SYMP:0000614	cough
DOID:11394	adult respiratory distress syndrome	SYMP:0000450	shock
DOID:11450	allergic cutaneous vasculitis	SYMP:0000900	allergic reaction
DOID:11457	brain compression	SYMP:0000672	abscess
DOID:11516	hypertensive heart disease	SYMP:0020064	high blood pressure
DOID:11558	acute allergic serous otitis media	SYMP:0000900	allergic reaction
DOID:1156	chondrocalcinosis	SYMP:0019169	arthritis
DOID:11563	retinal vasculitis	SYMP:0000061	inflammation
DOID:11573	listeriosis	SYMP:0000006	backache
DOID:11573	listeriosis	SYMP:0000458	nausea
DOID:11573	listeriosis	SYMP:0000504	headache
DOID:11573	listeriosis	SYMP:0000570	diarrhea
DOID:11573	listeriosis	SYMP:0000613	fever
DOID:11573	listeriosis	SYMP:0019145	vomiting
DOID:11573	listeriosis	SYMP:0019176	malaise
DOID:1166	palindromic rheumatism	SYMP:0019169	arthritis
DOID:11678	onchocerciasis	SYMP:0000008	blindness
DOID:11678	onchocerciasis	SYMP:0000289	eczema
DOID:11678	onchocerciasis	SYMP:0000432	itching
DOID:11678	onchocerciasis	SYMP:0000521	enlargement of lymph nodes
DOID:11678	onchocerciasis	SYMP:0019142	lymphadenopathy
DOID:11720	distal myopathy	SYMP:0000094	muscle weakness
DOID:11722	myotonic dystrophy type 1	SYMP:0000094	muscle weakness
DOID:11723	Duchenne muscular dystrophy	SYMP:0000094	muscle weakness
DOID:11723	Duchenne muscular dystrophy	SYMP:0000363	progressive weakness
DOID:11729	Lyme disease	SYMP:0000504	headache
DOID:11729	Lyme disease	SYMP:0000613	fever
DOID:11729	Lyme disease	SYMP:0019177	fatigue
DOID:11750	Bordetella parapertussis whooping cough	SYMP:0000139	sneezing
DOID:11750	Bordetella parapertussis whooping cough	SYMP:0000372	rhinorrhea
DOID:11750	Bordetella parapertussis whooping cough	SYMP:0000614	cough
DOID:12029	sympathetic ophthalmia	SYMP:0000099	pain
DOID:12029	sympathetic ophthalmia	SYMP:0000210	photophobia
DOID:12030	panuveitis	SYMP:0000061	inflammation
DOID:1209	nutritional optic neuropathy	SYMP:0020005	acquired color vision deficiency
DOID:12096	sodoku disease	SYMP:0000064	joint pain
DOID:12096	sodoku disease	SYMP:0000487	rash
DOID:12096	sodoku disease	SYMP:0019174	chills
DOID:12118	pulmonary hemosiderosis	SYMP:0000007	bleeding
DOID:12118	pulmonary hemosiderosis	SYMP:0019153	dyspnea
DOID:12124	episcleritis periodica fugax	SYMP:0000061	inflammation
DOID:12124	episcleritis periodica fugax	SYMP:0000099	pain
DOID:12124	episcleritis periodica fugax	SYMP:0000210	photophobia
DOID:12124	episcleritis periodica fugax	SYMP:0000446	bloodshot eye
DOID:12132	granulomatosis with polyangiitis	SYMP:0000153	vasculitis
DOID:12132	granulomatosis with polyangiitis	SYMP:0000709	granulomatous inflammation
DOID:12140	Chagas disease	SYMP:0000230	body ache
DOID:12140	Chagas disease	SYMP:0000309	loss of appetite
DOID:12140	Chagas disease	SYMP:0000487	rash
DOID:12140	Chagas disease	SYMP:0000504	headache
DOID:12140	Chagas disease	SYMP:0000570	diarrhea
DOID:12140	Chagas disease	SYMP:0000613	fever
DOID:12140	Chagas disease	SYMP:0019145	vomiting
DOID:12140	Chagas disease	SYMP:0019177	fatigue
DOID:12155	lymphocytic choriomeningitis	SYMP:0000458	nausea
DOID:12155	lymphocytic choriomeningitis	SYMP:0000504	headache
DOID:12155	lymphocytic choriomeningitis	SYMP:0000613	fever
DOID:12155	lymphocytic choriomeningitis	SYMP:0019145	vomiting
DOID:12155	lymphocytic choriomeningitis	SYMP:0019176	malaise
DOID:12157	aseptic meningitis	SYMP:0000061	inflammation
DOID:12179	tinea corporis	SYMP:0000487	rash
DOID:1218	echinostomiasis	SYMP:0000457	abdominal pain
DOID:1218	echinostomiasis	SYMP:0000458	nausea
DOID:1218	echinostomiasis	SYMP:0000570	diarrhea
DOID:1218	echinostomiasis	SYMP:0000613	fever
DOID:1218	echinostomiasis	SYMP:0019145	vomiting
DOID:1219	dicrocoeliasis	SYMP:0000295	hepatic abscess
DOID:1219	dicrocoeliasis	SYMP:0000672	abscess
DOID:12205	dengue disease	SYMP:0000007	bleeding
DOID:12205	dengue disease	SYMP:0000064	joint pain
DOID:12205	dengue disease	SYMP:0000130	severe headache
DOID:12205	dengue disease	SYMP:0000487	rash
DOID:12205	dengue disease	SYMP:0000613	fever
DOID:12205	dengue disease	SYMP:0019161	muscle pain
DOID:12205	dengue disease	SYMP:0020023	bone pain
DOID:12206	dengue hemorrhagic fever	SYMP:0000114	thrombocytopenia
DOID:12206	dengue hemorrhagic fever	SYMP:0000882	high fever
DOID:12211	filarial elephantiasis	SYMP:0000083	lymphangitis
DOID:12211	filarial elephantiasis	SYMP:0000263	epididymitis
DOID:12211	filarial elephantiasis	SYMP:0000613	fever
DOID:12211	filarial elephantiasis	SYMP:0000672	abscess
DOID:12211	filarial elephantiasis	SYMP:0019155	lymphadenitis
DOID:12282	femoral vein thrombophlebitis	SYMP:0000356	phlebitis
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0000006	backache
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0000040	hematuria
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0000064	joint pain
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0000421	hematochezia
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0000446	bloodshot eye
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0000448	epistaxis
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0000504	headache
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0000539	jaundice
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0000760	petechiae
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0000882	high fever
DOID:12287	Crimean-Congo hemorrhagic fever	SYMP:0019145	vomiting
DOID:1229	paranoid schizophrenia	SYMP:0000607	hallucination
DOID:12294	atypical depressive disorder	SYMP:0000030	paralysis
DOID:12294	atypical depressive disorder	SYMP:0000582	hypersomnia
DOID:12297	Vogt-Koyanagi-Harada disease	SYMP:0019173	meningitis
DOID:12323	cough variant asthma	SYMP:0000614	cough
DOID:12328	marasmus	SYMP:0000231	bradycardia
DOID:12328	marasmus	SYMP:0000302	hypothermia
DOID:12328	marasmus	SYMP:0000360	emaciation
DOID:12328	marasmus	SYMP:0000403	weight gain
DOID:12328	marasmus	SYMP:0000616	loss of height
DOID:12328	marasmus	SYMP:0019180	constipation
DOID:12328	marasmus	SYMP:0020051	decreased metabolism
DOID:12357	viral labyrinthitis	SYMP:0000318	loss of balance
DOID:12357	viral labyrinthitis	SYMP:0000393	tinnitus
DOID:12357	viral labyrinthitis	SYMP:0000458	nausea
DOID:12357	viral labyrinthitis	SYMP:0000610	dizziness
DOID:12357	viral labyrinthitis	SYMP:0019145	vomiting
DOID:12365	malaria	SYMP:0019174	chills
DOID:12376	juvenile spinal muscular atrophy	SYMP:0000094	muscle weakness
DOID:12377	spinal muscular atrophy	SYMP:0000094	muscle weakness
DOID:12377	spinal muscular atrophy	SYMP:0000363	progressive weakness
DOID:12384	dysentery	SYMP:0000570	diarrhea
DOID:12385	shigellosis	SYMP:0000570	diarrhea
DOID:12386	balantidiasis	SYMP:0000001	abdominal cramp
DOID:12386	balantidiasis	SYMP:0000457	abdominal pain
DOID:12386	balantidiasis	SYMP:0000458	nausea
DOID:12386	balantidiasis	SYMP:0000570	diarrhea
DOID:12387	nephrogenic diabetes insipidus	SYMP:0000565	polyuria
DOID:12403	tinea pedis	SYMP:0000715	skin desquamation
DOID:1251	tuberculous epididymitis	SYMP:0000099	pain
DOID:1252	trichuriasis	SYMP:0000457	abdominal pain
DOID:1252	trichuriasis	SYMP:0000570	diarrhea
DOID:12522	bagassosis	SYMP:0000177	weakness
DOID:12522	bagassosis	SYMP:0000614	cough
DOID:12522	bagassosis	SYMP:0019174	chills
DOID:1254	trichostrongylosis	SYMP:0000570	diarrhea
DOID:12549	hepatitis A	SYMP:0000064	joint pain
DOID:12549	hepatitis A	SYMP:0000125	liver inflammation
DOID:12549	hepatitis A	SYMP:0000309	loss of appetite
DOID:12549	hepatitis A	SYMP:0000457	abdominal pain
DOID:12549	hepatitis A	SYMP:0000458	nausea
DOID:12549	hepatitis A	SYMP:0000539	jaundice
DOID:12549	hepatitis A	SYMP:0000613	fever
DOID:12549	hepatitis A	SYMP:0019145	vomiting
DOID:12549	hepatitis A	SYMP:0019177	fatigue
DOID:12549	hepatitis A	SYMP:0020003	acholic stool
DOID:12556	acute kidney tubular necrosis	SYMP:0000132	necrosis
DOID:12570	phacolytic glaucoma	SYMP:0000321	loss of vision
DOID:12570	phacolytic glaucoma	SYMP:0000446	bloodshot eye
DOID:12570	phacolytic glaucoma	SYMP:0000839	acute pain
DOID:12638	hypertrophic pyloric stenosis	SYMP:0019145	vomiting
DOID:12663	blastomycosis	SYMP:0000082	lesions in lung
DOID:12663	blastomycosis	SYMP:0000092	skin lesion
DOID:12680	pseudobulbar palsy	SYMP:0000414	dysarthria
DOID:12680	pseudobulbar palsy	SYMP:0000493	dysphagia
DOID:12683	vestibular neuronitis	SYMP:0000399	vertigo
DOID:12683	vestibular neuronitis	SYMP:0000458	nausea
DOID:12683	vestibular neuronitis	SYMP:0019145	vomiting
DOID:12721	multiple epiphyseal dysplasia	SYMP:0000064	joint pain
DOID:12721	multiple epiphyseal dysplasia	SYMP:0019177	fatigue
DOID:1273	respiratory syncytial virus infectious disease	SYMP:0000372	rhinorrhea
DOID:1273	respiratory syncytial virus infectious disease	SYMP:0000604	wheezing
DOID:1273	respiratory syncytial virus infectious disease	SYMP:0000613	fever
DOID:1273	respiratory syncytial virus infectious disease	SYMP:0000614	cough
DOID:12750	cyclosporiasis	SYMP:0000178	weight loss
DOID:12750	cyclosporiasis	SYMP:0000457	abdominal pain
DOID:12750	cyclosporiasis	SYMP:0000458	nausea
DOID:12750	cyclosporiasis	SYMP:0000523	anorexia
DOID:12750	cyclosporiasis	SYMP:0000570	diarrhea
DOID:12750	cyclosporiasis	SYMP:0000879	low-grade fever
DOID:12750	cyclosporiasis	SYMP:0019145	vomiting
DOID:12750	cyclosporiasis	SYMP:0019177	fatigue
DOID:12841	ancylostomiasis	SYMP:0000007	bleeding
DOID:12841	ancylostomiasis	SYMP:0000208	anemia
DOID:12841	ancylostomiasis	SYMP:0000376	severe diarrhea
DOID:12841	ancylostomiasis	SYMP:0000402	cachexia
DOID:12841	ancylostomiasis	SYMP:0000457	abdominal pain
DOID:12841	ancylostomiasis	SYMP:0000570	diarrhea
DOID:12841	ancylostomiasis	SYMP:0000867	gastrointestinal bleeding
DOID:12900	Mikulicz disease	SYMP:0000260	dry mouth
DOID:12918	thromboangiitis obliterans	SYMP:0000593	gangrene
DOID:12919	Plasmodium ovale malaria	SYMP:0019174	chills
DOID:13035	louse-borne relapsing fever	SYMP:0000047	hepatosplenomegaly
DOID:13035	louse-borne relapsing fever	SYMP:0000521	enlargement of lymph nodes
DOID:13035	louse-borne relapsing fever	SYMP:0000529	tachycardia
DOID:13035	louse-borne relapsing fever	SYMP:0000603	tachypnea
DOID:13035	louse-borne relapsing fever	SYMP:0019142	lymphadenopathy
DOID:13036	tick-borne relapsing fever	SYMP:0000047	hepatosplenomegaly
DOID:13036	tick-borne relapsing fever	SYMP:0000521	enlargement of lymph nodes
DOID:13036	tick-borne relapsing fever	SYMP:0000529	tachycardia
DOID:13036	tick-borne relapsing fever	SYMP:0000603	tachypnea
DOID:13036	tick-borne relapsing fever	SYMP:0019142	lymphadenopathy
DOID:13129	severe pre-eclampsia	SYMP:0000537	cyanosis
DOID:13129	severe pre-eclampsia	SYMP:0000542	epigastric abdominal pain
DOID:13129	severe pre-eclampsia	SYMP:0000569	oliguria
DOID:13137	Werdnig-Hoffmann disease	SYMP:0000094	muscle weakness
DOID:13140	suppurative uveitis	SYMP:0000061	inflammation
DOID:13140	suppurative uveitis	SYMP:0000099	pain
DOID:13140	suppurative uveitis	SYMP:0000446	bloodshot eye
DOID:13141	uveitis	SYMP:0000061	inflammation
DOID:13146	esophageal candidiasis	SYMP:0000007	bleeding
DOID:13166	allergic bronchopulmonary aspergillosis	SYMP:0000604	wheezing
DOID:13166	allergic bronchopulmonary aspergillosis	SYMP:0000613	fever
DOID:13166	allergic bronchopulmonary aspergillosis	SYMP:0000614	cough
DOID:13166	allergic bronchopulmonary aspergillosis	SYMP:0000900	allergic reaction
DOID:13238	Haverhill fever	SYMP:0000064	joint pain
DOID:13238	Haverhill fever	SYMP:0000487	rash
DOID:13238	Haverhill fever	SYMP:0000613	fever
DOID:13238	Haverhill fever	SYMP:0019174	chills
DOID:13241	Behcet's disease	SYMP:0000061	inflammation
DOID:13254	diverticulitis of colon	SYMP:0000061	inflammation
DOID:13258	typhoid fever	SYMP:0000116	prostration
DOID:13258	typhoid fever	SYMP:0000504	headache
DOID:13258	typhoid fever	SYMP:0000531	splenomegaly
DOID:13258	typhoid fever	SYMP:0000570	diarrhea
DOID:13258	typhoid fever	SYMP:0000613	fever
DOID:13258	typhoid fever	SYMP:0020060	low white blood cell count
DOID:13272	Klebsiella pneumonia	SYMP:0000430	pleuritic chest pain
DOID:13272	Klebsiella pneumonia	SYMP:0000517	hemoptysis
DOID:13272	Klebsiella pneumonia	SYMP:0000614	cough
DOID:13272	Klebsiella pneumonia	SYMP:0000882	high fever
DOID:13276	Mycoplasma pneumoniae pneumonia	SYMP:0000025	dry cough
DOID:13276	Mycoplasma pneumoniae pneumonia	SYMP:0000504	headache
DOID:13276	Mycoplasma pneumoniae pneumonia	SYMP:0000576	chest pain
DOID:13276	Mycoplasma pneumoniae pneumonia	SYMP:0000613	fever
DOID:13276	Mycoplasma pneumoniae pneumonia	SYMP:0019174	chills
DOID:13276	Mycoplasma pneumoniae pneumonia	SYMP:0020055	pharynx inflammation
DOID:1328	Rift Valley fever	SYMP:0000421	hematochezia
DOID:1328	Rift Valley fever	SYMP:0000539	jaundice
DOID:1328	Rift Valley fever	SYMP:0000756	menorrhagia
DOID:1328	Rift Valley fever	SYMP:0019147	hematemesis
DOID:13282	intestinal tuberculosis	SYMP:0000007	bleeding
DOID:13282	intestinal tuberculosis	SYMP:0000457	abdominal pain
DOID:13282	intestinal tuberculosis	SYMP:0000458	nausea
DOID:13282	intestinal tuberculosis	SYMP:0000867	gastrointestinal bleeding
DOID:13282	intestinal tuberculosis	SYMP:0019145	vomiting
DOID:13352	ego-dystonic sexual orientation	SYMP:0000412	anxiety
DOID:13368	tinea profunda	SYMP:0000672	abscess
DOID:13369	tinea manuum	SYMP:0000432	itching
DOID:13369	tinea manuum	SYMP:0000435	paresthesia
DOID:13369	tinea manuum	SYMP:0000715	skin desquamation
DOID:13371	scrub typhus	SYMP:0000504	headache
DOID:13371	scrub typhus	SYMP:0000531	splenomegaly
DOID:13371	scrub typhus	SYMP:0000613	fever
DOID:13371	scrub typhus	SYMP:0000614	cough
DOID:13371	scrub typhus	SYMP:0000636	maculopapular rash
DOID:13371	scrub typhus	SYMP:0019158	eschar
DOID:13371	scrub typhus	SYMP:0019161	muscle pain
DOID:13378	Kawasaki disease	SYMP:0000061	inflammation
DOID:13378	Kawasaki disease	SYMP:0000613	fever
DOID:13378	Kawasaki disease	SYMP:0000736	lymph gland swelling
DOID:13378	Kawasaki disease	SYMP:0020035	conjunctival congestion
DOID:13381	pernicious anemia	SYMP:0000005	ataxia
DOID:13381	pernicious anemia	SYMP:0000435	paresthesia
DOID:13381	pernicious anemia	SYMP:0000510	pallor
DOID:13381	pernicious anemia	SYMP:0019153	dyspnea
DOID:13381	pernicious anemia	SYMP:0019177	fatigue
DOID:13386	gastrointestinal anthrax	SYMP:0000309	loss of appetite
DOID:13386	gastrointestinal anthrax	SYMP:0000376	severe diarrhea
DOID:13386	gastrointestinal anthrax	SYMP:0000570	diarrhea
DOID:13386	gastrointestinal anthrax	SYMP:0019145	vomiting
