ID	LABEL	SubClass Of [ANON]
DOID:0090144	Donnai-Barrow syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:0090145	dopamine beta-hydroxylase deficiency	'disease has basis in' some structural_variant|'disease has location' some 'nervous system'|'has symptom' some ptosis
DOID:0110000	3-methylglutaconic aciduria type 5	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110001	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110002	3-methylglutaconic aciduria type 1	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110003	3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110004	3-methylglutaconic aciduria type 3	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110005	Leber congenital amaurosis 9	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110007	achromatopsia 2	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110008	achromatopsia 3	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110009	achromatopsia 7	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110016	Leber congenital amaurosis 2	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110029	alpha thalassemia-intellectual disability syndrome type 1	('has material basis in' some deletion) and ('has material basis in' some chromosome)
DOID:0110030	alpha thalassemia-X-linked intellectual disability syndrome	'has material basis in' some 'X-linked dominant inheritance'
DOID:0110032	autosomal dominant Alport syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110033	autosomal recessive Alport syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110034	X-linked Alport syndrome	'has material basis in' some 'X-linked dominant inheritance'
DOID:0110035	Alzheimer's disease 2	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110037	Alzheimer's disease 5	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110040	Alzheimer's disease 4	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110042	Alzheimer's disease 3	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110052	amelogenesis imperfecta type 1B	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110053	amelogenesis imperfecta type 4	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110054	amelogenesis imperfecta type 1A	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110055	amelogenesis imperfecta type 3A	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110056	amelogenesis imperfecta type 1C	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110057	amelogenesis imperfecta type 2A1	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110058	amelogenesis imperfecta type 1E	'has material basis in' some 'X-linked dominant inheritance'
DOID:0110060	amelogenesis imperfecta hypomaturation type 2A2	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110061	amelogenesis imperfecta hypomaturation type 2A3	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110062	amelogenesis imperfecta hypomaturation type 2A4	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110063	amelogenesis imperfecta hypomaturation type 2A5	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110064	amelogenesis imperfecta type 1H	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110065	amelogenesis imperfecta type 1F	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110066	amelogenesis imperfecta type 1G	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110067	juvenile amyotrophic lateral sclerosis with dementia	'existence starts during' some 'Young adult onset'
DOID:0110070	arrhythmogenic right ventricular dysplasia 1	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110072	arrhythmogenic right ventricular dysplasia 3	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110073	arrhythmogenic right ventricular dysplasia 4	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110074	arrhythmogenic right ventricular dysplasia 5	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110076	arrhythmogenic right ventricular dysplasia 8	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110077	arrhythmogenic right ventricular dysplasia 9	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110078	Leber congenital amaurosis 1	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110079	Leber congenital amaurosis 8	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110080	Leber congenital amaurosis 12	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110081	arrhythmogenic right ventricular dysplasia 10	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110082	arrhythmogenic right ventricular dysplasia 11	'has material basis in' some ('autosomal dominant inheritance' or 'autosomal recessive inheritance')
DOID:0110083	arrhythmogenic right ventricular dysplasia 12	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110084	arrhythmogenic right ventricular dysplasia 13	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110085	asphyxiating thoracic dystrophy 1	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110086	asphyxiating thoracic dystrophy 2	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110087	asphyxiating thoracic dystrophy 3	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110088	asphyxiating thoracic dystrophy 4	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110089	asphyxiating thoracic dystrophy 5	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110090	short-rib thoracic dysplasia 7 with or without polydactyly	'has material basis in' some 'autosomal recessive inheritance'|'has material basis in' some 'digenic inheritance'
DOID:0110091	short-rib thoracic dysplasia 10 with or without polydactyly	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110092	short-rib thoracic dysplasia 6 with or without polydactyly	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110093	short-rib thoracic dysplasia 13 with or without polydactyly	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110094	short-rib thoracic dysplasia 8 with or without polydactyly	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110095	short-rib thoracic dysplasia 11 with or without polydactyly	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110096	short-rib thoracic dysplasia 14 with polydactyly	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110097	short-rib thoracic dysplasia 9 with or without polydactyly	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110107	atrial heart septal defect 2	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110110	atrial heart septal defect 5	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110111	atrial heart septal defect 6	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110112	atrial heart septal defect 7	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110113	atrial heart septal defect 8	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110114	atrial heart septal defect 9	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110115	autoimmune lymphoproliferative syndrome type 2A	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110116	autoimmune lymphoproliferative syndrome type 2B	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110117	autoimmune lymphoproliferative syndrome type 4	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110118	Leber congenital amaurosis 16	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110119	autoimmune lymphoproliferative syndrome type 3	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110120	Axenfeld-Rieger syndrome type 1	'disease has basis in' some structural_variant
DOID:0110121	Axenfeld-Rieger syndrome type 2	('has material basis in' some deletion) and ('has material basis in' some chromosome)
DOID:0110122	Axenfeld-Rieger syndrome type 3	'disease has basis in' some structural_variant
DOID:0110129	Bardet-Biedl syndrome 7	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110148	Charcot-Marie-Tooth disease type 1A	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110149	Charcot-Marie-Tooth disease type 1F	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110150	Charcot-Marie-Tooth disease type 1D	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110151	Charcot-Marie-Tooth disease type 1C	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110152	Charcot-Marie-Tooth disease type 1B	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110153	Charcot-Marie-Tooth disease type 1E	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110154	Charcot-Marie-Tooth disease type 2A1	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110155	Charcot-Marie-Tooth disease type 2A2A	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110156	Charcot-Marie-Tooth disease type 2B1	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110157	Charcot-Marie-Tooth disease type 2J	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110158	Charcot-Marie-Tooth disease type 2I	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110159	Charcot-Marie-Tooth disease type 2B	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110160	Charcot-Marie-Tooth disease axonal type 2T	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110161	Charcot-Marie-Tooth disease type 2R	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110162	Charcot-Marie-Tooth disease, axonal type 2W	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110163	Charcot-Marie-Tooth disease axonal type 2F	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110164	Charcot-Marie-Tooth disease type 2D	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110165	Charcot-Marie-Tooth disease type 2E	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110166	Charcot-Marie-Tooth disease axonal type 2H	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110167	Charcot-Marie-Tooth disease axonal type 2K	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110168	Charcot-Marie-Tooth disease type 2Y	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110169	Charcot-Marie-Tooth disease axonal type 2P	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110170	Charcot-Marie-Tooth disease axonal type 2Q	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110171	Charcot-Marie-Tooth disease axonal type 2S	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110173	Charcot-Marie-Tooth disease axonal type 2U	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110174	Charcot-Marie-Tooth disease axonal type 2L	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110175	Charcot-Marie-Tooth disease axonal type 2O	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110176	Charcot-Marie-Tooth disease axonal type 2X	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110177	Charcot-Marie-Tooth disease axonal type 2N	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110178	Charcot-Marie-Tooth disease axonal type 2V	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110179	Charcot-Marie-Tooth disease type 2B2	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110180	Charcot-Marie-Tooth disease axonal type 2CC	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110181	Charcot-Marie-Tooth disease axonal type 2Z	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110182	Charcot-Marie-Tooth disease axonal type 2C	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110183	Charcot-Marie-Tooth disease type 4C	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110184	Charcot-Marie-Tooth disease type 4J	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110185	Charcot-Marie-Tooth disease type 4A	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110186	Charcot-Marie-Tooth disease type 4D	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110187	Charcot-Marie-Tooth disease type 4K	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110188	Leber congenital amaurosis 14	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110189	Leber congenital amaurosis 15	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110190	Charcot-Marie-Tooth disease type 4B2	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110191	Charcot-Marie-Tooth disease type 4B1	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110192	Charcot-Marie-Tooth disease type 4H	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110193	Charcot-Marie-Tooth disease type 4F	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110194	Charcot-Marie-Tooth disease type 4B3	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110195	Charcot-Marie-Tooth disease type 4E	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110196	Charcot-Marie-Tooth disease type 4G	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110197	Charcot-Marie-Tooth disease dominant intermediate B	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110198	Charcot-Marie-Tooth disease recessive intermediate C	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110199	Charcot-Marie-Tooth disease dominant intermediate C	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110200	Charcot-Marie-Tooth disease dominant intermediate D	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110201	Charcot-Marie-Tooth disease recessive intermediate A	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110202	Charcot-Marie-Tooth disease dominant intermediate A	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110203	Charcot-Marie-Tooth disease recessive intermediate D	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110204	Charcot-Marie-Tooth disease recessive intermediate B	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110205	Charcot-Marie-Tooth disease dominant intermediate E	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110206	Charcot-Marie-Tooth disease dominant intermediate F	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110207	Charcot-Marie-Tooth disease X-linked dominant 6	'has material basis in' some 'X-linked dominant inheritance'
DOID:0110208	Charcot-Marie-Tooth disease X-linked recessive 2	'has material basis in' some 'X-linked recessive inheritance'
DOID:0110209	Charcot-Marie-Tooth disease X-linked dominant 1	'has material basis in' some 'X-linked dominant inheritance'
DOID:0110210	Charcot-Marie-Tooth disease X-linked recessive 5	'has material basis in' some 'X-linked recessive inheritance'
DOID:0110211	Charcot-Marie-Tooth disease X-linked recessive 3	'has material basis in' some 'X-linked recessive inheritance'
DOID:0110212	Charcot-Marie-Tooth disease X-linked recessive 4	'has material basis in' some 'X-linked recessive inheritance'
DOID:0110215	Leber congenital amaurosis 5	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110216	Leber congenital amaurosis 11	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'
DOID:0110217	Leber congenital amaurosis 17	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110218	Brugada syndrome 1	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110224	Brugada syndrome 7	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110226	Brugada syndrome 9	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110227	cataract 32 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110228	cataract 8 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110229	cataract 6 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110231	cataract 1 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110232	cataract 29	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110234	cataract 4 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110235	cataract 2 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110236	cataract 39 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110237	cataract 42	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110238	cataract 18	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110239	cataract 12 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110240	cataract 20 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110241	cataract 41	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110242	cataract 13 with adult i phenotype	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110243	cataract 46 juvenile-onset	'existence starts during' some 'Young adult onset'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110245	cataract 38	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110247	cataract 36	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110248	cataract 30	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110249	cataract 11 multiple types	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110250	cataract 16 multiple types	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110251	cataract 15 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110252	cataract 37	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110253	cataract 14 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110255	cataract 5 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110256	cataract 21 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110257	cataract 24	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110258	cataract 10 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110259	cataract 43	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110260	cataract 7	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110261	cataract 35	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110262	cataract 45	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110263	cataract 19 multiple types	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110264	cataract 33	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110265	cataract 31 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110266	cataract 9 multiple types	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110267	cataract 44	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110268	cataract 22 multiple types	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110269	cataract 3 multiple types	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110270	cataract 17 multiple types	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110272	cataract 40	'has material basis in' some 'X-linked inheritance'
DOID:0110273	autosomal dominant limb-girdle muscular dystrophy	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110274	autosomal recessive limb-girdle muscular dystrophy	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110291	Leber congenital amaurosis 10	'disease has basis in' some 'Abnormality of prenatal development or birth'|'disease has basis in' some gene
DOID:0110329	Leber congenital amaurosis 6	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110330	Leber congenital amaurosis 13	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110331	Leber congenital amaurosis 3	'disease has basis in' some 'Abnormality of prenatal development or birth'|'disease has basis in' some gene
DOID:0110332	Leber congenital amaurosis 4	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has phenotype' some Keratoconus|'has phenotype' some Retinopathy
DOID:0110333	Leber congenital amaurosis 7	'disease has basis in' some 'Abnormality of prenatal development or birth'|'disease has basis in' some gene
DOID:0110334	osteogenesis imperfecta type 1	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110336	osteogenesis imperfecta type 8	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110337	osteogenesis imperfecta type 7	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110338	osteogenesis imperfecta type 17	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110339	osteogenesis imperfecta type 3	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110340	osteogenesis imperfecta type 4	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110341	osteogenesis imperfecta type 2	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110342	osteogenesis imperfecta type 13	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110343	osteogenesis imperfecta type 14	'disease has basis in' some gene
DOID:0110344	osteogenesis imperfecta type 5	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110346	osteogenesis imperfecta type 10	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110347	osteogenesis imperfecta type 15	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110348	osteogenesis imperfecta type 12	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110349	osteogenesis imperfecta type 9	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110350	osteogenesis imperfecta type 6	'disease has basis in' some gene
DOID:0110351	osteogenesis imperfecta type 11	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110352	retinitis pigmentosa 59	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110353	retinitis pigmentosa 20	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110354	retinitis pigmentosa 19	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110356	retinitis pigmentosa 18	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110357	retinitis pigmentosa 35	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110358	retinitis pigmentosa 12	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110361	retinitis pigmentosa 75	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110363	retinitis pigmentosa 71	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110365	retinitis pigmentosa 28	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110366	retinitis pigmentosa 33	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110367	retinitis pigmentosa 38	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110368	retinitis pigmentosa 26	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110371	retinitis pigmentosa 56	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110372	retinitis pigmentosa 4	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110374	retinitis pigmentosa 68	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110375	retinitis pigmentosa 40	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110376	retinitis pigmentosa 41	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110378	retinitis pigmentosa 29	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110380	retinitis pigmentosa 62	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110381	retinitis pigmentosa 14	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110383	retinitis pigmentosa 7	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'|'has material basis in' some 'digenic inheritance'
DOID:0110384	retinitis pigmentosa 25	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110385	retinitis pigmentosa 63	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110386	retinitis pigmentosa 42	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110387	retinitis pigmentosa 9	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110388	retinitis pigmentosa 10	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110389	retinitis pigmentosa 73	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110390	retinitis pigmentosa 1	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110392	retinitis pigmentosa 70	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110395	retinitis pigmentosa 72	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110396	retinitis pigmentosa 50	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110397	retinitis pigmentosa 27	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110399	retinitis pigmentosa 37	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110401	retinitis pigmentosa 74	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110402	retinitis pigmentosa 45	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110403	retinitis pigmentosa 13	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110404	retinitis pigmentosa 17	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110407	retinitis pigmentosa 57	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110408	retinitis pigmentosa 11	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110410	retinitis pigmentosa 69	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110411	retinitis pigmentosa 60	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110412	retinitis pigmentosa 23	'has material basis in' some 'X-linked recessive inheritance'
DOID:0110415	retinitis pigmentosa 2	'has material basis in' some 'X-linked inheritance'
DOID:0110416	retinitis pigmentosa 24	'has material basis in' some 'X-linked inheritance'
DOID:0110418	retinitis pigmentosa Y-linked	'has material basis in' some 'Y-linked inheritance'
DOID:0110419	retinitis pigmentosa with or without situs inversus	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110420	dominant pericentral pigmentary retinopathy	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110421	late-adult onset retinitis pigmentosa	'existence starts during' some ('Late onset' or 'Middle age onset')|'has material basis in' some 'autosomal recessive inheritance'
DOID:0110422	autosomal recessive pericentral pigmentary retinopathy	'has material basis in' some 'autosomal recessive inheritance'
DOID:0110423	dilated cardiomyopathy 1C	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110424	dilated cardiomyopathy 1CC	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110425	dilated cardiomyopathy 1A	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110426	dilated cardiomyopathy 1D	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110427	dilated cardiomyopathy 1V	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110428	dilated cardiomyopathy 1AA	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110429	dilated cardiomyopathy 1H	'disease has basis in' some gene
DOID:0110430	dilated cardiomyopathy 1G	'disease has basis in' some gene
DOID:0110431	dilated cardiomyopathy 1I	'disease has basis in' some gene
DOID:0110432	dilated cardiomyopathy 1NN	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110433	dilated cardiomyopathy 1E	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110434	dilated cardiomyopathy 1Z	'disease has basis in' some gene
DOID:0110435	dilated cardiomyopathy 1GG	'disease has basis in' some gene
DOID:0110436	dilated cardiomyopathy 1L	'disease has basis in' some gene
DOID:0110437	dilated cardiomyopathy 1K	'disease has basis in' some gene
DOID:0110438	dilated cardiomyopathy 1JJ	'has material basis in' some 'autosomal dominant inheritance'
DOID:0110439	dilated cardiomyopathy 1P	'disease has basis in' some gene
