extClass,label
OMIM:608219,"Deafness, Autosomal Recessive 38"
OMIM:614181,Retinitis Pigmentosa 62
OMIM:157200,Midphalangeal Hair
OMIM:600803,Gallbladder Disease 1
OMIM:612198,Diastasis Recti And Weakness Of The Linea Alba
OMIM:608104,"Congenital Disorder Of Glycosylation, Type Ih"
OMIM:615398,Multiple Congenital Anomalies-Hypotonia-Seizures Syndrome 3
OMIM:615574,Asparagine Synthetase Deficiency
OMIM:276710,"Tyrosinemia, Type Iii"
OMIM:137280,"Gastritis, Familial Giant Hypertrophic"
OMIM:251800,Microtia With Meatal Atresia And Conductive Deafness
OMIM:154850,"Masticatory Muscles, Hypertrophy Of"
OMIM:614562,"Mental Retardation, Autosomal Dominant 12"
OMIM:151200,Chromosome 8q22.1 Duplication Syndrome
OMIM:131900,"Epidermolysis Bullosa Simplex, Generalized"
OMIM:300158,"Arthrogryposis, Congenital, Lower Limb, X-Linked"
OMIM:177900,Psoriasis Susceptibility 1
OMIM:613658,Rajab Syndrome
OMIM:614385,"Colorectal Cancer, Hereditary Nonpolyposis, Type 7"
OMIM:161470,"Nasal Alar Collapse, Bilateral"
OMIM:154570,"Mannose 6-Phosphate Receptor Recognition Defect, Lebanese Type"
OMIM:257790,Oculocerebral Hypopigmentation Syndrome Of Preus
OMIM:115250,"Collagenoma, Familial Cutaneous"
OMIM:609324,"Epiphyseal Dysplasia, Multiple, With Severe Proximal Femoral Dysplasia"
OMIM:230000,Fucosidosis
OMIM:210100,"Beta-Aminoisobutyric Acid, Urinary Excretion Of"
OMIM:608768,Spinocerebellar Ataxia 8
OMIM:302700,"Cerebral Sclerosis, Diffuse, Scholz Type"
OMIM:601379,Hunter-Mcalpine Craniosynostosis Syndrome
OMIM:314320,Trigonocephaly With Short Stature And Developmental Delay
OMIM:107200,"Anosmia, Isolated Congenital"
OMIM:242700,Immune Defect Due To Absence Of Thymus
OMIM:609253,"Febrile Seizures, Familial, 6"
OMIM:136150,Flood Factor Deficiency
OMIM:601952,Keratosis Linearis With Ichthyosis Congenita And Sclerosing Keratoderma
OMIM:194200,Wolff-Parkinson-White Syndrome
OMIM:162260,"Neurofibromatosis, Type Iii, Mixed Central And Peripheral"
OMIM:613689,Mammary-Digital-Nail Syndrome
OMIM:113480,Brachytelephalangy With Characteristic Facies And Kallmann Syndrome
OMIM:607671,"Dystonia 13, Torsion, Autosomal Dominant"
OMIM:190500,Triphalangeal Thumb With Double Phalanges
OMIM:602124,"Dystonia 7, Torsion"
OMIM:148390,"Keratosis, Familial Actinic"
OMIM:613153,"Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain And Eye Anomalies), Type A, 5"
OMIM:143100,Huntington Disease
OMIM:612918,"Congenital Lipomatous Overgrowth, Vascular Malformations, And Epidermal Nevi"
OMIM:610069,"Polyposis Syndrome, Hereditary Mixed, 2"
OMIM:263600,"Polysaccharide, Storage Of Unusual"
OMIM:225050,"Ectodermal Dysplasia, Hypohidrotic, With Hypothyroidism And Ciliary Dyskinesia"
OMIM:606232,Phelan-Mcdermid Syndrome
OMIM:613561,"Myopathy, Lactic Acidosis, And Sideroblastic Anemia 2"
OMIM:233650,Combined Cellular And Humoral Immune Defects With Granulomas
OMIM:603554,Omenn Syndrome
OMIM:614886,Peroxisome Biogenesis Disorder 12a (Zellweger)
OMIM:242870,"Immunodeficiency, Partial Combined, With Absence Of Hla Determinants And Beta-2-Microglobulin From Lymphocytes"
OMIM:613563,Noonan Syndrome-Like Disorder With Or Without Juvenile Myelomonocytic Leukemia
OMIM:609129,"Auditory Neuropathy, Autosomal Dominant, 1"
OMIM:260600,"Leukodystrophy, Hypomyelinating, 3"
OMIM:240300,"Autoimmune Polyendocrine Syndrome, Type I, With Or Without Reversible Metaphyseal Dysplasia"
OMIM:234700,"Heart Block, Congenital"
OMIM:613750,Retinitis Pigmentosa 27
OMIM:114890,Carcinoembryonic Antigen-Related Cell Adhesion Molecule 5
OMIM:244460,"Kenny-Caffey Syndrome, Type 1"
OMIM:180900,Rutherfurd Syndrome
OMIM:614307,Alpha-Methylacyl-Coa Racemase Deficiency
OMIM:221760,"Dermatoglyphics--Palmar Triradius D, Absence Of"
OMIM:613179,Purine Nucleoside Phosphorylase Deficiency
OMIM:612621,"Mental Retardation, Autosomal Dominant 5"
OMIM:251300,"Microcephaly, Hiatal Hernia, And Nephrotic Syndrome"
OMIM:608807,"Muscular Dystrophy, Limb-Girdle, Type 2j"
OMIM:237550,"Hyperbilirubinemia, Conjugated, Type Iii"
OMIM:217500,"Corneal Dystrophy, Band-Shaped"
OMIM:256870,"Neuropathy, Painful"
OMIM:217030,Complement Factor I
OMIM:186960,T-Cell Leukemia/Lymphoma 1a
OMIM:171200,Thiourea Tasting
OMIM:207790,"Arachnoid Cysts, Intracranial"
OMIM:615399,Paroxysmal Nocturnal Hemoglobinuria 2
OMIM:614563,"Mental Retardation, Autosomal Dominant 13"
OMIM:187950,Thrombocythemia 1
OMIM:272600,Tapetoretinal Degeneration With Ataxia
OMIM:615633,Short-Rib Thoracic Dysplasia 11 With Or Without Polydactyly
OMIM:181600,Sclerotylosis
OMIM:609325,"Epiphyseal Dysplasia, Multiple, With Miniepiphyses"
OMIM:300055,"Mental Retardation, X-Linked, Syndromic 13"
OMIM:608105,"Epilepsy, Rolandic, With Paroxysmal Exercise-Induced Dystonia And Writer'S Cramp"
OMIM:176430,Premature Chromatid Separation Trait
OMIM:613509,Chromosome 4q21 Deletion Syndrome
OMIM:121850,"Corneal Dystrophy, Fleck"
OMIM:600627,"Hypertryptophanemia, Familial"
OMIM:116700,"Cataract, Total Congenital"
OMIM:148000,"Kaposi Sarcoma, Susceptibility To"
OMIM:308905,"Leber Optic Atrophy, Susceptibility To"
OMIM:208080,"Arthrogryposis, Distal, With Hypopituitarism, Mental Retardation, And Facial Anomalies"
OMIM:610644,"Palmoplantar Hyperkeratosis With Squamous Cell Carcinoma Of Skin And 46,Xx Sex Reversal"
OMIM:191440,Ulnar Hypoplasia
OMIM:615028,"Epidermolysis Bullosa, Nonspecific, Autosomal Recessive"
OMIM:156600,"Microcoria, Congenital"
OMIM:224690,Meier-Gorlin Syndrome 1
OMIM:615625,"Spastic Paraplegia 72, Autosomal Recessive"
OMIM:177650,Exfoliation Syndrome
OMIM:249400,"Melanosis, Neurocutaneous"
OMIM:300220,"Mental Retardation, X-Linked, Syndromic 10"
OMIM:600096,Puerto Rican Infant Hypotonia Syndrome
OMIM:165500,Optic Atrophy 1
OMIM:192430,Velocardiofacial Syndrome
OMIM:175020,"Polyposis, Gastric"
OMIM:109800,Bladder Cancer
OMIM:607674,"Cataract, Congenital, With Mental Impairment And Dentate Gyrus Atrophy"
OMIM:277170,Orofaciodigital Syndrome Vi
OMIM:176873,Cyclin-Dependent Kinase 11b
OMIM:614887,Peroxisome Biogenesis Disorder 13a (Zellweger)
OMIM:256840,"Neuropathy, Hereditary Sensory, With Spastic Paraplegia, Autosomal Recessive"
OMIM:615081,Spermatogenic Failure 11
OMIM:212835,Cerebellar Ataxia And Ectodermal Dysplasia
OMIM:300884,"Congenital Disorder Of Glycosylation, Type Is"
OMIM:602440,"Amyotrophy, Monomelic"
OMIM:300064,"Mental Retardation, X-Linked, With Craniofacial Dysmorphism"
OMIM:602418,Weyers Ulnar Ray/Oligodactyly Syndrome
OMIM:613154,"Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain And Eye Anomalies), Type A, 6"
OMIM:151210,"Platyspondylic Lethal Skeletal Dysplasia, Torrance Type"
OMIM:120440,Colonic Varices Without Portal Hypertension
OMIM:610582,"Diabetes Mellitus, Transient Neonatal, 3"
OMIM:209970,Beemer Lethal Malformation Syndrome
OMIM:601803,Pallister-Killian Syndrome
OMIM:608808,"Transposition Of The Great Arteries, Dextro-Looped 1"
OMIM:272100,Sudanophilic Cerebral Sclerosis
OMIM:301700,Anosmia
OMIM:263100,"Polycystic Kidney, Cataract, And Congenital Blindness"
OMIM:188470,"Thyroid Carcinoma, Follicular"
OMIM:151380,"Leukemia, Acute Monocytic"
OMIM:610840,"Mitral Valve Prolapse, Myxomatous 3"
OMIM:144755,Hyperostosis Cranialis Interna
OMIM:168860,Patella Aplasia-Hypoplasia
OMIM:115650,"Cataract 32, Multiple Types"
OMIM:259900,"Hyperoxaluria, Primary, Type I"
OMIM:613837,Leber Congenital Amaurosis 11
OMIM:178610,"Pulmonary Nodular Lymphoid Hyperplasia, Familial"
OMIM:614564,"Cutaneous Telangiectasia And Cancer Syndrome, Familial"
OMIM:125800,"Diabetes Insipidus, Nephrogenic, Autosomal"
OMIM:614185,Geleophysic Dysplasia 2
OMIM:153630,Macroglossia
OMIM:202900,"Alaninuria With Microcephaly, Dwarfism, Enamel Hypoplasia, And Diabetes Mellitus"
OMIM:211800,Calcification Of Joints And Arteries
OMIM:180270,"Retinoschisis, Autosomal Dominant"
OMIM:259610,"Osteolysis Syndrome, Recessive"
OMIM:135950,"Finger Locking, Recurrent, With Intrauterine Growth Retardation And Proportionate Short Stature"
OMIM:600628,Loose Anagen Hair Syndrome
OMIM:608106,"Immunodeficiency With Hyper-Igm, Type 5"
OMIM:143870,"Hypercalciuria, Absorptive, 2"
OMIM:606242,"Mental Retardation, Microcephaly, Growth Retardation, Joint Contractures, And Facial Dysmorphism"
OMIM:201250,"Acromesomelic Dysplasia, Hunter-Thompson Type"
OMIM:607644,"Candidiasis, Familial, 3"
OMIM:601095,Harrod Syndrome
OMIM:109350,Gastroesophageal Reflux
OMIM:614857,"Methylmalonic Aciduria And Homocystinuria, Cblj Type"
OMIM:208081,"Arthrogryposis, Distal, With Mental Retardation And Characteristic Facies"
OMIM:242880,Immunoerythromyeloid Hypoplasia
OMIM:609255,"Febrile Seizures, Familial, 5"
OMIM:252605,Mucolipidosis Iii Gamma
OMIM:135800,"Fibula, Recurrent Dislocation Of Head Of"
OMIM:105570,"Androstenone, Ability To Smell"
OMIM:602089,"Hemangioma, Capillary Infantile"
OMIM:300650,"Albinism, Ocular, With Late-Onset Sensorineural Deafness"
OMIM:223100,"Lactose Intolerance, Adult Type"
OMIM:603471,"Citrullinemia, Type Ii, Adult-Onset"
OMIM:614707,Brown-Vialetto-Van Laere Syndrome 2
OMIM:177200,Liddle Syndrome
OMIM:203600,Alopecia-Epilepsy-Oligophrenia Syndrome Of Moynahan
OMIM:600331,Parc Syndrome
OMIM:607488,"Dystonia 15, Myoclonic"
OMIM:105210,"Amyloidosis, Hereditary, Transthyretin-Related"
OMIM:121400,Cornea Plana 1
OMIM:252250,Monocyte Chemotactic Disorder
OMIM:615439,"Macular Degeneration, Age-Related, 13"
OMIM:610140,"Heart-Hand Syndrome, Slovenian Type"
OMIM:601954,"Muscular Dystrophy, Limb-Girdle, Type 2g"
OMIM:177170,Pseudoachondroplasia
OMIM:165000,"Ophthalmoplegia, Familial Static"
OMIM:275900,"Spastic Paraplegia 20, Autosomal Recessive"
OMIM:237300,"Carbamoyl Phosphate Synthetase I Deficiency, Hyperammonemia Due To"
OMIM:305620,Frontometaphyseal Dysplasia
OMIM:227050,Transient Erythroblastopenia Of Childhood
OMIM:189230,"Toes, Space Between First And Second"
OMIM:182600,"Spastic Paraplegia 3, Autosomal Dominant"
OMIM:608809,"Leukoencephalopathy, Arthritis, Colitis, And Hypogammaglobulinema"
OMIM:615082,"C3hex, Ability To Smell"
OMIM:615342,"Pulmonary Hypertension, Primary, 2"
OMIM:243150,"Intestinal Atresia, Multiple"
OMIM:608068,"Neutrophilic Dermatosis, Acute Febrile"
OMIM:225310,Ehlers-Danlos Syndrome With Platelet Dysfunction From Fibronectin Abnormality
OMIM:261540,Peters-Plus Syndrome
OMIM:212710,Cataract-Ataxia-Deafness-Retardation Syndrome
OMIM:208530,Right Atrial Isomerism
OMIM:608779,"Congenital Disorder Of Glycosylation, Type Iie"
OMIM:271950,"Subaortic Stenosis, Membranous"
OMIM:300455,"Retinitis Pigmentosa, X-Linked, And Sinorespiratory Infections, With Or Without Deafness"
OMIM:248360,Malonyl-Coa Decarboxylase Deficiency
OMIM:614186,Leber Congenital Amaurosis 16
OMIM:614565,"Night Blindness, Congenital Stationary, Type 1e"
OMIM:612281,"Ichthyosis, Congenital, Autosomal Recessive 6"
OMIM:277180,"Vas Deferens, Congenital Bilateral Aplasia Of"
OMIM:264050,Prenatal Bowing
OMIM:175850,"Porokeratosis 2, Palmar, Plantar, And Disseminated Type"
OMIM:221950,Dextrocardia With Unusual Facies And Microphthalmia
OMIM:268500,Rowley-Rosenberg Syndrome
OMIM:155350,"Megalencephaly, Autosomal Dominant"
OMIM:148600,"Palmoplantar Keratoderma, Punctate Type Ia"
OMIM:173450,Platelet Factor 3 Deficiency
OMIM:256000,Leigh Syndrome
OMIM:275450,Trichoodontoonychial Dysplasia With Bone Deficiency
OMIM:136100,"Fingers, Relative Length Of"
OMIM:601096,"Spondyloepimetaphyseal Dysplasia, Micromelic"
OMIM:606243,Alveolar Soft Part Sarcoma
OMIM:614858,Hypogonadotropic Hypogonadism 14 With Or Without Anosmia
OMIM:169200,Pechet Factor Deficiency
OMIM:125320,Dementia/Parkinsonism With Non-Alzheimer Amyloid Plaques
OMIM:613869,"Myopathy, Myofibrillar, Fatal Infantile Hypertonic, Alpha-B Crystallin-Related"
OMIM:614388,"Encephalopathy, Lethal, Due To Defective Mitochondrial And Peroxisomal Fission"
OMIM:614402,"Microphthalmia, Syndromic 11"
OMIM:301840,"Spinocerebellar Ataxia, X-Linked 4"
OMIM:606937,"Spinocerebellar Ataxia, Autosomal Recessive 5"
OMIM:609021,Peripheral Cone Dystrophy
OMIM:191850,"Urticaria, Aquagenic"
OMIM:603285,Cerebral Cavernous Malformations 3
OMIM:600965,"Deafness, Autosomal Dominant 6"
OMIM:118350,"Chemodectoma, Intraabdominal, With Cutaneous Angiolipomas"
OMIM:424500,Gonadoblastoma
OMIM:603472,Neuronal Intranuclear Inclusion Disease
OMIM:615312,"Albinism, Oculocutaneous, Type V"
OMIM:229700,"Fructose-1,6-Bisphosphatase Deficiency"
OMIM:229230,Fraser-Like Syndrome
OMIM:162900,"Nevus, Epidermal"
OMIM:191700,"Urolithiasis, Uric Acid, Autosomal Dominant"
OMIM:273050,"Teeth, Noneruption Of, With Maxillary Hypoplasia And Genu Valgum"
OMIM:613930,Alopecia-Mental Retardation Syndrome 3
OMIM:615491,"Neurodegeneration With Optic Atrophy, Childhood-Onset"
OMIM:140900,Hemangiomas Of Small Intestine
OMIM:600145,Sacral Defect With Anterior Meningocele
OMIM:601547,"Cataract 3, Multiple Types"
OMIM:600332,Rippling Muscle Disease 1
OMIM:193090,Transcobalamin I Deficiency
OMIM:607676,Irak4 Deficiency
OMIM:124490,"Deafness, Conductive Stapedial, With Ear Malformation And Facial Palsy"
OMIM:236110,Holzgreve Syndrome
OMIM:615083,"Colorectal Cancer, Susceptibility To, 12"
OMIM:276700,"Tyrosinemia, Type I"
OMIM:615493,"Mental Retardation, Autosomal Recessive 37"
OMIM:600263,"Helicobacter Pylori Infection, Susceptibility To"
OMIM:300066,"Deafness, X-Linked 4"
OMIM:194080,Denys-Drash Syndrome
OMIM:227240,"Skin/Hair/Eye Pigmentation, Variation In, 5"
OMIM:101120,Acrocephalopolysyndactyly Type Iii
OMIM:109100,Autoimmune Disease
OMIM:141860,Hemoglobin--Alpha Locus 3
OMIM:130200,Electroencephalographic Peculiarity: 14 And 6 Per Sec. Positive Spike Phenomenon
OMIM:182601,"Spastic Paraplegia 4, Autosomal Dominant"
OMIM:309520,Lujan-Fryns Syndrome
OMIM:610655,"Telangiectasia, Hereditary Hemorrhagic, Type 4"
OMIM:603511,"Muscular Dystrophy, Limb-Girdle, Type 1e"
OMIM:122780,Coxoauricular Syndrome
OMIM:615343,"Pulmonary Hypertension, Primary, 3"
OMIM:254400,Mycosis Fungoides
OMIM:607411,Patent Ductus Arteriosus
OMIM:610204,"Pontocerebellar Hypoplasia, Type 5"
OMIM:142470,Fetal Hemoglobin Quantitative Trait Locus 2
OMIM:613291,"Bile Acid Malabsorption, Primary"
OMIM:119900,"Digital Clubbing, Isolated Congenital"
OMIM:600302,Fryns Macrocephaly
OMIM:410000,"Amelogenin, Y-Chromosomal"
OMIM:609549,Nanophthalmos 2
OMIM:131600,Epidermoid Cysts
OMIM:612132,"Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant"
OMIM:215850,Cleft-Limb-Heart Malformation Syndrome
OMIM:177600,"Pseudocholinesterase, Increase In Plasma Level Of"
OMIM:613206,"Spastic Paraplegia 44, Autosomal Recessive"
OMIM:200130,Absent Eyebrows And Eyelashes With Mental Retardation
OMIM:614859,Peroxisome Biogenesis Disorder 3a (Zellweger)
OMIM:254090,Ullrich Congenital Muscular Dystrophy
OMIM:250450,"Metaphyseal Dysplasia, Anetoderma, And Optic Atrophy"
OMIM:300400,"Severe Combined Immunodeficiency, X-Linked"
OMIM:158810,Bethlem Myopathy
OMIM:138920,Granddad Syndrome
OMIM:615369,"Epileptic Encephalopathy, Childhood-Onset"
OMIM:231070,Geroderma Osteodysplasticum
OMIM:268020,"Retinitis Pigmentosa, Deafness, Mental Retardation, And Hypogonadism"
OMIM:613070,"Liver Failure, Infantile, Transient"
OMIM:166990,"Osteochondrodysplasia, Rhizomelic, With Callosal Agenesis, Thrombocytopenia, Hydrocephalus, And Hypertension"
OMIM:261550,"Persistent Mullerian Duct Syndrome, Types I And Ii"
OMIM:208540,Renal-Hepatic-Pancreatic Dysplasia 1
OMIM:145400,Hypertelorism
OMIM:202200,Glucocorticoid Deficiency 1
OMIM:270950,"Spastic Quadriplegia, Retinitis Pigmentosa, And Mental Retardation"
OMIM:250300,"Metaphyseal Chondrodysplasia, Pena Type"
OMIM:609200,"Myopathy, Myofibrillar, 3"
OMIM:604922,"Cortical Defects, Wormian Bones, And Dentinogenesis Imperfecta"
OMIM:605055,"Alzheimer Disease, Familial Early-Onset, With Coexisting Amyloid And Prion Pathology"
OMIM:220110,Mitochondrial Complex Iv Deficiency
OMIM:247610,Lymphoid Interstitial Pneumonia
OMIM:207950,Chiari Malformation Type Ii
OMIM:300652,"Angioma Serpiginosum, X-Linked"
OMIM:309800,"Microphthalmia, Syndromic 1"
OMIM:600146,"Spastic Paraplegia 5b, Autosomal Recessive"
OMIM:614575,"Cerebellar Ataxia, Neuropathy, And Vestibular Areflexia Syndrome"
OMIM:135100,Fibrodysplasia Ossificans Progressiva
OMIM:180750,Robinow-Sorauf Syndrome
OMIM:600333,Motor Neuron Disease With Dementia And Ophthalmoplegia
OMIM:103900,Glucocorticoid-Remediable Aldosteronism
OMIM:179840,Reticular Dystrophy Of Retinal Pigment Epithelium
OMIM:250940,"Homocystinuria-Megaloblastic Anemia, Cblg Complementation Type"
OMIM:615084,Mitochondrial Dna Depletion Syndrome 11
OMIM:123050,Craniorhiny
OMIM:219800,"Cystinosis, Nephropathic"
OMIM:207800,Argininemia
OMIM:113700,"Breasts And Nipples, Absence Of"
OMIM:134520,"Factors Viii, Ix And Xi, Combined Deficiency Of"
OMIM:615565,Retinitis Pigmentosa 67
OMIM:152550,"Lumbar Stenosis, Familial"
OMIM:609452,"Myopathy, Myofibrillar, 4"
OMIM:230200,Galactokinase Deficiency
OMIM:309605,Miles-Carpenter X-Linked Mental Retardation Syndrome
OMIM:249100,Familial Mediterranean Fever
OMIM:612438,"Leukodystrophy, Hypomyelinating, 6"
OMIM:249599,"Mental Retardation Syndrome, Belgian Type"
OMIM:155100,May-Hegglin Anomaly
OMIM:258320,"Omphalocele-Cleft Palate Syndrome, Lethal"
OMIM:607842,"Aural Atresia, Congenital"
OMIM:123540,"Cryofibrinogenemia, Familial Primary"
OMIM:608013,"Gaucher Disease, Perinatal Lethal"
OMIM:248770,"Marfanoid Mental Retardation Syndrome, Autosomal"
OMIM:182960,"Neuronopathy, Distal Hereditary Motor, Type I"
OMIM:609454,"Supranuclear Palsy, Progressive, 2"
OMIM:301790,"Spinocerebellar Ataxia, X-Linked 3"
OMIM:607152,"Spastic Paraplegia 19, Autosomal Dominant"
OMIM:613428,Retinitis Pigmentosa 54
OMIM:253220,"Mucopolysaccharidosis, Type Vii"
OMIM:277590,Weaver Syndrome
OMIM:609162,Czech Dysplasia
OMIM:217400,Corneal Dystrophy And Perceptive Deafness
OMIM:415000,"Spermatogenic Failure, Y-Linked, 2"
OMIM:212066,"Congenital Disorder Of Glycosylation, Type Iia"
OMIM:600138,Retinitis Pigmentosa 11
OMIM:302900,"Charcot-Marie-Tooth Peroneal Muscular Atrophy And Friedreich Ataxia, Combined"
OMIM:184250,"Spondyloepimetaphyseal Dysplasia, Strudwick Type"
OMIM:603829,"Ventricular Fibrillation During Myocardial Infarction, Susceptibility To"
OMIM:425500,"Hairy Ears, Y-Linked"
OMIM:601894,Glomerulopathy With Fibronectin Deposits 2
OMIM:609220,Bruck Syndrome 2
OMIM:615637,"Mental Retardation, Autosomal Recessive 41"
OMIM:128900,"Earlobe Attachment, Attached Vs Unattached"
OMIM:141900,Hemoglobin--Beta Locus
OMIM:613071,Bronchiectasis With Or Without Elevated Sweat Chloride 3
OMIM:116400,Cataract 41
OMIM:308280,"Impacted Teeth, Multiple"
OMIM:203800,Alstrom Syndrome
OMIM:251900,Mitochondrial Myopathy
OMIM:194090,Wilms Tumor 3
OMIM:610199,"Diabetes Mellitus, Neonatal, With Congenital Hypothyroidism"
OMIM:607014,Hurler Syndrome
OMIM:613073,Metaphyseal Anadysplasia 2
OMIM:300850,"Mental Retardation, X-Linked 90"
OMIM:161500,"Nasal Groove, Familial Transverse"
OMIM:610143,"Deafness, Autosomal Recessive 62"
OMIM:227250,"Facial Abnormalities, Kyphoscoliosis, And Mental Retardation"
OMIM:610706,"Deafness, Congenital, With Inner Ear Agenesis, Microtia, And Microdontia"
OMIM:220111,"Leigh Syndrome, French Canadian Type"
OMIM:245400,Mitochondrial Dna Depletion Syndrome 9 (Encephalomyopathic Type With Methylmalonic Aciduria)
OMIM:612530,Chromosome 1q41-Q42 Deletion Syndrome
OMIM:305800,"Membranoproliferative Glomerulonephritis, X-Linked"
OMIM:601042,Dystonia 9
OMIM:105800,"Aneurysm, Intracranial Berry, 1"
OMIM:260800,Pentosuria
OMIM:607508,"Migraine With Or Without Aura, Susceptibility To, 5"
OMIM:614091,Short-Rib Thoracic Dysplasia 7 With Or Without Polydactyly
OMIM:213000,Cerebellar Hypoplasia
OMIM:300653,Phosphoglycerate Kinase 1 Deficiency
OMIM:608703,Spinocerebellar Ataxia 25
OMIM:601549,"Alacrima, Congenital, Autosomal Recessive"
OMIM:615314,Craniosynostosis 3
OMIM:229045,"Focal Epithelial Hyperplasia, Oral"
OMIM:158280,Motion Sickness
OMIM:614576,"Congenital Disorder Of Glycosylation, Type Iil"
OMIM:118610,Chondrocalcinosis Due To Apatite Crystal Deposition
OMIM:251190,"Microcephalic Primordial Dwarfism, Toriello Type"
OMIM:261740,"Glycogen Storage Disease Of Heart, Lethal Congenital"
OMIM:601957,Odontotrichoungual-Digital-Palmar Syndrome
OMIM:124500,"Deafness, Congenital, With Keratopachydermia And Constrictions Of Fingers And Toes"
OMIM:300842,Mcleod Syndrome
OMIM:614008,Nestor-Guillermo Progeria Syndrome
OMIM:300068,Androgen Insensitivity Syndrome
OMIM:608118,"Zinc Deficiency, Transient Neonatal"
OMIM:176630,Primary Release Disorder Of Platelets
OMIM:102500,Hajdu-Cheney Syndrome
OMIM:601068,"Epilepsy, Familial Adult Myoclonic, 1"
OMIM:613789,"Complement Component 8 Deficiency, Type Ii"
OMIM:602014,"Hypomagnesemia 1, Intestinal"
OMIM:125260,"Defective Interfering Particle Induction, Control Of"
OMIM:103420,"Alacrima, Congenital"
OMIM:146840,Immunodeficiency With Defective Leukocyte And Lymphocyte Function And With Response To Histamine-1 Antagonist
OMIM:600670,"Varicella, Severe Recurrent"
OMIM:614399,"Myopathy, Areflexia, Respiratory Distress, And Dysphagia, Early-Onset"
OMIM:134300,Facial Spasm
OMIM:250460,Metaphyseal Dysplasia Without Hypotrichosis
OMIM:602875,"Acromesomelic Dysplasia, Maroteaux Type"
OMIM:234800,"Hemangiomatosis, Cutaneous, With Associated Features"
OMIM:132600,Pilomatrixoma
OMIM:256200,Nephrosis With Deafness And Urinary Tract And Digital Malformations
OMIM:167770,Regenerating Islet-Derived 1-Alpha
OMIM:238750,Hyperlysinuria With Hyperammonemia
OMIM:311895,Pierre Robin Sequence With Facial And Digital Anomalies
OMIM:608390,"Myotonia, Potassium-Aggravated"
OMIM:256550,Neuraminidase Deficiency
OMIM:613451,Frontonasal Dysplasia 2
OMIM:219550,Cysteine Peptiduria
OMIM:104570,Ameloonychohypohidrotic Syndrome
OMIM:235740,"Hirschsprung Disease With Polydactyly, Renal Agenesis, And Deafness"
OMIM:212067,"Congenital Disorder Of Glycosylation, Type I/Iix"
OMIM:108110,Arthrogryposis Multiplex Congenita
OMIM:122100,"Corneal Dystrophy, Meesmann"
OMIM:141350,Hemifacial Hyperplasia With Strabismus
OMIM:176200,Porphyria Variegata
OMIM:612379,"Congenital Disorder Of Glycosylation, Type Iq"
OMIM:609384,"Fibrosis Of Extraocular Muscles, Congenital, 3c"
OMIM:126050,Digitotalar Dysmorphism
OMIM:236450,Hutterite Cerebroosteonephrodysplasia Syndrome
OMIM:607155,"Muscular Dystrophy-Dystroglycanopathy (Limb-Girdle), Type C, 5"
OMIM:615510,"Alacrima, Achalasia, And Mental Retardation Syndrome"
OMIM:300211,"Episodic Muscle Weakness, X-Linked"
OMIM:259770,Osteoporosis-Pseudoglioma Syndrome
OMIM:611812,"46,Xx Sex Reversal With Dysgenesis Of Kidneys, Adrenals, And Lungs"
OMIM:201550,Adducted Thumbs Syndrome
OMIM:614284,"Stickler Syndrome, Type V"
OMIM:147540,"Insect Stings, Hypersensitivity To"
OMIM:272700,Taurodontism
OMIM:130070,"Ehlers-Danlos Syndrome, Progeroid Type, 1"
OMIM:236300,Hooft Disease
OMIM:157950,"Permanent Molars, Secondary Retention Of"
OMIM:615113,"Microphthalmia, Isolated 8"
OMIM:609223,"Spondyloepiphyseal Dysplasia Tarda, Autosomal Recessive, Leroy-Spranger Type"
OMIM:186850,Tarsal Coalition
OMIM:230750,Gastroschisis
OMIM:118750,"Choreoathetosis, Familial Inverted"
OMIM:129150,Echo Virus 11 Sensitivity
OMIM:183849,Spondyloepimetaphyseal Dysplasia With Hypotrichosis
OMIM:614063,N-Acetylaspartate Deficiency
OMIM:606519,Phace Association
OMIM:607706,"Charcot-Marie-Tooth Disease, Axonal, With Vocal Cord Paresis, Autosomal Recessive"
OMIM:300851,"Mental Retardation, X-Linked 92"
OMIM:601220,Osteoporosis And Oculocutaneous Hypopigmentation Syndrome
OMIM:614492,"Pseudohypoaldosteronism, Type Iic"
OMIM:150360,"Laryngeal Web, Familial"
OMIM:157800,"Mitral Regurgitation, Conductive Deafness, And Fusion Of Cervical Vertebrae And Of Carpal And Tarsal Bones"
OMIM:146110,Hypogonadotropic Hypogonadism 7 With Or Without Anosmia
OMIM:614961,"Pontocerebellar Hypoplasia, Type 8"
OMIM:210700,"Microcephalic Primordial Dwarfism, Montreal Type"
OMIM:191900,Muckle-Wells Syndrome
OMIM:208158,Arthrogryposis With Hyperkeratosis
OMIM:249500,"Mental Retardation, Autosomal Recessive 1"
OMIM:615139,"Facial Dysmorphism, Immunodeficiency, Livedo, And Short Stature"
OMIM:211390,Sabinas Brittle Hair Syndrome
OMIM:609425,Chromosome 3q29 Deletion Syndrome
OMIM:608687,Spinocerebellar Ataxia 20
OMIM:609612,"Fibrosis Of Extraocular Muscles, Congenital, With Synergistic Divergence"
OMIM:188201,"Thumbs, Stiff, With Brachydactyly Type A1 And Developmental Delay"
